submission_id,age,cups,where_drink,brew,brew_other,purchase,purchase_other,favorite,favorite_specify,additions,additions_other,dairy,sweetener,style,strength,roast_level,caffeine,expertise,coffee_a_bitterness,coffee_a_acidity,coffee_a_personal_preference,coffee_a_notes,coffee_b_bitterness,coffee_b_acidity,coffee_b_personal_preference,coffee_b_notes,coffee_c_bitterness,coffee_c_acidity,coffee_c_personal_preference,coffee_c_notes,coffee_d_bitterness,coffee_d_acidity,coffee_d_personal_preference,coffee_d_notes,prefer_abc,prefer_ad,prefer_overall,wfh,total_spend,why_drink,why_drink_other,taste,know_source,most_paid,most_willing,value_cafe,spent_equipment,value_equipment,gender,gender_specify,education_level,ethnicity_race,ethnicity_race_specify,employment_status,number_children,political_affiliation
5dpOVM,35-44 years old,2,At home,Espresso,NULL,NULL,NULL,Espresso,NULL,No - just black,NULL,NULL,NULL,Full Bodied,Medium,Medium,Full caffeine,4.0,1.0,3.0,4.0,NULL,2.0,1.0,5.0,NULL,3.0,4.0,2.0,NULL,2.0,5.0,1.0,NULL,Coffee B,Coffee A,Coffee B,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
jBkEvR,35-44 years old,1,"At home, At a cafe","Other, French press, Cold brew",Aeropress,NULL,NULL,Other,Macchiato,No - just black,NULL,NULL,NULL,Fruity,Somewhat strong,Light,Full caffeine,6.0,2.0,2.0,3.0,NULL,3.0,NULL,3.0,NULL,2.0,4.0,5.0,"Nice, bright and fruity. Would love for my daily cafe to serve this",2.0,5.0,4.0,Very unique. Love it for one cup,Coffee C,Coffee D,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the ritual",NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ZdZWkv,18-24 years old,1,"At the office, At home","Pour over, French press",NULL,NULL,NULL,Americano,NULL,No - just black,NULL,NULL,NULL,Juicy,Somewhat strong,Light,Full caffeine,5.0,2.0,3.0,4.0,Berries,3.0,1.0,2.0,Nutty,2.0,2.0,3.0,NULL,1.0,4.0,5.0,Pineapple,Coffee A,Coffee D,Coffee D,I primarily work in person,$20-$40,It tastes good,NULL,Yes,Yes,$6-$8,$10-$15,No,$100-$300,Yes,Male,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,NULL,Independent
dYkpxA,35-44 years old,3,At home,"Espresso, Pour over",NULL,NULL,NULL,Americano,NULL,No - just black,NULL,NULL,NULL,Bright,Medium,Medium,Full caffeine,5.0,2.0,4.0,4.0,NULL,4.0,2.0,3.0,NULL,3.0,3.0,2.0,NULL,1.0,4.0,4.0,NULL,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine",NULL,Yes,Yes,$10-$15,$8-$10,Yes,"More than $1,000",Yes,Male,NULL,Some college or associate's degree,White/Caucasian,NULL,Employed full-time,2,Democrat
0EDlP0,35-44 years old,1,At home,Espresso,NULL,NULL,NULL,Cortado,NULL,"Milk, dairy alternative, or coffee creamer",NULL,Whole milk,NULL,Chocolatey,Medium,Medium,Full caffeine,5.0,2.0,4.0,2.0,"fruity, apple",3.0,2.0,3.0,taste like regular coffee,4.0,2.0,3.0,taste like regular coffee,2.0,3.0,5.0,sweet,Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual",NULL,Yes,Yes,$4-$6,$4-$6,No,"More than $1,000",Yes,Male,NULL,Doctorate or professional degree,Asian/Pacific Islander,NULL,Employed full-time,NULL,No affiliation
42pdPB,25-34 years old,1,"At the office, At home",Other,Aeropress,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Full Bodied,Somewhat strong,Medium,Full caffeine,3.0,2.0,3.0,5.0,"Cherry or Apple, rounded",3.0,2.0,3.0,"Sweet, corn, rounded,",4.0,3.0,3.0,"Woody, chocolate, nutty, smooth.",3.0,4.0,3.0,"Fruity, bright and clear",Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"I need the ritual, I need the caffeine, It tastes good",NULL,Yes,Yes,$6-$8,$6-$8,No,$100-$300,Yes,Male,NULL,Bachelor's degree,Asian/Pacific Islander,NULL,Student,NULL,No affiliation
zK1oKM,25-34 years old,2,"At the office, At home",Other,Aeropress,NULL,NULL,Regular drip coffee,NULL,No - just black,NULL,NULL,NULL,Full Bodied,Medium,Medium,Full caffeine,4.0,3.0,4.0,4.0,Tea/juice,2.0,3.0,4.0,Heaviest feel,3.0,3.0,3.0,"Lighter, scored differently hot vs cold",3.0,2.0,4.0,Scored differently hot vs cold,Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,"I need the caffeine, It tastes good",NULL,Yes,No,$6-$8,$15-$20,NULL,$100-$300,Yes,Male,NULL,NULL,White/Caucasian,NULL,Employed full-time,1,No affiliation
24Dylp,18-24 years old,1,"At home, At a cafe",Pour over,NULL,NULL,NULL,Cappuccino,NULL,"Milk, dairy alternative, or coffee creamer",NULL,Oat milk,NULL,Nutty,Medium,Medium,Full caffeine,7.0,3.0,3.0,5.0,"Watery, butterscotch, twiggy",4.0,1.0,2.0,NULL,2.0,2.0,4.0,Tastes like a hike,1.0,5.0,4.0,Slimy,Coffee A,Coffee A,Coffee A,I primarily work in person,<$20,Other,I enjoy the process of making coffee,Yes,Yes,$10-$15,More than $20,Yes,$100-$300,Yes,Non-binary,NULL,High school graduate,White/Caucasian,NULL,Employed full-time,NULL,No affiliation
QAOaNl,25-34 years old,2,At home,"Pour over, Cold brew, Other",Aeropress,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Bright,Very strong,Light,Full caffeine,8.0,2.0,4.0,5.0,"Tea-like, deep and complex flavor that evolved dramatically as it cooled",4.0,2.0,2.0,"'classic' 'brown' taste, too dark for me, partner who shared with me preferred this 2nd overall though",4.0,2.0,3.0,"Well balanced blend, could see myself enjoying this as a milk based espresso drink",2.0,5.0,5.0,"Anaerobic coffees are so hit or miss, this one was a wonderful juice bomb.  Hope to share it with friends!",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,It tastes good,NULL,Yes,Yes,$10-$15,More than $20,No,$500-$1000,Yes,Male,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
KMaZGk,45-54 years old,More than 4,At home,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee, Cold brew",NULL,NULL,NULL,Americano,NULL,No - just black,NULL,NULL,NULL,Chocolatey,Somewhat strong,Medium,Full caffeine,7.0,1.0,4.0,3.0,NULL,3.0,1.0,4.0,NULL,2.0,2.0,5.0,NULL,1.0,4.0,2.0,NULL,Coffee C,Coffee A,Coffee C,I primarily work in person,$20-$40,It tastes good,NULL,Yes,Yes,$8-$10,$4-$6,Yes,"More than $1,000",Yes,Male,NULL,High school graduate,White/Caucasian,NULL,Employed full-time,3,Republican
24DYOb,25-34 years old,2,At home,Espresso,NULL,NULL,NULL,Cortado,NULL,"Milk, dairy alternative, or coffee creamer",NULL,"Whole milk, Oat milk",NULL,Chocolatey,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,3.0,"Fruity, more acidic as it cooled down.",4.0,3.0,5.0,Notes of dark chocolate,4.0,3.0,4.0,Mild fruitieness,3.0,5.0,1.0,Dried fruit and ameratto flavor,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",NULL,Yes,No,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,NULL,Some college or associate's degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
24DYpV,>65 years old,3,NULL,Coffee brewing machine (e.g. Mr. Coffee),NULL,NULL,NULL,Regular drip coffee,NULL,No - just black,NULL,NULL,NULL,Full Bodied,Somewhat strong,Medium,Half caff,3.0,3.0,2.0,4.0,NULL,3.0,2.0,2.0,NULL,2.0,2.0,3.0,NULL,3.0,3.0,1.0,NULL,Coffee A,Coffee D,Coffee D,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
KMa2YK,35-44 years old,2,"At the office, At home","Pour over, Espresso",NULL,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Fruity,Medium,Light,Full caffeine,9.0,1.0,5.0,4.0,"apple, lemon",3.0,1.0,3.0,leather,4.0,2.0,2.0,cocoa,1.0,4.0,4.0,strawberry,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NULL,Yes,Yes,$10-$15,$15-$20,No,"More than $1,000",Yes,Male,NULL,Master's degree,White/Caucasian,NULL,Employed full-time,1,No affiliation
dYkJoN,25-34 years old,3,At home,"Pour over, Espresso",NULL,NULL,NULL,Espresso,NULL,"No - just black, Milk, dairy alternative, or coffee creamer",NULL,Whole milk,NULL,Bright,Medium,Light,Full caffeine,6.0,1.0,5.0,5.0,"Balanced, clean, sweet",5.0,2.0,1.0,"Wood, dark chocolate",4.0,3.0,2.0,"Tea, raspberry",3.0,4.0,4.0,"Berry, chocolate",Coffee A,Coffee A,Coffee A,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",NULL,Yes,Yes,$8-$10,More than $20,No,$500-$1000,Yes,Male,NULL,Doctorate or professional degree,White/Caucasian,NULL,Student,NULL,Independent
Ld6L9j,35-44 years old,2,"At the office, At a cafe, On the go, At home","Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew",NULL,"National chain (e.g. Starbucks, Dunkin), Specialty coffee shop",NULL,Espresso,NULL,No - just black,NULL,NULL,NULL,Fruity,Somewhat strong,Medium,Full caffeine,7.0,3.0,3.0,4.0,"Fruit, Apricot",2.0,3.0,3.0,Chocolate,1.0,3.0,4.0,NULL,3.0,3.0,2.0,"Natural, citrus",Coffee C,Coffee A,Coffee C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
blYxP2,35-44 years old,2,"At home, On the go",Pour over,NULL,Specialty coffee shop,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,4.0,4.0,"Rich. Nice body, balanced",4.0,3.0,2.0,"Chocolate, toasty, deep, dry, dark fruit",3.0,3.0,1.0,"Dusty, sour, too dark",2.0,4.0,5.0,Ripe fruits,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",NULL,Yes,Yes,$6-$8,More than $20,No,$50-$100,Yes,Male,NULL,Some college or associate's degree,White/Caucasian,NULL,Employed full-time,NULL,Independent
KMaj18,25-34 years old,3,"At home, At a cafe",Espresso,NULL,NULL,NULL,Latte,NULL,"Milk, dairy alternative, or coffee creamer",NULL,"Whole milk, Half and half",NULL,Chocolatey,Somewhat strong,Medium,Full caffeine,6.0,3.0,4.0,3.0,NULL,3.0,3.0,5.0,NULL,2.0,2.0,3.0,NULL,3.0,2.0,4.0,NULL,Coffee B,Coffee D,Coffee B,I do a mix of both,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24DOYj,25-34 years old,2,"At home, At a cafe, At the office","Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",NULL,NULL,NULL,Espresso,NULL,No - just black,NULL,NULL,NULL,Juicy,Medium,Light,Full caffeine,6.0,1.0,3.0,4.0,"Spaghettios, sweet",2.0,2.0,3.0,Semisweet chocolate,2.0,3.0,4.0,"Slightly 'green', caramel",3.0,3.0,4.0,"Aged, vanilla, bourbon",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NULL,Yes,No,$4-$6,$4-$6,Yes,$500-$1000,Yes,Male,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
dYkydo,25-34 years old,1,"At home, At the office, On the go, At a cafe","Pour over, Coffee extract (e.g. Cometeer)",NULL,Specialty coffee shop,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Fruity,Somewhat strong,Light,Full caffeine,7.0,1.0,4.0,1.0,Found this to be a bit of a strange coffee - very acidic without much other flavor. Kind of reminded me of pickled green mango,2.0,3.0,3.0,NULL,1.0,2.0,3.0,"This was a very good, standard cup of coffee. If I wanted a regular coffee that's nothing special but comforting, this would be it.",1.0,3.0,5.0,"Really enjoyed this one. A little funky and fun, and I generally love the funky stuff.",Coffee C,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine",NULL,Yes,Yes,$10-$15,$15-$20,Yes,$50-$100,Yes,Female,NULL,Bachelor's degree,Asian/Pacific Islander,NULL,Employed full-time,NULL,Democrat
Ld68Ay,>65 years old,NULL,At home,"Pod/capsule machine (e.g. Keurig/Nespresso), French press, Espresso, Cold brew",NULL,NULL,NULL,Regular drip coffee,NULL,No - just black,NULL,NULL,NULL,Bold,Very strong,Dark,Full caffeine,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
RzVOOv,35-44 years old,2,"At a cafe, At home",Pour over,NULL,NULL,NULL,Regular drip coffee,NULL,No - just black,NULL,NULL,NULL,Fruity,Medium,Light,Full caffeine,7.0,4.0,4.0,4.0,NULL,1.0,3.0,2.0,NULL,5.0,3.0,4.0,NULL,1.0,4.0,3.0,NULL,Coffee C,Coffee A,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the ritual, Other",Having something to talk about with a friend,Yes,Yes,$6-$8,$4-$6,Yes,$300-$500,Yes,Male,NULL,Some college or associate's degree,White/Caucasian,NULL,Unemployed,NULL,Democrat
yldOGB,25-34 years old,3,"At home, At the office, At a cafe","French press, Pour over",NULL,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Caramalized,Somewhat strong,Medium,Full caffeine,7.0,2.0,4.0,2.0,Sharp and fruity,4.0,3.0,4.0,Earthy and chocolate,4.0,2.0,5.0,Earthy and smoky,1.0,5.0,1.0,"Fruity, possible red fruit. Almost floral.",Coffee C,Coffee A,Coffee C,I do a mix of both,$80-$100,"It tastes good, I need the caffeine, I need the ritual",NULL,Yes,Yes,$10-$15,$15-$20,No,$300-$500,Yes,Male,NULL,Doctorate or professional degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
oAkX95,35-44 years old,More than 4,At home,"Pour over, Espresso, Cold brew",NULL,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Nutty,Somewhat strong,Light,Full caffeine,3.0,3.0,4.0,2.0,NULL,2.0,2.0,5.0,NULL,3.0,2.0,3.0,NULL,1.0,2.0,5.0,NULL,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,I need the ritual,NULL,Yes,Yes,$10-$15,More than $20,No,"More than $1,000",Yes,Female,NULL,Some college or associate's degree,White/Caucasian,NULL,Employed full-time,NULL,No affiliation
Ld6lQ2,35-44 years old,More than 4,"At home, On the go, At the office, At a cafe","Pour over, Espresso, Bean-to-cup machine, Cold brew",NULL,"Specialty coffee shop, Local cafe, National chain (e.g. Starbucks, Dunkin)",NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Fruity,Somewhat strong,Light,Full caffeine,10.0,3.0,4.0,4.0,"Unripe berry, graham cracker, little body",2.0,1.0,1.0,"Toasted grain, nuts",4.0,2.0,2.0,"Woody, breakfast tea, astringent",2.0,4.0,5.0,"Ripe berries, strawberry, pie crust, fruit juice",Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine, I need the ritual",NULL,Yes,Yes,$10-$15,$10-$15,Yes,"More than $1,000",Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
oAkXAP,18-24 years old,2,"At home, At the office","Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",NULL,NULL,NULL,Cortado,NULL,"No - just black, Milk, dairy alternative, or coffee creamer",NULL,Whole milk,NULL,Bold,Somewhat strong,Medium,NULL,NULL,1.0,5.0,2.0,NULL,3.0,3.0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aBa8l9,45-54 years old,1,"At home, At a cafe",Pour over,NULL,NULL,NULL,Latte,NULL,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",NULL,Whole milk,Stevia,Full Bodied,Somewhat light,Medium,Full caffeine,4.0,4.0,4.0,3.0,Light texture. Toasted lemon,3.0,2.0,5.0,Chocolate malt,3.0,3.0,4.0,"Balanced ,taste like coffee, nuts",2.0,5.0,3.0,"Soy, vinegar, very different",Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",NULL,Yes,No,$6-$8,$8-$10,Yes,$20-$50,Yes,Female,NULL,Some college or associate's degree,White/Caucasian,NULL,Homemaker,1,No affiliation
qbkxdk,35-44 years old,2,"At the office, At home","Pour over, French press, Espresso, Cold brew",NULL,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Full Bodied,Somewhat strong,Light,Full caffeine,5.0,1.0,5.0,3.0,"Fruit, cherry",2.0,1.0,2.0,Chocolate,3.0,1.0,3.0,Standard cup of American hotel coffee,1.0,2.0,4.0,"Cherry, pomegranate, black forest cake, dark chocolate",Coffee B,Coffee D,Coffee D,I do a mix of both,<$20,"It tastes good, I need the caffeine, I need the ritual",NULL,No,Yes,$8-$10,$8-$10,No,$100-$300,Yes,Male,NULL,Doctorate or professional degree,White/Caucasian,NULL,Employed full-time,2,Democrat
lNMoMv,35-44 years old,2,"At home, At the office",Pour over,NULL,NULL,NULL,Regular drip coffee,NULL,No - just black,NULL,NULL,NULL,Fruity,NULL,Light,Full caffeine,7.0,2.0,4.0,3.0,"Caramel, sweet",4.0,3.0,2.0,Smoky,4.0,2.0,1.0,"Burnt rubber initially, more pleasant as it cooled, some fruits",3.0,3.0,4.0,"Fruity, raspberries",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",NULL,Yes,Yes,$4-$6,$6-$8,No,$50-$100,Yes,Male,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
J2Wa7X,35-44 years old,1,At home,Pour over,NULL,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Bright,Medium,Medium,Full caffeine,6.0,2.0,4.0,3.0,"Caramel, sour",3.0,3.0,2.0,Smoky,3.0,2.0,2.0,"Couldn’t place a flavor. Darker, heavier",2.0,4.0,4.0,Fruity,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"I need the ritual, It tastes good",NULL,Yes,Yes,$8-$10,$8-$10,Yes,Less than $20,Yes,Female,NULL,Master's degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
J2M1ko,18-24 years old,NULL,"At home, On the go","Pour over, Coffee brewing machine (e.g. Mr. Coffee), Other",Aeropress,Other,Bean-to-cup machine at gas station,Pourover,NULL,NULL,NULL,NULL,NULL,Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7dMLqa,35-44 years old,1,"At home, At the office, On the go","Pour over, Espresso, Cold brew",NULL,"Drive-thru, National chain (e.g. Starbucks, Dunkin), Local cafe",NULL,Pourover,NULL,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NULL,"Half and half, Coffee creamer","Granulated Sugar, Raw Sugar (Turbinado)",Fruity,Medium,Light,NULL,6.0,2.0,4.0,4.0,Ripe tomato soup,4.0,1.0,3.0,Baking chocolate,5.0,4.0,2.0,Green bell pepper,2.0,4.0,5.0,Toasted coconut and tropical fruits,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",NULL,Yes,Yes,$8-$10,$8-$10,Yes,Less than $20,Yes,Female,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,NULL,No affiliation
42zJob,35-44 years old,2,At home,"Pour over, Espresso, French press",NULL,NULL,NULL,Espresso,NULL,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",NULL,"Half and half, Oat milk, Whole milk",Granulated Sugar,Full Bodied,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
MAMNrY,35-44 years old,2,"At the office, At home",Pour over,NULL,NULL,NULL,Regular drip coffee,NULL,No - just black,NULL,NULL,NULL,Floral,Medium,Light,Full caffeine,7.0,3.0,4.0,3.0,Most balanced. Caramel flavor,4.0,2.0,2.0,"Bitter at first, but nice raisin like finish",2.0,4.0,2.0,Acidic and not a lot of depth,1.0,5.0,5.0,Very bright and tons of fruity/floral flavor,Coffee A,Coffee D,Coffee D,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",NULL,Yes,Yes,$6-$8,$10-$15,No,$500-$1000,Yes,Male,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
eBvrAl,25-34 years old,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
BG0pZK,25-34 years old,1,At home,Pour over,NULL,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Fruity,Somewhat strong,Light,Full caffeine,7.0,2.0,5.0,4.0,"very sweet, thick, lemon, citrus",1.0,1.0,1.0,"green, simple, ripe-fruit, avadado, nutty",2.0,2.0,3.0,"tea, berry, grape skin",2.0,2.0,5.0,"sour patch, watermelon, yellow",Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual",NULL,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Male,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,1,No affiliation
VZDzDg,35-44 years old,2,"At home, At the office",Pour over,NULL,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Fruity,Somewhat strong,Medium,Full caffeine,7.0,3.0,5.0,2.0,Cherry,3.0,3.0,2.0,NULL,3.0,2.0,4.0,NULL,2.0,2.0,3.0,Unique flavor,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, It makes me go to the bathroom, I need the ritual",NULL,Yes,Yes,$10-$15,$10-$15,No,$300-$500,Yes,Non-binary,NULL,Master's degree,White/Caucasian,NULL,Employed full-time,1,Democrat
ZdDdjy,25-34 years old,2,"At a cafe, At the office, At home","French press, Coffee brewing machine (e.g. Mr. Coffee)",NULL,NULL,NULL,Regular drip coffee,NULL,Sugar or sweetener,NULL,NULL,NULL,Nutty,Somewhat strong,Medium,Full caffeine,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
pLvp8J,NULL,NULL,"At a cafe, At home",NULL,NULL,NULL,NULL,Cortado,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
J2M4vz,35-44 years old,2,"At home, On the go, At the office",Pour over,NULL,Local cafe,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Bright,Medium,Light,Full caffeine,7.0,2.0,NULL,5.0,NULL,2.0,NULL,3.0,NULL,2.0,2.0,3.0,NULL,3.0,3.0,4.0,NULL,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"I need the ritual, It tastes good",NULL,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Male,NULL,NULL,NULL,NULL,NULL,NULL,NULL
lNvxGB,25-34 years old,1,"At home, At the office",Coffee brewing machine (e.g. Mr. Coffee),NULL,NULL,NULL,Cold brew,NULL,"Milk, dairy alternative, or coffee creamer",NULL,Coffee creamer,NULL,Nutty,Somewhat strong,Medium,Full caffeine,6.0,2.0,4.0,2.0,NULL,3.0,3.0,3.0,NULL,3.0,2.0,4.0,NULL,2.0,4.0,3.0,NULL,Coffee C,Coffee D,Coffee C,I do a mix of both,$40-$60,"It tastes good, I need the ritual, I need the caffeine",NULL,Yes,No,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
jBv18R,18-24 years old,1,At home,"Pour over, French press",NULL,NULL,NULL,Pourover,NULL,No - just black,NULL,NULL,NULL,Bright,Somewhat strong,Light,Full caffeine,7.0,4.0,1.0,2.0,NULL,3.0,2.0,4.0,NULL,5.0,5.0,1.0,NULL,1.0,4.0,5.0,NULL,Coffee B,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual",NULL,Yes,Yes,$8-$10,$4-$6,No,$500-$1000,Yes,Prefer not to say,NULL,Bachelor's degree,White/Caucasian,NULL,Employed full-time,NULL,Democrat
