submission_id,brew,brew_other
OABx97,Pour over,NULL
42NlEX,Pour over,NULL
42NlEX,French press,NULL
LdM4al,NULL,NULL
ZdRbDB,Espresso,NULL
ZdRbDB,Pour over,NULL
6dQ6Vk,Pour over,Aeropress
6dQ6Vk,Other,Aeropress
8dpbVx,Espresso,NULL
8dpbVx,Pour over,NULL
8dpbVx,Coffee brewing machine (e.g. Mr. Coffee),NULL
8dpbVx,Cold brew,NULL
6dQ65P,Coffee brewing machine (e.g. Mr. Coffee),NULL
1r2Q6l,Pour over,NULL
7d97MR,Coffee brewing machine (e.g. Mr. Coffee),NULL
ylq8GB,Espresso,NULL
ylq8GB,French press,NULL
kYR8p1,Espresso,NULL
8dpbgx,Pour over,NULL
8dpbgx,Espresso,NULL
VZ1Wqg,Pour over,NULL
WApaBa,Pour over,NULL
WApaBa,Coffee extract (e.g. Cometeer),NULL
dY2J1q,Pour over,NULL
dY2J1q,French press,NULL
dY2J1q,Coffee brewing machine (e.g. Mr. Coffee),NULL
vNx8W0,Pour over,NULL
5dqaOo,NULL,NULL
QABNWp,Espresso,NULL
ZdRbQo,French press,Aeropress
ZdRbQo,Other,Aeropress
NAB2yB,NULL,NULL
oAV81e,Espresso,NULL
oAV81e,Pour over,NULL
oAV81e,Cold brew,NULL
PABZYx,Pour over,NULL
PABZYx,Cold brew,NULL
PABZYx,Coffee extract (e.g. Cometeer),NULL
PABZWb,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
XeB6v4,Instant coffee,NULL
XeB6v4,Coffee brewing machine (e.g. Mr. Coffee),NULL
XeB6v4,Pour over,NULL
XeB6v4,Cold brew,NULL
9dJAxQ,Other,Aeropress
DVvRE5,Coffee brewing machine (e.g. Mr. Coffee),NULL
DVvRE5,Instant coffee,NULL
DVvRE5,Cold brew,NULL
DVvRE5,Pour over,NULL
lNl87X,French press,NULL
lNl87X,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
lNl87X,Pour over,NULL
eBxgye,Coffee brewing machine (e.g. Mr. Coffee),NULL
aBrpgq,Bean-to-cup machine,NULL
OABxrR,Pour over,NULL
WApajv,Espresso,NULL
WApajv,Pour over,NULL
1r2QxQ,Pour over,Areopress
1r2QxQ,French press,Areopress
1r2QxQ,Other,Areopress
AlbM9z,Espresso,NULL
AlbM9z,Pour over,NULL
8dpbWO,Pour over,NULL
8dpbWO,Espresso,NULL
7d97zA,Pour over,NULL
24x9zV,Espresso,NULL
VZ1W9j,Pour over,NULL
rlr8YN,Pour over,NULL
rlr8YN,French press,NULL
xdN80d,Pour over,NULL
xdN80d,French press,NULL
xdN80d,Espresso,NULL
xdN80d,Cold brew,NULL
1r2QgW,Espresso,NULL
EPbo64,Coffee extract (e.g. Cometeer),NULL
EPbo64,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
EPbo64,Bean-to-cup machine,NULL
qbE877,Pour over,aero press
qbE877,French press,aero press
qbE877,Espresso,aero press
qbE877,Other,aero press
KMBrGV,Espresso,NULL
KMBrGV,Coffee extract (e.g. Cometeer),NULL
6dQ6WY,Pour over,NULL
EPboA4,Espresso,NULL
PABZy5,Other,Aeropress
ZdRbgz,NULL,NULL
EPbo6r,Bean-to-cup machine,NULL
6dQ6zB,Espresso,NULL
LdM4Ey,Pour over,NULL
LdM4Ey,Coffee brewing machine (e.g. Mr. Coffee),NULL
ylq8gg,Pour over,NULL
ylq8gg,Coffee brewing machine (e.g. Mr. Coffee),NULL
ylq8gg,Bean-to-cup machine,NULL
42NlOY,Pour over,NULL
42NlOY,French press,NULL
42NlOY,Espresso,NULL
MAdjPM,Pour over,NULL
MAdjPM,Espresso,NULL
8dpb5O,Other,Pulsar Immersion Brewer
8dpb5O,Espresso,Pulsar Immersion Brewer
1r2QRl,Pour over,NULL
1r2QRl,Espresso,NULL
1r2QRl,Cold brew,NULL
jB985Q,Espresso,NULL
J2kEBo,Instant coffee,NULL
eBxgvk,Pour over,NULL
eBxgvk,Coffee brewing machine (e.g. Mr. Coffee),NULL
7d97jZ,NULL,NULL
dY2JzK,Pour over,NULL
PABZe5,Espresso,NULL
PABZe5,Coffee brewing machine (e.g. Mr. Coffee),NULL
J2kEGo,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
J2kEGo,Cold brew,Aeropress
J2kEGo,French press,Aeropress
J2kEGo,Other,Aeropress
ylq8zx,Espresso,NULL
ylq8zx,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
ylq8zx,Instant coffee,NULL
ylq8zx,Cold brew,NULL
WApapR,NULL,NULL
xdN8z5,Pour over,NULL
NAB2dj,Pour over,NULL
NAB2dj,French press,NULL
NAB2dj,Espresso,NULL
ylq81x,Pour over,NULL
vNx8zD,Pour over,VacOne
vNx8zD,French press,VacOne
vNx8zD,Coffee brewing machine (e.g. Mr. Coffee),VacOne
vNx8zD,Instant coffee,VacOne
vNx8zD,Coffee extract (e.g. Cometeer),VacOne
vNx8zD,Cold brew,VacOne
vNx8zD,Other,VacOne
oAV8zP,Pour over,NULL
oAV8zP,French press,NULL
oAV8zP,Coffee brewing machine (e.g. Mr. Coffee),NULL
QABNkG,Pour over,NULL
QABNkG,Cold brew,NULL
8dpbDA,NULL,NULL
YZz760,Coffee brewing machine (e.g. Mr. Coffee),NULL
YZz760,Espresso,NULL
PABZqd,NULL,NULL
oAV8LX,NULL,NULL
XeB6Pd,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
AlbMRB,Pour over,NULL
AlbMRB,Espresso,NULL
jB98XR,Espresso,NULL
NAB2Zb,NULL,NULL
aBrpMy,Pour over,NULL
aBrpMy,Espresso,NULL
OABxKK,NULL,NULL
pLPYlP,Other,Clever Dripper
EPbooq,NULL,NULL
XeB6je,Coffee extract (e.g. Cometeer),NULL
PABZq0,Coffee extract (e.g. Cometeer),NULL
GrBOE2,Espresso,NULL
pLPYYZ,Pour over,NULL
GrBOVj,Pour over,NULL
GrBOVj,Espresso,NULL
DVvROb,Espresso,NULL
DVvROb,Pour over,NULL
DVvROb,Coffee brewing machine (e.g. Mr. Coffee),NULL
rlr8Z5,Pour over,NULL
rlr8Z5,Coffee extract (e.g. Cometeer),NULL
KMBr2M,Other,Aeropress
kYR8BJ,Coffee extract (e.g. Cometeer),NULL
aBrpJ9,Espresso,NULL
bl41a0,Pour over,NULL
bl41a0,Coffee brewing machine (e.g. Mr. Coffee),NULL
bl41a0,Cold brew,NULL
RzBqyp,Espresso,NULL
RzBqyp,Pour over,NULL
RzBqyp,Cold brew,NULL
1r2Q0M,Pour over,Aeropress
1r2Q0M,French press,Aeropress
1r2Q0M,Other,Aeropress
GrBOO2,Pour over,NULL
jB98V6,Pour over,NULL
jB98V6,Coffee brewing machine (e.g. Mr. Coffee),NULL
QABNpg,French press,NULL
QABNpg,Pour over,NULL
DVvR6j,Espresso,NULL
DVvR6j,Pour over,NULL
DVvR6j,Coffee extract (e.g. Cometeer),NULL
xdN8q9,Pour over,NULL
xdN8W9,Pour over,NULL
9dJAzX,Pour over,NULL
9dJAzX,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
rlr8ep,Espresso,NULL
rlr8ep,Pour over,NULL
WApa4L,Espresso,NULL
WApa4L,Cold brew,NULL
WApa4L,Pour over,NULL
lNl8pV,French press,NULL
9dJAbX,Pour over,NULL
zKQ8A1,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
zKQ8A1,Coffee extract (e.g. Cometeer),NULL
zKQ8A1,Espresso,NULL
zKQ8A1,Cold brew,NULL
QABNP1,Coffee extract (e.g. Cometeer),NULL
QABNP1,Pour over,NULL
pLPYEE,Pour over,Aeropress
pLPYEE,Cold brew,Aeropress
pLPYEE,Other,Aeropress
GrBOMQ,Coffee brewing machine (e.g. Mr. Coffee),NULL
GrBOMQ,Pour over,NULL
RzBqpQ,Pour over,NULL
RzBqpQ,Espresso,NULL
24x9MM,Cold brew,NULL
7d9rX0,Pour over,NULL
YZz72z,Coffee brewing machine (e.g. Mr. Coffee),NULL
42Nl0b,Espresso,NULL
lNl8JX,Espresso,NULL
xdN8kd,NULL,NULL
VZ1WWE,Pour over,Aeropress
VZ1WWE,French press,Aeropress
VZ1WWE,Cold brew,Aeropress
VZ1WWE,Other,Aeropress
bl4QV6,NULL,NULL
LdM4xG,Pour over,NULL
VZ1OLj,Pour over,NULL
VZ1OLj,Espresso,NULL
VZ1OLj,Coffee extract (e.g. Cometeer),NULL
KMBrrk,Pour over,NULL
5dqaWQ,Pour over,Phin Filter
5dqaWQ,Other,Phin Filter
5dqaWQ,Cold brew,Phin Filter
5dqaWQ,Pour over,Aeropress
5dqaWQ,Other,Aeropress
5dqaWQ,Cold brew,Aeropress
NAB22W,French press,NULL
NAB22W,Espresso,NULL
eBxWZx,Pour over,NULL
eBxWZx,Espresso,NULL
OABxOM,Pour over,NULL
lNl825,Espresso,NULL
lNl825,Coffee brewing machine (e.g. Mr. Coffee),NULL
lNl825,Pour over,NULL
EPboy2,Pour over,NULL
EPboy2,Espresso,NULL
LdM48z,Pour over,NULL
KMBKYX,Pour over,Aeropress
KMBKYX,French press,Aeropress
KMBKYX,Espresso,Aeropress
KMBKYX,Other,Aeropress
KMBKYX,Pour over,Phin
KMBKYX,French press,Phin
KMBKYX,Espresso,Phin
KMBKYX,Other,Phin
NAB21W,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
NAB21W,Espresso,NULL
42NlMo,Pour over,Aeropress
42NlMo,Other,Aeropress
BGbJv4,Pour over,NULL
rlr8No,Other,Immersion (Clever or Aeropress)
24xGEe,French press,NULL
lNlkBN,Pour over,NULL
eBxWae,Pour over,NULL
WApavR,Espresso,NULL
WApavR,Pour over,NULL
WApavR,French press,NULL
1r2o9p,Espresso,NULL
OABM7R,Pour over,NULL
aBrqOX,Pour over,NULL
aBrqOX,Espresso,NULL
aBrqOX,Coffee brewing machine (e.g. Mr. Coffee),NULL
qbE1GG,Pour over,NULL
qbE1GG,French press,NULL
8dp4aP,Pour over,NULL
0EjR7j,Pour over,NULL
0EjR7j,French press,NULL
YZz7EN,Pour over,Switch
YZz7EN,Other,Switch
YZz7EN,Pour over,aeropress
YZz7EN,Other,aeropress
OABxRk,Pour over,NULL
OABxRk,Cold brew,NULL
AlbMgN,Pour over,Aeropress
AlbMgN,French press,Aeropress
AlbMgN,Other,Aeropress
lNlk6k,French press,Moka Pot
lNlk6k,Other,Moka Pot
OABxWM,French press,NULL
OABxWM,Espresso,NULL
xdN5Yy,Pour over,NULL
AlbMYB,Pour over,NULL
AlbMYB,French press,NULL
AlbMYB,Coffee extract (e.g. Cometeer),NULL
ylq5Jg,NULL,NULL
VZ1WRj,Coffee brewing machine (e.g. Mr. Coffee),NULL
VZ1WRj,Pour over,NULL
jB9Ala,Pour over,Syphon
jB9Ala,French press,Syphon
jB9Ala,Espresso,Syphon
jB9Ala,Other,Syphon
YZzl4B,Pour over,NULL
YZzl4B,Coffee brewing machine (e.g. Mr. Coffee),NULL
YZzl4B,Cold brew,NULL
J2kvz4,Pour over,NULL
J2kvz4,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
oAV8W5,Pour over,NULL
oAV8W5,Coffee brewing machine (e.g. Mr. Coffee),NULL
oAVLGe,Pour over,NULL
oAVLGe,Espresso,NULL
KMBKlA,Espresso,NULL
6dQEDY,French press,NULL
1r2o7Q,Pour over,NULL
1r2oVQ,Pour over,NULL
0EjR8y,Espresso,NULL
0EjR8y,Pour over,NULL
LdMLzp,Pour over,NULL
LdMLzp,Espresso,NULL
LdMLzp,Coffee brewing machine (e.g. Mr. Coffee),NULL
LdML7p,Espresso,NULL
jB9Ab4,Pour over,NULL
jB9Ab4,Espresso,NULL
jB9Ab4,Coffee brewing machine (e.g. Mr. Coffee),NULL
aBrq4B,NULL,NULL
DVv6Nq,Pour over,NULL
DVv6Nq,Espresso,NULL
DVv6Nq,Cold brew,NULL
DVv6Nq,Coffee brewing machine (e.g. Mr. Coffee),NULL
DVv6pR,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
DVv6pR,Other,Aeropress
rlrMON,Pour over,NULL
rlrMON,Coffee extract (e.g. Cometeer),NULL
rlrMON,Instant coffee,NULL
g5N6Ml,Other,Clever Dripper
NAB1oB,Pour over,NULL
NAB1oB,French press,NULL
NAB1oB,Espresso,NULL
NAB1oB,Coffee brewing machine (e.g. Mr. Coffee),NULL
NAB1oB,Cold brew,NULL
VZ1Ojy,French press,NULL
dY2exq,Pour over,NULL
dY2exq,Coffee brewing machine (e.g. Mr. Coffee),NULL
RzByo9,Pour over,NULL
RzByo9,Espresso,NULL
rlrMoN,Espresso,NULL
XeBP4g,NULL,NULL
DVv6qN,Other,NULL
vNx5P0,Pour over,Aeropress
vNx5P0,Espresso,Aeropress
vNx5P0,Other,Aeropress
6dQEZk,Pour over,NULL
6dQEZk,Espresso,NULL
6dQEZk,Other,NULL
qbE1d7,NULL,NULL
bl4QeL,Pour over,NULL
bl4QeL,Espresso,NULL
PABJ55,Pour over,NULL
aBrq9b,Pour over,NULL
LdMLPv,Pour over,NULL
qbE1VY,Pour over,Aeropress
qbE1VY,Other,Aeropress
oAVLEx,Pour over,NULL
PABJ1V,Coffee brewing machine (e.g. Mr. Coffee),NULL
0EjR6N,French press,NULL
0EjR6N,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
BGbW75,Espresso,NULL
8dp4L5,Espresso,Aeropress
8dp4L5,Pour over,Aeropress
8dp4L5,Other,Aeropress
GrBARZ,Pour over,aeropress (over ice and hot)
GrBARZ,Other,aeropress (over ice and hot)
rlrMBR,Pour over,NULL
rlrMBR,Espresso,NULL
J2kEvY,Cold brew,NULL
J2kEvY,Espresso,NULL
GrBAve,Pour over,Aeropress
GrBAve,French press,Aeropress
GrBAve,Other,Aeropress
g5N6qO,Coffee brewing machine (e.g. Mr. Coffee),NULL
J2kvOo,Pour over,NULL
J2kvOo,Espresso,NULL
J2kvOo,Bean-to-cup machine,NULL
J2kvOo,Cold brew,NULL
GrBAlp,Pour over,NULL
GrBAlp,Coffee extract (e.g. Cometeer),NULL
GrBAlp,Cold brew,NULL
7d9r2P,Espresso,NULL
7d9r2P,Pour over,NULL
7d9r2P,French press,NULL
1r2odl,Pour over,Moka pot
1r2odl,Other,Moka pot
J2kvdR,Pour over,NULL
jB9APx,Pour over,NULL
DVv6kZ,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
xdN8Ok,Coffee extract (e.g. Cometeer),NULL
xdN8Ok,Coffee brewing machine (e.g. Mr. Coffee),NULL
NAB1qO,Pour over,NULL
NAB1qO,Espresso,NULL
NAB1qO,Cold brew,NULL
GrBA9Z,Pour over,NULL
GrBA9Z,Espresso,NULL
bl4Qdg,Coffee extract (e.g. Cometeer),NULL
bl4Qdg,Pour over,NULL
5dqPZo,Pour over,NULL
J2kEyz,Espresso,NULL
jB98j9,Pour over,NULL
jB98j9,Espresso,NULL
DVv67R,Pour over,NULL
DVv67R,Espresso,NULL
DVv67R,Coffee brewing machine (e.g. Mr. Coffee),NULL
QABlV8,Pour over,NULL
LdMLpj,Espresso,NULL
LdMLpj,French press,NULL
LdMLpj,Pour over,NULL
LdMLpj,Coffee extract (e.g. Cometeer),NULL
42NVrX,Espresso,NULL
42NVrX,Pour over,NULL
VZ1OpM,Other,Aeropress
42NlWr,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
42NlWr,Instant coffee,NULL
42NlWr,Coffee brewing machine (e.g. Mr. Coffee),NULL
KMBKV8,Pour over,NULL
KMBKV8,Cold brew,NULL
aBrq6q,Pour over,NULL
aBrq6q,Espresso,NULL
oAVLeP,Coffee brewing machine (e.g. Mr. Coffee),NULL
YZzlPW,Other,Aeropress
zKQ5jM,Pour over,NULL
zKQ5jM,Espresso,NULL
XeBPJY,Coffee brewing machine (e.g. Mr. Coffee),NULL
kYRB61,Pour over,NULL
kYRB61,Espresso,NULL
kYRB61,French press,NULL
zKQ5y0,Pour over,NULL
zKQ5y0,Espresso,NULL
zKQ5y0,Bean-to-cup machine,NULL
RzBy5d,Espresso,Aeropress
RzBy5d,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
RzBy5d,Other,Aeropress
ZdRrNy,Espresso,NULL
ZdRrNy,Pour over,NULL
6dQE7B,Espresso,NULL
6dQE7B,Cold brew,NULL
6dQE7B,Pour over,NULL
0EjRey,Pour over,NULL
QABlDp,Pour over,NULL
24xGB9,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
24xGB9,Espresso,NULL
EPb7QX,Pour over,NULL
EPb7QX,Espresso,NULL
EPb7QX,Cold brew,NULL
qbE1AY,Pour over,NULL
RzByD9,Pour over,NULL
42NVQY,Pour over,NULL
42NVQY,Espresso,NULL
EPb7XX,Pour over,Moka Pot
EPb7XX,Other,Moka Pot
EPb7XX,Pour over,Aeropress
EPb7XX,Other,Aeropress
Albe2z,Espresso,NULL
Albe2z,French press,NULL
PABJ9V,Pour over,Aeropress
PABJ9V,Other,Aeropress
rlrM5R,Pour over,NULL
rlrM5R,Coffee brewing machine (e.g. Mr. Coffee),NULL
kYR8Pj,Pour over,Aeropress
kYR8Pj,Espresso,Aeropress
kYR8Pj,Other,Aeropress
J2kvqK,Other,I mix it with matcha
J2kv1K,Pour over,Aeropress
J2kv1K,Other,Aeropress
PABJpB,Pour over,"Immersion (e.g., Hario Switch)"
PABJpB,Cold brew,"Immersion (e.g., Hario Switch)"
PABJpB,Other,"Immersion (e.g., Hario Switch)"
PABJpB,French press,"Immersion (e.g., Hario Switch)"
EPb7l4,French press,NULL
EPb7l4,Espresso,NULL
XeBP0j,Pour over,NULL
XeBP0j,Espresso,NULL
vNx5Yv,Pour over,NULL
vNx5Yv,Coffee brewing machine (e.g. Mr. Coffee),NULL
NAB1WB,Pour over,NULL
42NV8k,Pour over,NULL
42NV8k,Espresso,NULL
VZ1OQg,Espresso,NULL
LdMLWj,Pour over,NULL
LdMLWj,Cold brew,NULL
LdMLKv,French press,NULL
zKQ5Ya,Pour over,NULL
zKQ5Ya,French press,NULL
zKQ5Ya,Coffee brewing machine (e.g. Mr. Coffee),NULL
zKQ5Ya,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
pLPpoJ,Espresso,NULL
pLPpoJ,Pour over,NULL
lNlkqv,Pour over,NULL
lNlkqv,Espresso,NULL
GrBO2O,Pour over,Aero press
GrBO2O,Other,Aero press
KMBK1A,NULL,NULL
dY2e9o,Espresso,NULL
9dJjQp,Coffee extract (e.g. Cometeer),Siphon
9dJjQp,Other,Siphon
QABl58,Pour over,NULL
BGbWk5,Pour over,NULL
BGbWk5,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
24xGPj,French press,NULL
0EjRdB,French press,NULL
0EjRdB,Espresso,NULL
RzByPd,Pour over,NULL
RzByPd,French press,NULL
RzByPd,Espresso,NULL
RzBq9P,Pour over,NULL
PABJ65,Pour over,NULL
PABJ65,French press,NULL
oAVLRP,Other,Aeropress
24xGPL,Pour over,NULL
rlr84L,Coffee brewing machine (e.g. Mr. Coffee),NULL
rlr84L,Pour over,NULL
rlr84L,French press,NULL
rlr84L,Espresso,NULL
VZ1O0v,French press,NULL
VZ1O0v,Espresso,NULL
8dp4xO,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
bl4QWL,Pour over,NULL
bl4QWL,Espresso,NULL
qbE1a9,Pour over,Aeropress
qbE1a9,French press,Aeropress
qbE1a9,Instant coffee,Aeropress
qbE1a9,Other,Aeropress
VZ1O5J,Pour over,NULL
VZ1O5J,Coffee extract (e.g. Cometeer),NULL
rlrMPl,Espresso,NULL
rlrMPl,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
EPb7XN,Pour over,NULL
EPb7XN,French press,NULL
dY2e0o,Other,Aeropress
lNlkyB,Pour over,NULL
lNlkyB,French press,NULL
lNlkyB,Instant coffee,NULL
lNlkyB,Cold brew,NULL
BGbJo7,Pour over,NULL
BGbJo7,Espresso,NULL
xdN5ay,Pour over,NULL
xdN5ay,French press,NULL
xdN5ay,Espresso,NULL
xdN5ay,Cold brew,NULL
GrBAdp,NULL,NULL
BGbWxQ,Coffee brewing machine (e.g. Mr. Coffee),NULL
MAdpzp,Espresso,NULL
MAdpzp,Cold brew,NULL
RzBy0J,Pour over,NULL
RzBy0J,Cold brew,NULL
PABJ1e,Pour over,NULL
PABJ1e,Espresso,NULL
XeBPWj,Pour over,Aeropress
XeBPWj,French press,Aeropress
XeBPWj,Other,Aeropress
g5N6Gl,Espresso,NULL
g5N6Gl,Cold brew,NULL
g5N6Gl,Pour over,NULL
jB9AZJ,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
jB9AZJ,Espresso,NULL
g5N6e4,Pour over,Moka pot
g5N6e4,Other,Moka pot
0Ejq9Q,Pour over,NULL
0Ejq9Q,Coffee brewing machine (e.g. Mr. Coffee),NULL
xdN8EG,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
zKQ5Da,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
zKQ5Da,Other,Aeropress
xdN5Xv,Pour over,NULL
xdN5Xv,Espresso,NULL
24xGAj,Pour over,clever
24xGAj,Other,clever
lNl8j5,Espresso,Aeropress
lNl8j5,Other,Aeropress
lNl8j5,Espresso,Moka pot
lNl8j5,Other,Moka pot
YZz7Nv,Pour over,NULL
VZ1OEj,Pour over,NULL
VZ1OEj,French press,NULL
VZ1OEj,Espresso,NULL
VZ1OEj,Coffee brewing machine (e.g. Mr. Coffee),NULL
oAVLAV,Pour over,NULL
oAVLAV,Espresso,NULL
vNx52A,NULL,NULL
bl4Qlo,Espresso,NULL
bl4Qlo,Pour over,NULL
PABJ0Q,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
42NVkO,Pour over,NULL
9dJjdY,Pour over,NULL
9dJjdY,Coffee extract (e.g. Cometeer),NULL
WApV0J,NULL,NULL
1r2oEM,Coffee brewing machine (e.g. Mr. Coffee),NULL
jB9AME,Pour over,NULL
GrBAro,Espresso,NULL
GrBAro,Pour over,NULL
KMBK67,Pour over,NULL
KMBK67,French press,NULL
KMBK67,Espresso,NULL
xdN5QG,Pour over,NULL
xdN5QG,Coffee extract (e.g. Cometeer),NULL
XeBPe4,Espresso,NULL
XeBPe4,Pour over,NULL
XeBPe4,Cold brew,NULL
8dp4kx,Pour over,NULL
EPb71N,Coffee brewing machine (e.g. Mr. Coffee),NULL
qbE1Wd,Pour over,NULL
qbE1Wd,Espresso,NULL
eBxWBO,Pour over,NULL
6dQExe,Other,Immersion Brew
24xGrp,Pour over,NULL
24xGrp,Espresso,NULL
0EjRbQ,Coffee brewing machine (e.g. Mr. Coffee),NULL
5dqP2M,Espresso,NULL
QABlrg,Pour over,NULL
xdN5Qo,Espresso,Aeropress
xdN5Qo,Other,Aeropress
MAdpJg,NULL,NULL
vNx5AQ,NULL,NULL
YZzldq,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
RzByYp,Pour over,NULL
zKQ5zq,Pour over,NULL
5dqPkd,Pour over,NULL
5dqPkd,Espresso,NULL
dY2eZN,Pour over,NULL
dY2eZN,French press,NULL
1r2ovO,Pour over,NULL
1r2ovO,French press,NULL
PABJB0,NULL,NULL
AlbeDW,Pour over,NULL
AlbeDW,Cold brew,NULL
GrBA1o,Pour over,NULL
GrBA1o,Espresso,NULL
GrBA1o,Coffee extract (e.g. Cometeer),NULL
GrBA1o,Cold brew,NULL
GrBA1o,French press,NULL
6dQE15,Other,Aeropress
LdMLG1,Pour over,NULL
LdMLG1,Espresso,NULL
LdML0G,Other,Aeropress
zKQ5Kq,Other,Turkish
J2kvJY,French press,NULL
J2kvJY,Espresso,NULL
J2kvJY,Pour over,NULL
rlrMVM,Pour over,NULL
rlrMVM,Espresso,NULL
rlrMVM,French press,NULL
rlrMVM,Coffee extract (e.g. Cometeer),NULL
rlrMVM,Cold brew,NULL
DVv6eb,Pour over,NULL
5dqPdd,Espresso,NULL
RzByLl,Pour over,NULL
RzByLl,French press,NULL
5dqPvP,Espresso,NULL
5dqPvP,Pour over,NULL
YZzlV0,Pour over,NULL
vNx54A,Pour over,NULL
vNx54A,Espresso,NULL
XeBPG4,Pour over,NULL
jB9ABE,Pour over,NULL
PABJ8P,Pour over,NULL
RzBy4J,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
RzBy4J,Espresso,NULL
RzBy4J,French press,NULL
RzBy4J,Pour over,NULL
RzBy4J,Cold brew,NULL
jB9AxR,Pour over,NULL
jB9AxR,French press,NULL
jB9AxR,Espresso,NULL
dY2eYA,Espresso,NULL
dY2eYA,Pour over,NULL
0EjRJ0,Pour over,NULL
PABJvP,Espresso,NULL
PABJvP,French press,NULL
DVv60p,Coffee brewing machine (e.g. Mr. Coffee),NULL
rlrMKv,Pour over,NULL
rlrMKv,Espresso,NULL
9dJjJ4,Pour over,NULL
9dJjJ4,Espresso,NULL
oAVL0M,Pour over,NULL
oAVL0M,Espresso,NULL
vNx5Od,NULL,NULL
QABlYA,Pour over,NULL
24xGkp,Pour over,NULL
24xGkp,Coffee extract (e.g. Cometeer),NULL
7d9roL,Espresso,NULL
7d9roL,Pour over,NULL
lNlkNW,Espresso,Aeropress
lNlkNW,Other,Aeropress
g5N64N,Pour over,NULL
g5N64N,Espresso,NULL
g5N65d,Other,Clever Dripper
7d9rdA,Pour over,NULL
7d9rdA,Coffee brewing machine (e.g. Mr. Coffee),NULL
lNlkL5,Pour over,NULL
lNlkL5,Espresso,NULL
rlrMKM,Pour over,NULL
rlrMKM,Espresso,NULL
rlrMKM,Coffee extract (e.g. Cometeer),NULL
0EjRoQ,Pour over,NULL
0EjRoQ,Espresso,NULL
GrBA1j,Pour over,Aeropress
GrBA1j,Other,Aeropress
qbE1b7,French press,NULL
qbE1b7,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
oAVLVM,Pour over,NULL
oAVLVM,Espresso,NULL
RzByRl,Pour over,NULL
g5N6QK,Coffee brewing machine (e.g. Mr. Coffee),NULL
GrBAYz,Espresso,NULL
GrBAYz,Pour over,NULL
QABlBk,Cold brew,NULL
QABlBk,Coffee brewing machine (e.g. Mr. Coffee),NULL
vNx5NQ,French press,NULL
6dQEro,Pour over,NULL
6dQEro,French press,NULL
6dQEro,Bean-to-cup machine,NULL
6dQEro,Espresso,NULL
eBxWNo,Pour over,NULL
eBxWNo,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
NAB1MN,Pour over,Aeropress
NAB1MN,French press,Aeropress
NAB1MN,Other,Aeropress
dY2eDy,Espresso,NULL
MAdpvE,Pour over,NULL
MAdpvE,Coffee brewing machine (e.g. Mr. Coffee),NULL
MAdp5Y,Pour over,NULL
9dJjE1,Pour over,NULL
PABJ20,Pour over,NULL
PABJ20,Coffee brewing machine (e.g. Mr. Coffee),NULL
8dp4eA,Pour over,NULL
DVv65b,Coffee brewing machine (e.g. Mr. Coffee),NULL
qbE1o8,Pour over,NULL
qbE1o8,Coffee brewing machine (e.g. Mr. Coffee),NULL
OABMBA,NULL,NULL
oAVLlM,Coffee brewing machine (e.g. Mr. Coffee),NULL
5dqPEb,Pour over,NULL
5dqPEb,Coffee brewing machine (e.g. Mr. Coffee),NULL
5dqPEb,French press,NULL
6dQEOO,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
6dQEOO,Cold brew,Aeropress
6dQEOO,Pour over,Aeropress
6dQEOO,Other,Aeropress
jB9A99,Pour over,NULL
jB9A99,Espresso,NULL
jB9A99,Coffee extract (e.g. Cometeer),NULL
jB9A99,Coffee brewing machine (e.g. Mr. Coffee),NULL
jB9A99,Cold brew,NULL
7d9r46,Pour over,NULL
7d9r46,Cold brew,NULL
qbE1Yk,Pour over,NULL
pLPpWZ,Pour over,NULL
VZ1Olv,Pour over,Aeropress
VZ1Olv,French press,Aeropress
