submission_id,brew,brew_other
NABj2p,Pour over,NULL
NABj2p,Espresso,NULL
NABj2p,French press,NULL
oAVPaM,Espresso,NULL
oAVPaM,Pour over,NULL
DVv89p,Pour over,NULL
jB9RLJ,Other,Aeropress
rlrZXl,Pour over,Aeropress
rlrZXl,French press,Aeropress
rlrZXl,Cold brew,Aeropress
rlrZXl,Other,Aeropress
rlrZXl,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
XeBbpg,Pour over,NULL
XeBbpg,Espresso,NULL
ZdR7e0,Pour over,NULL
ZdR7e0,French press,NULL
ZdR7e0,Espresso,NULL
ZdR7e0,Cold brew,NULL
WApWQJ,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
XeBaWz,Pour over,NULL
xdNqzG,NULL,NULL
WApWxv,Pour over,NULL
WApWxv,Bean-to-cup machine,NULL
WApWxv,Coffee extract (e.g. Cometeer),NULL
WApWxv,Cold brew,NULL
AlbgoD,Espresso,NULL
dY2MBK,Pour over,NULL
dY2MBK,French press,NULL
dY2MBK,Espresso,NULL
aBrROv,Pour over,NULL
aBrROv,Coffee brewing machine (e.g. Mr. Coffee),NULL
jB9jDa,Espresso,NULL
jB9RO4,Pour over,NULL
jB9RO4,French press,NULL
jB9RO4,Espresso,NULL
EPbRj4,NULL,NULL
8dpX1O,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
OAB6l8,Coffee brewing machine (e.g. Mr. Coffee),NULL
J2kPNR,Pour over,NULL
J2kPNR,French press,NULL
J2kPNR,Espresso,NULL
ylqBN4,Instant coffee,NULL
ylqBN4,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
ylqBN4,French press,NULL
LdMrQp,Pour over,Moka pot
LdMrQp,French press,Moka pot
LdMrQp,Other,Moka pot
42N6WX,Pour over,NULL
RzBAWd,Pour over,NULL
RzBAWd,French press,NULL
RzBAWd,Espresso,NULL
oAVq21,Espresso,NULL
oAVq21,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
BGbyPK,Coffee brewing machine (e.g. Mr. Coffee),NULL
BGbyPK,Espresso,NULL
OAB648,French press,NULL
OAB648,Espresso,NULL
OAB648,Pour over,NULL
OAB648,Cold brew,NULL
KMB9Q8,Pour over,Aeropress
KMB9Q8,French press,Aeropress
KMB9Q8,Espresso,Aeropress
KMB9Q8,Other,Aeropress
KMB9Q8,Pour over,Moka Pot
KMB9Q8,French press,Moka Pot
KMB9Q8,Espresso,Moka Pot
KMB9Q8,Other,Moka Pot
rlr4zR,Pour over,NULL
rlr4zR,French press,NULL
5dq7WE,Other,Aeropress
eBxV50,Bean-to-cup machine,NULL
eBxV50,Espresso,NULL
vNxlyd,Pour over,NULL
vNxlyd,Espresso,NULL
LdMePG,Pour over,NULL
EPbRyr,NULL,NULL
vNxZ70,Espresso,NULL
vNxZ70,Cold brew,NULL
9dJ8D1,Other,Clever dripper
WApLzP,Coffee brewing machine (e.g. Mr. Coffee),aeropress
WApLzP,Cold brew,aeropress
WApLzP,Other,aeropress
NABaJp,Pour over,NULL
NABaJp,French press,NULL
9dJ8Np,Other,Aeropress
AlbEzk,Other,Aeropress
MAdWKM,Other,Aeropress
EPb2PL,Pour over,NULL
xdNAp9,Pour over,NULL
xdNAp9,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
5dqJKo,Pour over,NULL
rlrejl,Pour over,NULL
rlrejl,French press,NULL
7d9yRP,Pour over,NULL
7d9yRP,Espresso,NULL
7d9yRP,Coffee brewing machine (e.g. Mr. Coffee),NULL
rlre6L,Pour over,NULL
rlre6L,Coffee brewing machine (e.g. Mr. Coffee),NULL
DVvjzj,Cold brew,NULL
DVvjzj,Espresso,NULL
DVvjzj,Pour over,NULL
dY2Oqo,Pour over,Aeropress
dY2Oqo,Other,Aeropress
AlbE6y,Pour over,NULL
pLPQP1,Espresso,NULL
J2kQlJ,French press,Aeropress
J2kQlJ,Other,Aeropress
EPb20A,Pour over,NULL
EPb20A,Espresso,NULL
BGbrD1,Espresso,NULL
RzBABK,Coffee brewing machine (e.g. Mr. Coffee),NULL
oAVqB5,Pour over,NULL
ylqB9p,Pour over,aeropress
ylqB9p,Coffee brewing machine (e.g. Mr. Coffee),aeropress
ylqB9p,Cold brew,aeropress
ylqB9p,Coffee extract (e.g. Cometeer),aeropress
ylqB9p,Other,aeropress
xdNAQE,NULL,NULL
1r2LM4,Pour over,NULL
rlredX,Coffee brewing machine (e.g. Mr. Coffee),NULL
rlredX,Cold brew,NULL
vNxlql,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
vNxlql,Pour over,NULL
vNxlql,Espresso,NULL
XeBplg,Pour over,AeroPress
XeBplg,Espresso,AeroPress
XeBplg,Other,AeroPress
EPb2do,Espresso,NULL
EPb2do,Instant coffee,NULL
EPb2do,Cold brew,NULL
EPb2do,French press,NULL
EPb2do,Pour over,NULL
24xW0D,Coffee brewing machine (e.g. Mr. Coffee),NULL
24xW0D,Pour over,NULL
oAVqvP,Espresso,NULL
J2kQMR,Pour over,NULL
J2kQMR,Coffee brewing machine (e.g. Mr. Coffee),NULL
lNlxDk,Pour over,Aeropress
lNlxDk,Other,Aeropress
lNlxDk,Pour over,moka pot
lNlxDk,Other,moka pot
ylqBx6,Coffee brewing machine (e.g. Mr. Coffee),NULL
GrBZqL,Coffee brewing machine (e.g. Mr. Coffee),NULL
lNlxzk,Coffee brewing machine (e.g. Mr. Coffee),NULL
ZdRMve,Cold brew,NULL
jB9jga,Pour over,NULL
jB9jga,Espresso,NULL
jB9jga,Cold brew,NULL
aBrRzB,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
oAVq0b,Espresso,NULL
XeBpQg,Espresso,NULL
pLPQ48,Pour over,Moka pot
pLPQ48,Cold brew,Moka pot
pLPQ48,Other,Moka pot
8dpXyx,Other,moka pot
oAVqaV,Pour over,NULL
oAVqaV,Espresso,NULL
oAVqaV,Cold brew,NULL
6dQgAY,Pour over,NULL
xdNAoy,Pour over,NULL
xdNAoy,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
ylqBoX,NULL,NULL
eBxV8q,Coffee brewing machine (e.g. Mr. Coffee),NULL
oAVqa1,Pour over,NULL
oAVqa1,French press,NULL
oAVqa1,Espresso,NULL
24xpyV,Espresso,NULL
0EjKGN,Pour over,NULL
0EjKGN,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
1r2LyW,Pour over,NULL
1r2LyW,Espresso,NULL
NABavG,Coffee brewing machine (e.g. Mr. Coffee),NULL
oAVq6P,Other,Aeropress
oAVq6P,Other,how can you omit this option
YZz1bq,Pour over,NULL
YZz1bq,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
YZz1bq,Coffee extract (e.g. Cometeer),NULL
EPb2gX,Pour over,NULL
PAB78B,Pour over,NULL
8dpX8r,Other,Aeropress
WApLda,Espresso,NULL
WApLda,Pour over,NULL
0EjKy6,French press,NULL
0EjKy6,Pour over,NULL
0EjKy6,Coffee brewing machine (e.g. Mr. Coffee),NULL
YZz1A0,NULL,NULL
g5NEKJ,Pour over,NULL
xdNA59,Pour over,NULL
xdNA59,Espresso,NULL
xdNA59,Coffee brewing machine (e.g. Mr. Coffee),NULL
dY2Ooz,Espresso,NULL
dY2Ooz,Pour over,NULL
dY2Ooz,Cold brew,NULL
NABaRj,Pour over,NULL
NABaRj,Coffee extract (e.g. Cometeer),NULL
QABbZl,Pour over,NULL
QABbZl,Espresso,NULL
5dqJoM,Pour over,NULL
rlreXp,Pour over,NULL
rlreXp,French press,NULL
rlreXp,Coffee brewing machine (e.g. Mr. Coffee),NULL
8dpXYA,Pour over,AeroPress
8dpXYA,Espresso,AeroPress
8dpXYA,Other,AeroPress
KMB9AM,Other,Aeropress
KMB9AM,Cold brew,Aeropress
WApLLL,Coffee brewing machine (e.g. Mr. Coffee),NULL
AlbEVy,Other,Aeropress
vNxl7g,Pour over,NULL
vNxl7g,Espresso,NULL
GrBZNe,Pour over,NULL
GrBZNe,Espresso,NULL
YZz18v,Pour over,NULL
AlbkLk,NULL,NULL
7d9yy6,Coffee brewing machine (e.g. Mr. Coffee),NULL
ylqB1g,Bean-to-cup machine,NULL
ylqB1g,Pour over,NULL
PAB7M1,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
zKQVxM,Coffee brewing machine (e.g. Mr. Coffee),NULL
lNlx8p,Pour over,NULL
lNlx8p,Coffee brewing machine (e.g. Mr. Coffee),NULL
lNlx8p,Espresso,NULL
5dqNjo,Pour over,NULL
5dqNjo,Espresso,NULL
GrBMKZ,French press,NULL
GrBMKZ,Cold brew,NULL
jB9j11,Pour over,Aeropress
jB9j11,Other,Aeropress
jB9j11,French press,Aeropress
jB9j11,Pour over,Mokapot
jB9j11,Other,Mokapot
jB9j11,French press,Mokapot
5dqJYM,Coffee brewing machine (e.g. Mr. Coffee),Siphon
5dqJYM,Pour over,Siphon
5dqJYM,Other,Siphon
kYR2Dr,NULL,NULL
zKQV7a,Espresso,NULL
8dp9Nz,NULL,NULL
vNxlRX,Pour over,NULL
9dJe7p,Espresso,Drip Cold Brew Tower
9dJe7p,Pour over,Drip Cold Brew Tower
9dJe7p,Other,Drip Cold Brew Tower
9dJe7p,Coffee extract (e.g. Cometeer),Drip Cold Brew Tower
VZ1Kkj,Pour over,Chemex
VZ1Kkj,French press,Chemex
VZ1Kkj,Cold brew,Chemex
VZ1Kkj,Other,Chemex
WAp48j,Coffee brewing machine (e.g. Mr. Coffee),NULL
MAdWMA,Pour over,NULL
MAdWMA,Coffee brewing machine (e.g. Mr. Coffee),NULL
MAdWMA,Coffee extract (e.g. Cometeer),NULL
xdNGXv,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
xdNGXv,Other,Aeropress
PABo6b,Espresso,NULL
PABo6b,Pour over,NULL
OAB6OM,Pour over,NULL
6dQqO5,NULL,NULL
kYR2Ld,Other,Aeropress
kYR2Ld,Espresso,Aeropress
0Ej4MZ,Pour over,Aeropress
0Ej4MZ,Other,Aeropress
BGbvpQ,Coffee brewing machine (e.g. Mr. Coffee),NULL
8dp9L5,Pour over,NULL
8dp9L5,Espresso,NULL
8dp9po,Pour over,NULL
EPbpKr,NULL,NULL
MAd0AX,Pour over,NULL
MAd0AX,Coffee extract (e.g. Cometeer),NULL
DVvLzq,Pour over,NULL
DVvLzq,Espresso,NULL
XeBjEd,Espresso,NULL
XeBjEd,Pour over,NULL
OABRPK,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
qbEyL9,NULL,NULL
AlbkDW,Pour over,drip cold brew tower
AlbkDW,Espresso,drip cold brew tower
AlbkDW,Coffee extract (e.g. Cometeer),drip cold brew tower
AlbkDW,Other,drip cold brew tower
bl4axo,Espresso,NULL
bl4axo,Cold brew,NULL
bl4axo,Coffee extract (e.g. Cometeer),NULL
DVvLV5,Other,Aeropress
DVvLV5,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
8dp9jk,Espresso,NULL
24x2LA,Pour over,Aeropress
24x2LA,Espresso,Aeropress
24x2LA,Other,Aeropress
GrBM1j,Espresso,NULL
1r2L1g,Pour over,NULL
9dJelG,NULL,NULL
xdNG0E,Espresso,NULL
xdNG0E,Coffee brewing machine (e.g. Mr. Coffee),NULL
xdNG0E,Pour over,NULL
24x2vA,Pour over,NULL
24x2vA,Espresso,NULL
24x2vA,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
24x2vA,Cold brew,NULL
LdM8M2,Pour over,NULL
LdM8M2,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
MAd0Ml,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
jB9KW6,Pour over,NULL
jB9KW6,Bean-to-cup machine,NULL
jB9KW6,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
NABz8N,Espresso,NULL
bl4aL2,Pour over,NULL
J2ky8z,Pour over,NULL
ZdRxV0,Instant coffee,NULL
ZdRxV0,French press,NULL
ZdRxV0,Pour over,NULL
PABo0Q,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
PABo0Q,Coffee brewing machine (e.g. Mr. Coffee),NULL
PABo0Q,French press,NULL
g5NBYM,Espresso,NULL
0Ej4lB,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
QABGxl,Espresso,Aeropress
QABGxl,Other,Aeropress
24x2DM,Pour over,NULL
24x2DM,Espresso,NULL
24x2DM,Cold brew,NULL
MAd0qA,Pour over,NULL
ZdRxgB,Espresso,NULL
ZdRxgB,Pour over,NULL
lNlp2B,NULL,NULL
42NZeo,Pour over,NULL
42NZeo,Espresso,NULL
RzBOa9,NULL,NULL
GrBMjZ,Espresso,NULL
YZz2Ad,Coffee brewing machine (e.g. Mr. Coffee),NULL
dY274o,Pour over,NULL
PABoP1,Espresso,NULL
PABoP1,French press,NULL
GrBMEp,Cold brew,NULL
GrBMEp,Pour over,NULL
24x2qb,NULL,NULL
NABz2Q,Pour over,NULL
NABz2Q,Espresso,NULL
g5NB6d,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
g5NB6d,Other,Aeropress
aBrWJv,Pour over,NULL
aBrWJv,Cold brew,NULL
aBrWJv,French press,NULL
42NZA5,Coffee brewing machine (e.g. Mr. Coffee),NULL
RzBOyJ,Pour over,NULL
RzBOyJ,Espresso,NULL
lNlp8B,Espresso,NULL
EPbp2o,Coffee brewing machine (e.g. Mr. Coffee),NULL
VZ1rGy,Cold brew,Put grounds in tea bag
VZ1rGy,Other,Put grounds in tea bag
VZ1rGy,Cold brew,pour water through opening in top of bag
VZ1rGy,Other,pour water through opening in top of bag
VZ1rGy,Cold brew,let steep.  Not sure how to categorize.
VZ1rGy,Other,let steep.  Not sure how to categorize.
kYRqad,Pour over,NULL
0Ej4X0,Pour over,NULL
0Ej4X0,Espresso,NULL
0Ej4X0,Coffee brewing machine (e.g. Mr. Coffee),NULL
eBxbko,Pour over,NULL
eBxbko,Coffee extract (e.g. Cometeer),NULL
lNlQrN,Bean-to-cup machine,NULL
bl4P96,Espresso,Aeropress
bl4P96,Other,Aeropress
MAd0WY,Pour over,Aeropress
MAd0WY,Other,Aeropress
MAd0WY,Cold brew,Aeropress
MAd0WY,French press,Aeropress
9dJe8G,Coffee brewing machine (e.g. Mr. Coffee),NULL
vNxkjX,NULL,NULL
VZ1rXg,Pour over,NULL
VZ1rXg,French press,NULL
zKQVV8,Coffee brewing machine (e.g. Mr. Coffee),NULL
QABGgl,Coffee brewing machine (e.g. Mr. Coffee),NULL
QABGgl,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
EPb9ll,French press,NULL
EPb9ll,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
24x26V,Espresso,NULL
AlbZBe,NULL,NULL
ylqLXd,Espresso,NULL
qbEyyd,French press,NULL
KMBbM8,Coffee brewing machine (e.g. Mr. Coffee),NULL
9dJVXE,Pour over,NULL
9dJVXE,Coffee brewing machine (e.g. Mr. Coffee),NULL
zKQl7M,Espresso,NULL
pLParP,Espresso,Clever dripper
pLParP,Other,Clever dripper
pLParP,Cold brew,Clever dripper
VZ1g0g,Pour over,NULL
GrBW9e,French press,NULL
GrBW9e,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
aBrWpq,Pour over,NULL
aBrWpq,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
8dpOeO,Coffee brewing machine (e.g. Mr. Coffee),NULL
5dqRxZ,Espresso,NULL
jB9Ne1,Pour over,Aeropress
jB9Ne1,Other,Aeropress
jB9Ne1,Cold brew,Aeropress
KMBbo8,Bean-to-cup machine,NULL
DVvQKl,Cold brew,NULL
DVvQKl,Espresso,NULL
dY2rYo,Pour over,NULL
dY2rYo,Espresso,NULL
24x2Jb,Pour over,NULL
KMBbkK,NULL,NULL
ylqL9x,Coffee brewing machine (e.g. Mr. Coffee),NULL
BGbNGQ,Pour over,NULL
BGbNGQ,Coffee extract (e.g. Cometeer),NULL
g5N2AO,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
g5N2AO,Coffee extract (e.g. Cometeer),NULL
eBx4zJ,Espresso,NULL
eBx4lx,Coffee brewing machine (e.g. Mr. Coffee),NULL
VZ1gxN,Pour over,NULL
VZ1gxN,Coffee brewing machine (e.g. Mr. Coffee),NULL
EPb9Y2,Pour over,NULL
EPb9Y2,French press,NULL
EPb9Y2,Espresso,NULL
EPb9Y2,Cold brew,NULL
XeBX9e,Pour over,Moka pot
XeBX9e,Other,Moka pot
oAVWQN,Pour over,NULL
oAVWQN,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
oAVWQN,Espresso,NULL
6dQoVo,Pour over,NULL
6dQoVo,Espresso,NULL
6dQoVo,Coffee brewing machine (e.g. Mr. Coffee),NULL
6dQoVo,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
6dQoVo,Cold brew,NULL
vNxkK8,French press,NULL
NABzGb,Other,AeroPress
EPb9El,NULL,NULL
pLPgv1,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
24x2lM,Pour over,NULL
OABRKR,Espresso,NULL
OABRKR,Pour over,NULL
24xpWb,Pour over,NULL
24xpWb,French press,NULL
24xpWb,Espresso,NULL
24xpWb,Coffee brewing machine (e.g. Mr. Coffee),NULL
24xpWb,Cold brew,NULL
lNlxeW,Pour over,NULL
lNlxeW,French press,NULL
lNlxeW,Espresso,NULL
lNlxeW,Coffee extract (e.g. Cometeer),NULL
OAB6ER,Pour over,NULL
OAB6ER,French press,NULL
OAB6ER,Espresso,NULL
OAB6ER,Coffee brewing machine (e.g. Mr. Coffee),NULL
OAB6ER,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
OAB6ER,Bean-to-cup machine,NULL
OAB6ER,Cold brew,NULL
DVvQbX,Other,aero press
jB9jR9,Pour over,NULL
KMBbAX,Pour over,NULL
rlr7bo,Espresso,NULL
RzBppJ,Pour over,NULL
J2k7jK,NULL,NULL
ZdR0bB,Espresso,NULL
bl4P1Z,French press,Clever Dripper
bl4P1Z,Other,Clever Dripper
bl4Pag,French press,NULL
bl4Pag,Coffee brewing machine (e.g. Mr. Coffee),NULL
bl4Pag,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
1r28gg,Pour over,NULL
1r28gg,Cold brew,NULL
BGbNr5,NULL,NULL
42NeXb,Pour over,Aeropress
42NeXb,Pod/capsule machine (e.g. Keurig/Nespresso),Aeropress
42NeXb,Other,Aeropress
GrBWAZ,Coffee brewing machine (e.g. Mr. Coffee),NULL
GrBWAZ,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
GrBWAZ,Bean-to-cup machine,NULL
xdNKWr,Espresso,NULL
9dJVkQ,Pour over,NULL
OABvZY,Pour over,Moka pot
OABvZY,French press,Moka pot
OABvZY,Other,Moka pot
42NeJo,Espresso,NULL
ylqV46,Pour over,Aeropress
ylqV46,French press,Aeropress
ylqV46,Other,Aeropress
pLP8oy,Pour over,NULL
5dqW9v,Pour over,NULL
NABG0O,Pour over,NULL
ylqVl8,Pour over,NULL
0EjNE9,Pour over,NULL
0EjNE9,Espresso,NULL
kYRMEZ,Other,AeroPress
8dp7Zk,NULL,NULL
WApxEL,Other,Aeropress
WApxEL,Pour over,Aeropress
EPbyLB,Pour over,NULL
EPbyLB,French press,NULL
GrB8Qo,Other,Italian
xdNOZv,Espresso,Moka
xdNOZv,Pour over,Moka
xdNOZv,Other,Moka
xdNOZv,Coffee brewing machine (e.g. Mr. Coffee),Moka
xdNOZv,Coffee extract (e.g. Cometeer),Moka
xdNOZv,Espresso,Aeropress
xdNOZv,Pour over,Aeropress
xdNOZv,Other,Aeropress
xdNOZv,Coffee brewing machine (e.g. Mr. Coffee),Aeropress
xdNOZv,Coffee extract (e.g. Cometeer),Aeropress
24x02L,Pour over,AP
24x02L,Espresso,AP
24x02L,Other,AP
WApxeN,Espresso,NULL
J2k5Vo,Pour over,NULL
VZ129g,Pour over,NULL
VZ129g,French press,NULL
VZ129g,Coffee brewing machine (e.g. Mr. Coffee),NULL
NABGBl,Coffee brewing machine (e.g. Mr. Coffee),NULL
VZ12oJ,Pour over,NULL
VZ12oJ,Cold brew,NULL
J2k5Md,Coffee brewing machine (e.g. Mr. Coffee),NULL
J2k5Md,Espresso,NULL
EPbyvX,NULL,NULL
VZ12yl,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
oAVXgX,Pour over,NULL
qbE0ek,Espresso,NULL
g5NKXM,Pour over,NULL
EPbyOl,NULL,NULL
24xQRp,Espresso,NULL
dY2BOd,Espresso,NULL
PABVoe,NULL,NULL
xdNO19,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
zKQPLq,Espresso,NULL
vNxoVX,Other,Clever dripper
24xQGe,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
eBxkrJ,Pour over,NULL
rlrzbp,Coffee brewing machine (e.g. Mr. Coffee),NULL
xdNOWd,Pour over,NULL
xdNOWd,Espresso,NULL
qbE09g,Pour over,Aeropress
qbE09g,Other,Aeropress
VZ12rM,Pour over,NULL
pLPlyV,NULL,NULL
GrB8jz,Pour over,NULL
pLPlbq,Pour over,NULL
pLPlbq,Espresso,NULL
24xM8L,Espresso,NULL
QABP67,Cold brew,Aero press
QABP67,Espresso,Aero press
QABP67,French press,Aero press
QABP67,Other,Aero press
6dQaoJ,Coffee brewing machine (e.g. Mr. Coffee),NULL
PABVZx,Pour over,NULL
PABVZx,Cold brew,NULL
RzB7Pp,Pour over,Moka Pot
RzB7Pp,Other,Moka Pot
QAB6Mg,Other,Protein powder with coffee
OABWXK,Pour over,NULL
ylqWYp,Other,Aeropress
ylqWYp,Other,Hario Switch
VZ1kGv,Espresso,Aeropress
VZ1kGv,Other,Aeropress
bl40qo,NULL,NULL
NABelG,Pour over,NULL
NABelG,Espresso,NULL
NABelG,Coffee brewing machine (e.g. Mr. Coffee),NULL
5dqy9M,Pour over,NULL
5dqy9M,French press,NULL
kYRVEJ,Pour over,NULL
kYRVEJ,Espresso,NULL
Alb1GN,Espresso,NULL
rlrxo5,NULL,NULL
OABW5A,Other,aeropress
OABW5A,French press,aeropress
OABW5A,Espresso,aeropress
zKQPpR,Pour over,NULL
zKQPpR,Coffee extract (e.g. Cometeer),NULL
WApvYR,Pour over,NULL
WApvYR,Espresso,NULL
xdNOlo,Other,aeropress
NABe7W,Pour over,NULL
NABe7W,Coffee brewing machine (e.g. Mr. Coffee),NULL
NABe7W,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
NABe7W,Instant coffee,NULL
NABe7W,Espresso,NULL
NABe7W,French press,NULL
aBr8zB,Pour over,NULL
aBr8zB,Espresso,NULL
MAd98k,Pour over,NULL
MAd98k,Coffee brewing machine (e.g. Mr. Coffee),NULL
xdNel5,Pour over,NULL
xdNel5,Cold brew,NULL
xdNe6r,NULL,NULL
42NgdO,Pour over,NULL
42NgdO,Cold brew,NULL
5dqyVo,Pour over,Aeropress
5dqyVo,Other,Aeropress
5dqyVo,Cold brew,Aeropress
QAB6JY,Coffee brewing machine (e.g. Mr. Coffee),NULL
QAB6JY,Cold brew,NULL
QAB6JY,Pour over,NULL
DVvl9b,Pour over,NULL
DVvlbq,Pour over,NULL
DVvlbq,Espresso,NULL
qbE2M2,Pour over,NULL
5dqyoM,NULL,NULL
24xMzp,Pour over,NULL
24xMzp,Espresso,NULL
42NgEk,Espresso,NULL
42NgEk,Cold brew,NULL
XeBKAd,French press,Aeropress
XeBKAd,Other,Aeropress
RzB7Qp,Espresso,NULL
GrB2GQ,Pour over,NULL
GrB2GQ,French press,NULL
GrB2GQ,Cold brew,NULL
MAd9WE,Pour over,NULL
MAd9WE,Cold brew,NULL
MAd9WE,French press,NULL
oAV4YX,Pour over,AeroPress
oAV4YX,Other,AeroPress
oAV4YX,Pour over,Moka pot
oAV4YX,Other,Moka pot
g5NRxN,Espresso,NULL
g5NRxN,Pour over,NULL
42NgM5,Pour over,NULL
42NgM5,French press,NULL
42NgM5,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
lNlPqW,Pour over,NULL
lNlPqW,Espresso,NULL
aBr8JE,Pour over,NULL
42Ne8r,Pour over,Aeropress
42Ne8r,Espresso,Aeropress
42Ne8r,Cold brew,Aeropress
42Ne8r,Other,Aeropress
LdMQxO,Coffee brewing machine (e.g. Mr. Coffee),NULL
LdMQxO,Espresso,NULL
XeBK0d,Pour over,NULL
XeBK0d,Espresso,NULL
8dp00l,Espresso,NULL
ZdRpqV,Coffee brewing machine (e.g. Mr. Coffee),NULL
ZdRpqV,French press,NULL
24xM5V,Pour over,Hario Switch
24xM5V,Espresso,Hario Switch
24xM5V,Cold brew,Hario Switch
24xM5V,Other,Hario Switch
24xM5V,Pour over,Aeropress
24xM5V,Espresso,Aeropress
24xM5V,Cold brew,Aeropress
24xM5V,Other,Aeropress
24xqAj,NULL,NULL
OABWqp,French press,Aero press
OABWqp,Other,Aero press
OABWqp,Pod/capsule machine (e.g. Keurig/Nespresso),Aero press
OABWqp,Espresso,Aero press
9dJzzE,Coffee brewing machine (e.g. Mr. Coffee),NULL
7d9809,French press,NULL
7d9809,Coffee brewing machine (e.g. Mr. Coffee),NULL
dY258K,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
dY258K,Espresso,NULL
dY258K,French press,NULL
dY258K,Pour over,NULL
dY258K,Coffee extract (e.g. Cometeer),NULL
YZzEjJ,Pour over,NULL
YZzEjJ,Espresso,NULL
PABMpV,Coffee brewing machine (e.g. Mr. Coffee),NULL
xdNkX5,Other,My husband does the brewing
LdMA7v,Pour over,Aeropress
LdMA7v,French press,Aeropress
LdMA7v,Other,Aeropress
1r2Zb4,NULL,NULL
XeBKZP,Coffee brewing machine (e.g. Mr. Coffee),NULL
XeBKZP,Cold brew,NULL
jB9dPx,Pour over,Siphon
jB9dPx,French press,Siphon
jB9dPx,Coffee extract (e.g. Cometeer),Siphon
jB9dPx,Other,Siphon
42NWaY,Pour over,NULL
42NWaY,Espresso,NULL
42NWaY,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
KMBq7X,NULL,NULL
oAVry1,Other,Black Blood of the Earth
oAVry1,Cold brew,Black Blood of the Earth
oAVry1,Espresso,Black Blood of the Earth
oAVry1,Other,served on the rocks
oAVry1,Cold brew,served on the rocks
oAVry1,Espresso,served on the rocks
QABgJk,Pour over,NULL
QABgJk,Espresso,NULL
DVvl6p,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
8dpveY,Pour over,NULL
8dpveY,Espresso,NULL
8dpveY,Cold brew,NULL
8dpveY,Coffee brewing machine (e.g. Mr. Coffee),NULL
DVvrvp,Pod/capsule machine (e.g. Keurig/Nespresso),NULL
ylqKZX,Other,Aeropress
EPbjYr,NULL,NULL
VZ1RYl,Pour over,NULL
VZ1RYl,Coffee brewing machine (e.g. Mr. Coffee),NULL
rlrNpR,Pour over,NULL
vNx710,NULL,NULL
DVvrMl,Pour over,NULL
bl4B20,Pour over,NULL
WApGZk,Pour over,Ibrik
WApGZk,French press,Ibrik
WApGZk,Espresso,Ibrik
WApGZk,Pod/capsule machine (e.g. Keurig/Nespresso),Ibrik
WApGZk,Coffee brewing machine (e.g. Mr. Coffee),Ibrik
WApGZk,Cold brew,Ibrik
WApGZk,Other,Ibrik
WApGZk,Pour over,Bripe
WApGZk,French press,Bripe
WApGZk,Espresso,Bripe
WApGZk,Pod/capsule machine (e.g. Keurig/Nespresso),Bripe
WApGZk,Coffee brewing machine (e.g. Mr. Coffee),Bripe
WApGZk,Cold brew,Bripe
WApGZk,Other,Bripe
7d9BgZ,Coffee brewing machine (e.g. Mr. Coffee),NULL
PABaYx,Pour over,NULL
PABaYx,Espresso,NULL
PABaYx,Cold brew,NULL
GrBNyk,Espresso,NULL
vNx7pD,Pour over,NULL
vNx7pD,Espresso,NULL
24xqzL,Pour over,NULL
24xqzL,Espresso,NULL
