submission_id,additions,additions_other
LdMrQp,or coffee creamer,NULL
LdMrQp,Sugar or sweetener,NULL
42N6WX,No - just black,NULL
RzBAWd,No - just black,NULL
oAVq21,No - just black,NULL
BGbyPK,Milk,NULL
BGbyPK,dairy alternative,NULL
BGbyPK,or coffee creamer,NULL
OAB648,Milk,NULL
OAB648,dairy alternative,NULL
OAB648,or coffee creamer,NULL
OAB648,No - just black,NULL
KMB9Q8,No - just black,NULL
rlr4zR,No - just black,NULL
5dq7WE,Milk,NULL
5dq7WE,dairy alternative,NULL
5dq7WE,or coffee creamer,NULL
eBxV50,Milk,NULL
eBxV50,dairy alternative,NULL
eBxV50,or coffee creamer,NULL
vNxlyd,Milk,NULL
vNxlyd,dairy alternative,NULL
vNxlyd,or coffee creamer,NULL
LdMePG,No - just black,NULL
EPbRyr,No - just black,NULL
vNxZ70,No - just black,NULL
9dJ8D1,No - just black,NULL
WApLzP,No - just black,NULL
WApLzP,Milk,NULL
WApLzP,dairy alternative,NULL
WApLzP,or coffee creamer,NULL
NABaJp,No - just black,NULL
9dJ8Np,Milk,NULL
9dJ8Np,dairy alternative,NULL
9dJ8Np,or coffee creamer,NULL
AlbEzk,No - just black,NULL
MAdWKM,Milk,NULL
MAdWKM,dairy alternative,NULL
MAdWKM,or coffee creamer,NULL
EPb2PL,Milk,NULL
EPb2PL,dairy alternative,NULL
EPb2PL,or coffee creamer,NULL
xdNAp9,Milk,NULL
xdNAp9,dairy alternative,NULL
xdNAp9,or coffee creamer,NULL
5dqJKo,No - just black,NULL
rlrejl,No - just black,NULL
7d9yRP,No - just black,NULL
rlre6L,Sugar or sweetener,NULL
rlre6L,Milk,NULL
rlre6L,dairy alternative,NULL
rlre6L,or coffee creamer,NULL
DVvjzj,Milk,NULL
DVvjzj,dairy alternative,NULL
DVvjzj,or coffee creamer,NULL
dY2Oqo,Milk,NULL
dY2Oqo,dairy alternative,NULL
dY2Oqo,or coffee creamer,NULL
AlbE6y,No - just black,NULL
pLPQP1,Milk,NULL
pLPQP1,dairy alternative,NULL
pLPQP1,or coffee creamer,NULL
J2kQlJ,No - just black,NULL
EPb20A,No - just black,NULL
BGbrD1,Milk,NULL
BGbrD1,dairy alternative,NULL
BGbrD1,or coffee creamer,NULL
RzBABK,No - just black,NULL
oAVqB5,No - just black,NULL
oAVqB5,Milk,NULL
oAVqB5,dairy alternative,NULL
oAVqB5,or coffee creamer,NULL
ylqB9p,Milk,NULL
ylqB9p,dairy alternative,NULL
ylqB9p,or coffee creamer,NULL
xdNAQE,No - just black,NULL
1r2LM4,No - just black,NULL
rlredX,Milk,NULL
rlredX,dairy alternative,NULL
rlredX,or coffee creamer,NULL
vNxlql,No - just black,NULL
XeBplg,No - just black,NULL
XeBplg,Milk,NULL
XeBplg,dairy alternative,NULL
XeBplg,or coffee creamer,NULL
EPb2do,No - just black,NULL
EPb2do,Milk,NULL
EPb2do,dairy alternative,NULL
EPb2do,or coffee creamer,NULL
24xW0D,Milk,NULL
24xW0D,dairy alternative,NULL
24xW0D,or coffee creamer,NULL
24xW0D,Sugar or sweetener,NULL
oAVqvP,Milk,NULL
oAVqvP,dairy alternative,NULL
oAVqvP,or coffee creamer,NULL
J2kQMR,Milk,NULL
J2kQMR,dairy alternative,NULL
J2kQMR,or coffee creamer,NULL
J2kQMR,Sugar or sweetener,NULL
lNlxDk,No - just black,Occasionally black with a tsp of genuine maple syrup
lNlxDk,Milk,Occasionally black with a tsp of genuine maple syrup
lNlxDk,dairy alternative,Occasionally black with a tsp of genuine maple syrup
lNlxDk,or coffee creamer,Occasionally black with a tsp of genuine maple syrup
lNlxDk,Other,Occasionally black with a tsp of genuine maple syrup
lNlxDk,No - just black,amazing!
lNlxDk,Milk,amazing!
lNlxDk,dairy alternative,amazing!
lNlxDk,or coffee creamer,amazing!
lNlxDk,Other,amazing!
ylqBx6,Milk,NULL
ylqBx6,dairy alternative,NULL
ylqBx6,or coffee creamer,NULL
ylqBx6,Sugar or sweetener,NULL
GrBZqL,No - just black,NULL
lNlxzk,No - just black,NULL
ZdRMve,Milk,NULL
ZdRMve,dairy alternative,NULL
ZdRMve,or coffee creamer,NULL
jB9jga,No - just black,NULL
aBrRzB,Milk,NULL
aBrRzB,dairy alternative,NULL
aBrRzB,or coffee creamer,NULL
oAVq0b,Milk,NULL
oAVq0b,dairy alternative,NULL
oAVq0b,or coffee creamer,NULL
oAVq0b,Sugar or sweetener,NULL
XeBpQg,No - just black,NULL
pLPQ48,Milk,NULL
pLPQ48,dairy alternative,NULL
pLPQ48,or coffee creamer,NULL
8dpXyx,Milk,NULL
8dpXyx,dairy alternative,NULL
8dpXyx,or coffee creamer,NULL
8dpXyx,Flavor syrup,NULL
oAVqaV,No - just black,NULL
oAVqaV,Milk,NULL
oAVqaV,dairy alternative,NULL
oAVqaV,or coffee creamer,NULL
6dQgAY,No - just black,NULL
xdNAoy,Milk,NULL
xdNAoy,dairy alternative,NULL
xdNAoy,or coffee creamer,NULL
xdNAoy,Flavor syrup,NULL
ylqBoX,Flavor syrup,NULL
ylqBoX,Milk,NULL
ylqBoX,dairy alternative,NULL
ylqBoX,or coffee creamer,NULL
eBxV8q,Milk,NULL
eBxV8q,dairy alternative,NULL
eBxV8q,or coffee creamer,NULL
eBxV8q,Sugar or sweetener,NULL
oAVqa1,No - just black,NULL
24xpyV,Milk,NULL
24xpyV,dairy alternative,NULL
24xpyV,or coffee creamer,NULL
0EjKGN,No - just black,NULL
0EjKGN,Milk,NULL
0EjKGN,dairy alternative,NULL
0EjKGN,or coffee creamer,NULL
0EjKGN,Flavor syrup,NULL
1r2LyW,No - just black,NULL
1r2LyW,Milk,NULL
1r2LyW,dairy alternative,NULL
1r2LyW,or coffee creamer,NULL
NABavG,No - just black,NULL
oAVq6P,Milk,NULL
oAVq6P,dairy alternative,NULL
oAVq6P,or coffee creamer,NULL
oAVq6P,Sugar or sweetener,NULL
YZz1bq,Milk,NULL
YZz1bq,dairy alternative,NULL
YZz1bq,or coffee creamer,NULL
EPb2gX,No - just black,NULL
PAB78B,No - just black,NULL
8dpX8r,No - just black,NULL
WApLda,No - just black,NULL
0EjKy6,No - just black,NULL
YZz1A0,Milk,NULL
YZz1A0,dairy alternative,NULL
YZz1A0,or coffee creamer,NULL
g5NEKJ,Milk,NULL
g5NEKJ,dairy alternative,NULL
g5NEKJ,or coffee creamer,NULL
xdNA59,No - just black,NULL
xdNA59,Milk,NULL
xdNA59,dairy alternative,NULL
xdNA59,or coffee creamer,NULL
dY2Ooz,No - just black,NULL
NABaRj,No - just black,NULL
QABbZl,Milk,NULL
QABbZl,dairy alternative,NULL
QABbZl,or coffee creamer,NULL
5dqJoM,Milk,NULL
5dqJoM,dairy alternative,NULL
5dqJoM,or coffee creamer,NULL
rlreXp,No - just black,NULL
8dpXYA,No - just black,NULL
KMB9AM,No - just black,NULL
WApLLL,No - just black,NULL
AlbEVy,No - just black,NULL
vNxl7g,No - just black,NULL
vNxl7g,Milk,NULL
vNxl7g,dairy alternative,NULL
vNxl7g,or coffee creamer,NULL
vNxl7g,Sugar or sweetener,NULL
GrBZNe,No - just black,NULL
YZz18v,No - just black,NULL
AlbkLk,NULL,NULL
7d9yy6,Milk,NULL
7d9yy6,dairy alternative,NULL
7d9yy6,or coffee creamer,NULL
7d9yy6,Sugar or sweetener,NULL
ylqB1g,Milk,NULL
ylqB1g,dairy alternative,NULL
ylqB1g,or coffee creamer,NULL
PAB7M1,No - just black,NULL
zKQVxM,No - just black,NULL
lNlx8p,No - just black,NULL
lNlx8p,Milk,NULL
lNlx8p,dairy alternative,NULL
lNlx8p,or coffee creamer,NULL
5dqNjo,No - just black,NULL
GrBMKZ,Milk,NULL
GrBMKZ,dairy alternative,NULL
GrBMKZ,or coffee creamer,NULL
GrBMKZ,No - just black,NULL
jB9j11,No - just black,NULL
5dqJYM,Milk,NULL
5dqJYM,dairy alternative,NULL
5dqJYM,or coffee creamer,NULL
5dqJYM,No - just black,NULL
kYR2Dr,No - just black,NULL
zKQV7a,Milk,NULL
zKQV7a,dairy alternative,NULL
zKQV7a,or coffee creamer,NULL
8dp9Nz,Milk,NULL
8dp9Nz,dairy alternative,NULL
8dp9Nz,or coffee creamer,NULL
8dp9Nz,Flavor syrup,NULL
8dp9Nz,No - just black,NULL
vNxlRX,No - just black,NULL
9dJe7p,No - just black,NULL
VZ1Kkj,Milk,NULL
VZ1Kkj,dairy alternative,NULL
VZ1Kkj,or coffee creamer,NULL
WAp48j,No - just black,NULL
MAdWMA,No - just black,NULL
xdNGXv,No - just black,NULL
PABo6b,No - just black,NULL
PABo6b,Milk,NULL
PABo6b,dairy alternative,NULL
PABo6b,or coffee creamer,NULL
OAB6OM,No - just black,NULL
6dQqO5,NULL,NULL
kYR2Ld,No - just black,NULL
0Ej4MZ,No - just black,NULL
BGbvpQ,No - just black,NULL
8dp9L5,No - just black,NULL
8dp9po,NULL,NULL
EPbpKr,No - just black,NULL
MAd0AX,No - just black,NULL
DVvLzq,No - just black,NULL
XeBjEd,No - just black,NULL
XeBjEd,Milk,NULL
XeBjEd,dairy alternative,NULL
XeBjEd,or coffee creamer,NULL
OABRPK,No - just black,NULL
OABRPK,Milk,NULL
OABRPK,dairy alternative,NULL
OABRPK,or coffee creamer,NULL
OABRPK,Sugar or sweetener,NULL
qbEyL9,Milk,NULL
qbEyL9,dairy alternative,NULL
qbEyL9,or coffee creamer,NULL
AlbkDW,No - just black,NULL
bl4axo,Milk,NULL
bl4axo,dairy alternative,NULL
bl4axo,or coffee creamer,NULL
DVvLV5,Flavor syrup,NULL
DVvLV5,Milk,NULL
DVvLV5,dairy alternative,NULL
DVvLV5,or coffee creamer,NULL
8dp9jk,No - just black,NULL
24x2LA,No - just black,NULL
GrBM1j,Milk,NULL
GrBM1j,dairy alternative,NULL
GrBM1j,or coffee creamer,NULL
1r2L1g,Milk,NULL
1r2L1g,dairy alternative,NULL
1r2L1g,or coffee creamer,NULL
9dJelG,Milk,NULL
9dJelG,dairy alternative,NULL
9dJelG,or coffee creamer,NULL
xdNG0E,No - just black,NULL
xdNG0E,Milk,NULL
xdNG0E,dairy alternative,NULL
xdNG0E,or coffee creamer,NULL
24x2vA,Sugar or sweetener,NULL
24x2vA,Milk,NULL
24x2vA,dairy alternative,NULL
24x2vA,or coffee creamer,NULL
24x2vA,No - just black,NULL
24x2vA,Flavor syrup,NULL
LdM8M2,Milk,NULL
LdM8M2,dairy alternative,NULL
LdM8M2,or coffee creamer,NULL
LdM8M2,Sugar or sweetener,NULL
MAd0Ml,Milk,NULL
MAd0Ml,dairy alternative,NULL
MAd0Ml,or coffee creamer,NULL
jB9KW6,Milk,NULL
jB9KW6,dairy alternative,NULL
jB9KW6,or coffee creamer,NULL
jB9KW6,No - just black,NULL
NABz8N,No - just black,NULL
bl4aL2,Milk,NULL
bl4aL2,dairy alternative,NULL
bl4aL2,or coffee creamer,NULL
bl4aL2,Sugar or sweetener,NULL
J2ky8z,No - just black,NULL
ZdRxV0,No - just black,NULL
ZdRxV0,Milk,NULL
ZdRxV0,dairy alternative,NULL
ZdRxV0,or coffee creamer,NULL
ZdRxV0,Sugar or sweetener,NULL
PABo0Q,No - just black,NULL
g5NBYM,Milk,NULL
g5NBYM,dairy alternative,NULL
g5NBYM,or coffee creamer,NULL
0Ej4lB,Milk,NULL
0Ej4lB,dairy alternative,NULL
0Ej4lB,or coffee creamer,NULL
0Ej4lB,Sugar or sweetener,NULL
QABGxl,No - just black,NULL
24x2DM,Milk,NULL
24x2DM,dairy alternative,NULL
24x2DM,or coffee creamer,NULL
MAd0qA,Milk,NULL
MAd0qA,dairy alternative,NULL
MAd0qA,or coffee creamer,NULL
MAd0qA,Sugar or sweetener,NULL
ZdRxgB,No - just black,NULL
lNlp2B,Milk,NULL
lNlp2B,dairy alternative,NULL
lNlp2B,or coffee creamer,NULL
lNlp2B,Flavor syrup,NULL
42NZeo,NULL,NULL
RzBOa9,No - just black,NULL
GrBMjZ,Milk,NULL
GrBMjZ,dairy alternative,NULL
GrBMjZ,or coffee creamer,NULL
GrBMjZ,Flavor syrup,NULL
YZz2Ad,Milk,NULL
YZz2Ad,dairy alternative,NULL
YZz2Ad,or coffee creamer,NULL
dY274o,No - just black,NULL
dY274o,Milk,NULL
dY274o,dairy alternative,NULL
dY274o,or coffee creamer,NULL
PABoP1,No - just black,NULL
GrBMEp,Milk,NULL
GrBMEp,dairy alternative,NULL
GrBMEp,or coffee creamer,NULL
GrBMEp,Flavor syrup,NULL
24x2qb,Milk,NULL
24x2qb,dairy alternative,NULL
24x2qb,or coffee creamer,NULL
24x2qb,Sugar or sweetener,NULL
24x2qb,Flavor syrup,NULL
NABz2Q,No - just black,NULL
g5NB6d,No - just black,NULL
aBrWJv,No - just black,NULL
42NZA5,No - just black,NULL
RzBOyJ,No - just black,NULL
lNlp8B,Milk,NULL
lNlp8B,dairy alternative,NULL
lNlp8B,or coffee creamer,NULL
EPbp2o,Milk,NULL
EPbp2o,dairy alternative,NULL
EPbp2o,or coffee creamer,NULL
VZ1rGy,Milk,NULL
VZ1rGy,dairy alternative,NULL
VZ1rGy,or coffee creamer,NULL
kYRqad,No - just black,NULL
0Ej4X0,No - just black,NULL
eBxbko,No - just black,NULL
lNlQrN,Milk,NULL
lNlQrN,dairy alternative,NULL
lNlQrN,or coffee creamer,NULL
lNlQrN,Sugar or sweetener,NULL
bl4P96,No - just black,NULL
MAd0WY,No - just black,NULL
9dJe8G,Milk,NULL
9dJe8G,dairy alternative,NULL
9dJe8G,or coffee creamer,NULL
9dJe8G,Sugar or sweetener,NULL
9dJe8G,Flavor syrup,NULL
vNxkjX,Milk,NULL
vNxkjX,dairy alternative,NULL
vNxkjX,or coffee creamer,NULL
vNxkjX,Flavor syrup,NULL
VZ1rXg,No - just black,NULL
VZ1rXg,Milk,NULL
VZ1rXg,dairy alternative,NULL
VZ1rXg,or coffee creamer,NULL
zKQVV8,No - just black,NULL
QABGgl,Milk,NULL
QABGgl,dairy alternative,NULL
QABGgl,or coffee creamer,NULL
QABGgl,Sugar or sweetener,NULL
EPb9ll,No - just black,NULL
24x26V,No - just black,NULL
AlbZBe,No - just black,NULL
ylqLXd,Milk,NULL
ylqLXd,dairy alternative,NULL
ylqLXd,or coffee creamer,NULL
qbEyyd,No - just black,NULL
KMBbM8,Milk,NULL
KMBbM8,dairy alternative,NULL
KMBbM8,or coffee creamer,NULL
9dJVXE,Milk,NULL
9dJVXE,dairy alternative,NULL
9dJVXE,or coffee creamer,NULL
zKQl7M,Milk,NULL
zKQl7M,dairy alternative,NULL
zKQl7M,or coffee creamer,NULL
pLParP,Milk,NULL
pLParP,dairy alternative,NULL
pLParP,or coffee creamer,NULL
pLParP,Flavor syrup,NULL
VZ1g0g,No - just black,NULL
GrBW9e,No - just black,NULL
aBrWpq,Milk,NULL
aBrWpq,dairy alternative,NULL
aBrWpq,or coffee creamer,NULL
aBrWpq,Sugar or sweetener,NULL
8dpOeO,Milk,NULL
8dpOeO,dairy alternative,NULL
8dpOeO,or coffee creamer,NULL
8dpOeO,Sugar or sweetener,NULL
5dqRxZ,Milk,NULL
5dqRxZ,dairy alternative,NULL
5dqRxZ,or coffee creamer,NULL
jB9Ne1,No - just black,NULL
KMBbo8,Milk,NULL
KMBbo8,dairy alternative,NULL
KMBbo8,or coffee creamer,NULL
KMBbo8,Flavor syrup,NULL
DVvQKl,Sugar or sweetener,NULL
DVvQKl,Milk,NULL
DVvQKl,dairy alternative,NULL
DVvQKl,or coffee creamer,NULL
dY2rYo,No - just black,NULL
dY2rYo,Milk,NULL
dY2rYo,dairy alternative,NULL
dY2rYo,or coffee creamer,NULL
24x2Jb,No - just black,NULL
KMBbkK,Milk,NULL
KMBbkK,dairy alternative,NULL
KMBbkK,or coffee creamer,NULL
KMBbkK,Sugar or sweetener,NULL
KMBbkK,No - just black,NULL
ylqL9x,Milk,NULL
ylqL9x,dairy alternative,NULL
ylqL9x,or coffee creamer,NULL
ylqL9x,Sugar or sweetener,NULL
BGbNGQ,No - just black,NULL
g5N2AO,Milk,NULL
g5N2AO,dairy alternative,NULL
g5N2AO,or coffee creamer,NULL
eBx4zJ,Milk,NULL
eBx4zJ,dairy alternative,NULL
eBx4zJ,or coffee creamer,NULL
eBx4lx,No - just black,NULL
eBx4lx,Sugar or sweetener,NULL
VZ1gxN,No - just black,NULL
EPb9Y2,No - just black,NULL
XeBX9e,Milk,For pour over use spicy chocolate
XeBX9e,dairy alternative,For pour over use spicy chocolate
XeBX9e,or coffee creamer,For pour over use spicy chocolate
XeBX9e,Other,For pour over use spicy chocolate
oAVWQN,No - just black,NULL
6dQoVo,No - just black,NULL
vNxkK8,No - just black,NULL
NABzGb,No - just black,NULL
EPb9El,Milk,NULL
EPb9El,dairy alternative,NULL
EPb9El,or coffee creamer,NULL
pLPgv1,Milk,NULL
pLPgv1,dairy alternative,NULL
pLPgv1,or coffee creamer,NULL
pLPgv1,Flavor syrup,NULL
24x2lM,Flavor syrup,NULL
24x2lM,Milk,NULL
24x2lM,dairy alternative,NULL
24x2lM,or coffee creamer,NULL
OABRKR,No - just black,NULL
OABRKR,Milk,NULL
OABRKR,dairy alternative,NULL
OABRKR,or coffee creamer,NULL
24xpWb,No - just black,NULL
lNlxeW,No - just black,NULL
lNlxeW,Milk,NULL
lNlxeW,dairy alternative,NULL
lNlxeW,or coffee creamer,NULL
OAB6ER,No - just black,Heavy Cream
OAB6ER,Other,Heavy Cream
DVvQbX,No - just black,NULL
jB9jR9,No - just black,NULL
KMBbAX,No - just black,NULL
rlr7bo,Milk,NULL
rlr7bo,dairy alternative,NULL
rlr7bo,or coffee creamer,NULL
rlr7bo,Sugar or sweetener,NULL
RzBppJ,NULL,NULL
J2k7jK,Milk,NULL
J2k7jK,dairy alternative,NULL
J2k7jK,or coffee creamer,NULL
ZdR0bB,No - just black,NULL
bl4P1Z,Milk,NULL
bl4P1Z,dairy alternative,NULL
bl4P1Z,or coffee creamer,NULL
bl4Pag,No - just black,NULL
1r28gg,No - just black,NULL
BGbNr5,No - just black,NULL
42NeXb,No - just black,NULL
GrBWAZ,No - just black,NULL
GrBWAZ,Milk,NULL
GrBWAZ,dairy alternative,NULL
GrBWAZ,or coffee creamer,NULL
xdNKWr,No - just black,NULL
9dJVkQ,Sugar or sweetener,NULL
9dJVkQ,Milk,NULL
9dJVkQ,dairy alternative,NULL
9dJVkQ,or coffee creamer,NULL
OABvZY,Other,Sometimes milk & sugar
OABvZY,Other,sometimes black
42NeJo,No - just black,NULL
ylqV46,No - just black,NULL
pLP8oy,No - just black,NULL
5dqW9v,No - just black,NULL
NABG0O,No - just black,NULL
ylqVl8,No - just black,NULL
0EjNE9,No - just black,NULL
kYRMEZ,No - just black,NULL
8dp7Zk,No - just black,NULL
WApxEL,Other,Usually black
WApxEL,Other,sometimes a little heavy cream.
EPbyLB,No - just black,NULL
GrB8Qo,Milk,NULL
GrB8Qo,dairy alternative,NULL
GrB8Qo,or coffee creamer,NULL
GrB8Qo,Sugar or sweetener,NULL
xdNOZv,No - just black,NULL
24x02L,No - just black,NULL
24x02L,Milk,NULL
24x02L,dairy alternative,NULL
24x02L,or coffee creamer,NULL
WApxeN,Milk,NULL
WApxeN,dairy alternative,NULL
WApxeN,or coffee creamer,NULL
J2k5Vo,Milk,NULL
J2k5Vo,dairy alternative,NULL
J2k5Vo,or coffee creamer,NULL
VZ129g,Milk,NULL
VZ129g,dairy alternative,NULL
VZ129g,or coffee creamer,NULL
NABGBl,Milk,NULL
NABGBl,dairy alternative,NULL
NABGBl,or coffee creamer,NULL
NABGBl,Sugar or sweetener,NULL
VZ12oJ,No - just black,NULL
J2k5Md,No - just black,NULL
EPbyvX,No - just black,NULL
VZ12yl,No - just black,NULL
oAVXgX,No - just black,NULL
qbE0ek,No - just black,NULL
g5NKXM,No - just black,NULL
EPbyOl,NULL,NULL
24xQRp,No - just black,NULL
dY2BOd,Milk,NULL
dY2BOd,dairy alternative,NULL
dY2BOd,or coffee creamer,NULL
PABVoe,No - just black,NULL
xdNO19,Milk,NULL
xdNO19,dairy alternative,NULL
xdNO19,or coffee creamer,NULL
xdNO19,Sugar or sweetener,NULL
zKQPLq,Milk,NULL
zKQPLq,dairy alternative,NULL
zKQPLq,or coffee creamer,NULL
zKQPLq,Flavor syrup,NULL
vNxoVX,Milk,NULL
vNxoVX,dairy alternative,NULL
vNxoVX,or coffee creamer,NULL
vNxoVX,Sugar or sweetener,NULL
24xQGe,Milk,NULL
24xQGe,dairy alternative,NULL
24xQGe,or coffee creamer,NULL
24xQGe,No - just black,NULL
24xQGe,Sugar or sweetener,NULL
eBxkrJ,No - just black,NULL
rlrzbp,No - just black,NULL
xdNOWd,No - just black,NULL
xdNOWd,Milk,NULL
xdNOWd,dairy alternative,NULL
xdNOWd,or coffee creamer,NULL
qbE09g,No - just black,NULL
VZ12rM,No - just black,NULL
pLPlyV,No - just black,NULL
GrB8jz,Milk,NULL
GrB8jz,dairy alternative,NULL
GrB8jz,or coffee creamer,NULL
pLPlbq,No - just black,NULL
24xM8L,Milk,NULL
24xM8L,dairy alternative,NULL
24xM8L,or coffee creamer,NULL
QABP67,No - just black,NULL
6dQaoJ,Milk,NULL
6dQaoJ,dairy alternative,NULL
6dQaoJ,or coffee creamer,NULL
PABVZx,No - just black,NULL
PABVZx,Milk,NULL
PABVZx,dairy alternative,NULL
PABVZx,or coffee creamer,NULL
RzB7Pp,Milk,NULL
RzB7Pp,dairy alternative,NULL
RzB7Pp,or coffee creamer,NULL
RzB7Pp,Sugar or sweetener,NULL
QAB6Mg,Milk,NULL
QAB6Mg,dairy alternative,NULL
QAB6Mg,or coffee creamer,NULL
OABWXK,Milk,NULL
OABWXK,dairy alternative,NULL
OABWXK,or coffee creamer,NULL
OABWXK,Sugar or sweetener,NULL
ylqWYp,Milk,NULL
ylqWYp,dairy alternative,NULL
ylqWYp,or coffee creamer,NULL
VZ1kGv,No - just black,NULL
bl40qo,No - just black,NULL
NABelG,No - just black,NULL
5dqy9M,No - just black,NULL
kYRVEJ,No - just black,NULL
kYRVEJ,Milk,NULL
kYRVEJ,dairy alternative,NULL
kYRVEJ,or coffee creamer,NULL
Alb1GN,Milk,NULL
Alb1GN,dairy alternative,NULL
Alb1GN,or coffee creamer,NULL
rlrxo5,No - just black,NULL
OABW5A,No - just black,NULL
zKQPpR,No - just black,NULL
zKQPpR,Milk,NULL
zKQPpR,dairy alternative,NULL
zKQPpR,or coffee creamer,NULL
WApvYR,No - just black,NULL
xdNOlo,No - just black,NULL
NABe7W,No - just black,NULL
aBr8zB,No - just black,NULL
MAd98k,No - just black,NULL
xdNel5,No - just black,NULL
xdNe6r,No - just black,NULL
42NgdO,No - just black,NULL
5dqyVo,No - just black,NULL
QAB6JY,Milk,NULL
QAB6JY,dairy alternative,NULL
QAB6JY,or coffee creamer,NULL
DVvl9b,No - just black,NULL
DVvlbq,No - just black,NULL
qbE2M2,No - just black,NULL
5dqyoM,Sugar or sweetener,NULL
5dqyoM,Milk,NULL
5dqyoM,dairy alternative,NULL
5dqyoM,or coffee creamer,NULL
24xMzp,No - just black,NULL
42NgEk,Milk,NULL
42NgEk,dairy alternative,NULL
42NgEk,or coffee creamer,NULL
XeBKAd,No - just black,NULL
RzB7Qp,Milk,NULL
RzB7Qp,dairy alternative,NULL
RzB7Qp,or coffee creamer,NULL
RzB7Qp,Sugar or sweetener,NULL
GrB2GQ,No - just black,NULL
MAd9WE,No - just black,NULL
oAV4YX,No - just black,NULL
g5NRxN,No - just black,NULL
42NgM5,No - just black,NULL
lNlPqW,Milk,NULL
lNlPqW,dairy alternative,NULL
lNlPqW,or coffee creamer,NULL
lNlPqW,Flavor syrup,NULL
aBr8JE,No - just black,NULL
42Ne8r,No - just black,NULL
42Ne8r,Milk,NULL
42Ne8r,dairy alternative,NULL
42Ne8r,or coffee creamer,NULL
42Ne8r,Flavor syrup,NULL
LdMQxO,No - just black,NULL
XeBK0d,Milk,NULL
XeBK0d,dairy alternative,NULL
XeBK0d,or coffee creamer,NULL
8dp00l,No - just black,NULL
ZdRpqV,Milk,NULL
ZdRpqV,dairy alternative,NULL
ZdRpqV,or coffee creamer,NULL
24xM5V,No - just black,NULL
24xM5V,Milk,NULL
24xM5V,dairy alternative,NULL
24xM5V,or coffee creamer,NULL
24xqAj,Milk,NULL
24xqAj,dairy alternative,NULL
24xqAj,or coffee creamer,NULL
24xqAj,Sugar or sweetener,NULL
OABWqp,No - just black,NULL
9dJzzE,Milk,NULL
9dJzzE,dairy alternative,NULL
9dJzzE,or coffee creamer,NULL
7d9809,Milk,NULL
7d9809,dairy alternative,NULL
7d9809,or coffee creamer,NULL
7d9809,Sugar or sweetener,NULL
dY258K,No - just black,NULL
dY258K,Milk,NULL
dY258K,dairy alternative,NULL
dY258K,or coffee creamer,NULL
dY258K,Sugar or sweetener,NULL
YZzEjJ,No - just black,NULL
YZzEjJ,Milk,NULL
YZzEjJ,dairy alternative,NULL
YZzEjJ,or coffee creamer,NULL
PABMpV,No - just black,NULL
xdNkX5,Milk,NULL
xdNkX5,dairy alternative,NULL
xdNkX5,or coffee creamer,NULL
xdNkX5,Sugar or sweetener,NULL
xdNkX5,Flavor syrup,NULL
LdMA7v,No - just black,NULL
1r2Zb4,NULL,NULL
XeBKZP,Milk,NULL
XeBKZP,dairy alternative,NULL
XeBKZP,or coffee creamer,NULL
jB9dPx,Milk,NULL
jB9dPx,dairy alternative,NULL
jB9dPx,or coffee creamer,NULL
jB9dPx,Sugar or sweetener,NULL
42NWaY,No - just black,NULL
KMBq7X,Milk,NULL
KMBq7X,dairy alternative,NULL
KMBq7X,or coffee creamer,NULL
oAVry1,No - just black,NULL
QABgJk,No - just black,NULL
DVvl6p,Milk,NULL
DVvl6p,dairy alternative,NULL
DVvl6p,or coffee creamer,NULL
8dpveY,No - just black,NULL
DVvrvp,Milk,NULL
DVvrvp,dairy alternative,NULL
DVvrvp,or coffee creamer,NULL
DVvrvp,Sugar or sweetener,NULL
DVvrvp,Flavor syrup,NULL
ylqKZX,No - just black,NULL
EPbjYr,Flavor syrup,NULL
EPbjYr,Sugar or sweetener,NULL
VZ1RYl,No - just black,NULL
rlrNpR,No - just black,NULL
vNx710,No - just black,NULL
DVvrMl,No - just black,NULL
bl4B20,Milk,NULL
bl4B20,dairy alternative,NULL
bl4B20,or coffee creamer,NULL
WApGZk,No - just black,NULL
WApGZk,Milk,NULL
WApGZk,dairy alternative,NULL
WApGZk,or coffee creamer,NULL
WApGZk,Sugar or sweetener,NULL
WApGZk,Flavor syrup,NULL
7d9BgZ,Sugar or sweetener,NULL
PABaYx,No - just black,NULL
GrBNyk,Milk,NULL
GrBNyk,dairy alternative,NULL
GrBNyk,or coffee creamer,NULL
vNx7pD,Milk,NULL
vNx7pD,dairy alternative,NULL
vNx7pD,or coffee creamer,NULL
vNx7pD,Flavor syrup,NULL
24xqzL,No - just black,NULL
XeBVpd,No - just black,NULL
J2kayY,No - just black,NULL
jB9O5J,No - just black,NULL
aBrbpq,No - just black,NULL
XeBVZV,No - just black,NULL
XeBVZV,Milk,NULL
XeBVZV,dairy alternative,NULL
XeBVZV,or coffee creamer,NULL
rlrx85,Milk,NULL
rlrx85,dairy alternative,NULL
rlrx85,or coffee creamer,NULL
eBxdOE,Milk,NULL
eBxdOE,dairy alternative,NULL
eBxdOE,or coffee creamer,NULL
eBxdOE,Sugar or sweetener,NULL
BGbO2e,Milk,NULL
BGbO2e,dairy alternative,NULL
BGbO2e,or coffee creamer,NULL
BGbO2e,Sugar or sweetener,NULL
NABKaW,No - just black,NULL
g5NyOD,No - just black,NULL
g5NyOD,Milk,NULL
g5NyOD,dairy alternative,NULL
