submission_id,purchase,purchase_other
5dqAKb,NULL,NULL
vNx9eg,"National chain (e.g. Starbucks, Dunkin)",NULL
aBrM4Z,NULL,NULL
EPb74L,NULL,NULL
kYRPbd,NULL,NULL
PABq91,NULL,NULL
RzB9oK,NULL,NULL
jB9Vb1,"National chain (e.g. Starbucks, Dunkin)",NULL
qbE12k,NULL,NULL
J2k4dX,NULL,NULL
zKQ6DM,NULL,NULL
7d9kl6,NULL,NULL
8dplQz,NULL,NULL
QABQeY,NULL,NULL
6dQB8o,"National chain (e.g. Starbucks, Dunkin)",NULL
6dQB8o,Specialty coffee shop,NULL
MAdxEk,NULL,NULL
6dQB7J,"National chain (e.g. Starbucks, Dunkin)",NULL
6dQB7J,Local cafe,NULL
6dQB7J,Deli or supermarket,NULL
9dJK9E,NULL,NULL
XeBb0L,NULL,NULL
AlbX2y,NULL,NULL
QABQ5G,NULL,NULL
GrBPdk,NULL,NULL
kYRPEo,NULL,NULL
VZ165y,NULL,NULL
7d9kWR,NULL,NULL
xdNWMd,Specialty coffee shop,NULL
xdNWMd,Local cafe,NULL
24x6jM,Specialty coffee shop,NULL
DVvGkl,NULL,NULL
7d9kx0,NULL,NULL
aBrMYb,Local cafe,NULL
XeBboP,Specialty coffee shop,NULL
oAVj9N,NULL,NULL
lNlEeo,NULL,NULL
LdM2zJ,NULL,NULL
YZzARv,NULL,NULL
bl4Je6,Other,Gas station
lNlEOo,NULL,NULL
rlrZDX,NULL,NULL
g5NoGD,NULL,NULL
vNx9Dg,NULL,NULL
dY2yar,Specialty coffee shop,NULL
dY2yar,"National chain (e.g. Starbucks, Dunkin)",NULL
dY2yar,Drive-thru,NULL
PABqj0,Local cafe,NULL
PABqj0,Specialty coffee shop,NULL
42Nb7r,NULL,NULL
VZ16zM,NULL,NULL
8dplzr,NULL,NULL
g5N6RK,NULL,NULL
EPbO52,NULL,NULL
g5NoqP,Local cafe,NULL
g5NoqP,Specialty coffee shop,NULL
KMBj1X,NULL,NULL
jB9VQJ,Specialty coffee shop,NULL
24xGMA,NULL,NULL
6dQBLN,NULL,NULL
xdNWav,NULL,NULL
ylqaYX,NULL,NULL
KMBjVX,Drive-thru,NULL
KMBjVX,Specialty coffee shop,NULL
KMBjVX,"National chain (e.g. Starbucks, Dunkin)",NULL
KMBjVX,Local cafe,NULL
KMBjVX,Deli or supermarket,NULL
8dplKP,NULL,NULL
oAVjb5,NULL,NULL
rlrZao,NULL,NULL
EPbOQr,NULL,NULL
OABN1k,NULL,NULL
WAp75v,NULL,NULL
QABQVX,NULL,NULL
OABMOp,NULL,NULL
VZ1ORl,NULL,NULL
oAVj65,Specialty coffee shop,NULL
oAVj65,"National chain (e.g. Starbucks, Dunkin)",NULL
YZzlE0,NULL,NULL
aBrMQW,NULL,NULL
rlrZA2,NULL,NULL
ylqa28,NULL,NULL
OABNQM,NULL,NULL
6dQBjA,NULL,NULL
BGbRxR,NULL,NULL
xdNWDd,Specialty coffee shop,NULL
pLPplE,NULL,NULL
eBxXZJ,NULL,NULL
BGbR7R,NULL,NULL
EPbOxB,"National chain (e.g. Starbucks, Dunkin)",NULL
qbElA9,NULL,NULL
0EjW6B,NULL,NULL
xdNWx9,"National chain (e.g. Starbucks, Dunkin)",NULL
xdNWx9,Drive-thru,NULL
PABJad,NULL,NULL
BGbRpe,NULL,NULL
WAp7Ee,NULL,NULL
DVvGdN,NULL,NULL
EPbOqA,"National chain (e.g. Starbucks, Dunkin)",NULL
EPbOqA,Specialty coffee shop,NULL
42NbXo,"National chain (e.g. Starbucks, Dunkin)",NULL
qbElDO,"National chain (e.g. Starbucks, Dunkin)",NULL
kYRBDj,NULL,NULL
lNlkJp,NULL,NULL
24x68b,NULL,NULL
VZ16j6,NULL,NULL
1r2aA4,NULL,NULL
xdNWa5,Local cafe,NULL
8dplNk,Drive-thru,NULL
8dplNk,Specialty coffee shop,NULL
8dplNk,"National chain (e.g. Starbucks, Dunkin)",NULL
BGbRXK,NULL,NULL
J2k4AK,NULL,NULL
NABZWj,NULL,NULL
1r2a91,"National chain (e.g. Starbucks, Dunkin)",gas station
1r2a91,Other,gas station
42NbB5,Specialty coffee shop,NULL
42NbB5,"National chain (e.g. Starbucks, Dunkin)",NULL
aBrM5Z,NULL,NULL
0EjRN0,NULL,NULL
oAVjDN,NULL,NULL
pLP2dP,NULL,NULL
VZ16Qj,NULL,NULL
PABJa0,NULL,NULL
g5N6yK,NULL,NULL
NABZl0,NULL,NULL
AlbXve,NULL,NULL
GrBP6O,Specialty coffee shop,NULL
GrBP6O,Local cafe,NULL
NABZoO,"National chain (e.g. Starbucks, Dunkin)",NULL
NABZoO,Specialty coffee shop,NULL
KMBj5g,NULL,NULL
lNlErN,NULL,NULL
42NbxA,"National chain (e.g. Starbucks, Dunkin)",NULL
42NbxA,Drive-thru,NULL
OABN7a,"National chain (e.g. Starbucks, Dunkin)",NULL
DVvGBE,"National chain (e.g. Starbucks, Dunkin)",NULL
DVvGBE,Local cafe,NULL
LdMLRO,Local cafe,NULL
LdMLRO,Specialty coffee shop,NULL
6dQBeN,NULL,NULL
5dqPWP,NULL,NULL
ZdRBEV,NULL,NULL
8dploo,NULL,NULL
0EjW7A,NULL,NULL
0EjWOB,NULL,NULL
xdNWJd,NULL,NULL
dY2yNV,Other,"Home roasted coffee (Fresh Roast SR800, Sweet Marias green))"
dY2yNV,Local cafe,"Home roasted coffee (Fresh Roast SR800, Sweet Marias green))"
dY2yNV,Specialty coffee shop,"Home roasted coffee (Fresh Roast SR800, Sweet Marias green))"
0EjR2Q,NULL,NULL
qbEla5,NULL,NULL
YZzAaW,NULL,NULL
AlbXlz,NULL,NULL
OABNAg,NULL,NULL
NABZVl,NULL,NULL
0EjWj6,NULL,NULL
24x649,NULL,NULL
dY2yYK,Local cafe,NULL
0EjWLN,NULL,NULL
DVvGNZ,NULL,NULL
MAdx5M,NULL,NULL
zKQ6eR,NULL,NULL
NABZ0l,NULL,NULL
vNx920,NULL,NULL
RzB9zj,NULL,NULL
EPbOJX,NULL,NULL
oAVjvM,NULL,NULL
9dJK1Q,NULL,NULL
EPbOPr,NULL,NULL
J2k42R,NULL,NULL
ylqaq4,NULL,NULL
8dplpx,NULL,NULL
rlrZLl,NULL,NULL
eBxX20,NULL,NULL
DVvGDq,NULL,NULL
42NboO,NULL,NULL
dY2yPo,NULL,NULL
GrBPJo,"National chain (e.g. Starbucks, Dunkin)",NULL
GrBPJo,Specialty coffee shop,NULL
zKQ6W1,NULL,NULL
EPbOJN,NULL,NULL
eBxXL0,Local cafe,NULL
eBxXL0,Deli or supermarket,NULL
EPbO04,NULL,NULL
PABql5,NULL,NULL
1r2aEp,NULL,NULL
1r2avQ,NULL,NULL
aBrMrq,NULL,NULL
5dqAEM,NULL,NULL
rlrZdl,NULL,NULL
aBrMGB,NULL,NULL
kYRP51,NULL,NULL
PABqX5,Specialty coffee shop,NULL
ylqaop,NULL,NULL
5dqAeP,NULL,NULL
aBrMK9,NULL,NULL
aBrMEv,NULL,NULL
MAdxOM,Local cafe,NULL
MAdxOM,Specialty coffee shop,NULL
PABqbd,NULL,NULL
ZdRBP0,Specialty coffee shop,NULL
ZdRBP0,Drive-thru,NULL
ZdRBP0,"National chain (e.g. Starbucks, Dunkin)",NULL
ZdRBP0,Local cafe,NULL
g5NoJ1,NULL,NULL
VZ16bE,NULL,NULL
VZ168g,NULL,NULL
xdNWPy,NULL,NULL
oAVjyx,NULL,NULL
ZdRBYz,NULL,NULL
6dQBOB,NULL,NULL
QABQr7,NULL,NULL
aBrM0v,NULL,NULL
bl4J62,NULL,NULL
ZdRBRy,Specialty coffee shop,NULL
ZdRBRy,Local cafe,NULL
DVvGJq,NULL,NULL
42Nb1b,NULL,NULL
qbElY2,NULL,NULL
ZdRBZa,Specialty coffee shop,NULL
OABNzg,"National chain (e.g. Starbucks, Dunkin)",NULL
OABNzg,Local cafe,NULL
OABNzg,Drive-thru,NULL
xdNW0o,NULL,NULL
xdNWPo,NULL,NULL
kYRPZR,NULL,NULL
J2k4D4,NULL,NULL
9dJKo1,NULL,NULL
kYRPpd,NULL,NULL
BGbRD5,NULL,NULL
rlrZlR,NULL,NULL
AlbXqk,NULL,NULL
rlrZKN,NULL,NULL
MAdxAA,NULL,NULL
AlbXWB,NULL,NULL
MAdxYp,NULL,NULL
oAVjKX,NULL,NULL
rlrZ2M,NULL,NULL
YZzAx6,NULL,NULL
bl4JY2,NULL,NULL
OABNdp,NULL,NULL
oAVjBP,NULL,NULL
WAp70N,NULL,NULL
LdM20v,NULL,NULL
lNlE46,NULL,NULL
DVvGbX,NULL,NULL
lNlE0W,NULL,NULL
KMBj08,NULL,NULL
jB9VJ6,NULL,NULL
YZzAVq,NULL,NULL
jB9Vz9,NULL,NULL
0EjWPy,NULL,NULL
42NbpB,Other,Nespresso
42NbGd,NULL,NULL
1r2aNO,NULL,NULL
PABq2b,Specialty coffee shop,NULL
NABZBQ,NULL,NULL
NABZLB,NULL,NULL
lNlENv,NULL,NULL
WAp7Pj,Drive-thru,NULL
WAp7Pj,Local cafe,NULL
rlrZqL,Local cafe,NULL
kYRPxZ,NULL,NULL
24x6JL,"National chain (e.g. Starbucks, Dunkin)",NULL
AlbX9N,NULL,NULL
VZ16Zy,NULL,NULL
9dJK44,NULL,NULL
YZzAzd,NULL,NULL
RzB9gQ,NULL,NULL
XeBbB4,Specialty coffee shop,NULL
XeBbB4,"National chain (e.g. Starbucks, Dunkin)",NULL
XeBbB4,Drive-thru,NULL
24x67A,NULL,NULL
zKQ6G8,NULL,NULL
qbElE7,NULL,NULL
PABqGd,NULL,NULL
qbElN8,NULL,NULL
9dJKWV,"National chain (e.g. Starbucks, Dunkin)",NULL
rlrZgp,NULL,NULL
ylqa04,NULL,NULL
0EjWZ0,NULL,NULL
lNlEyv,Deli or supermarket,NULL
g5Nok1,Drive-thru,NULL
g5Nok1,Specialty coffee shop,NULL
g5Nok1,"National chain (e.g. Starbucks, Dunkin)",NULL
g5Nok1,Local cafe,NULL
1r2a6L,NULL,NULL
g5NoNd,NULL,NULL
LdM2qy,NULL,NULL
DVvGYX,Drive-thru,NULL
DVvGYX,"National chain (e.g. Starbucks, Dunkin)",NULL
DVvGYX,Local cafe,NULL
DVvGYX,Specialty coffee shop,NULL
zKQ6OZ,NULL,NULL
bl4JE6,NULL,NULL
xdNWLd,"National chain (e.g. Starbucks, Dunkin)",NULL
xdNWLd,Local cafe,NULL
zKQ6gZ,NULL,NULL
QABQkk,NULL,NULL
OABNL7,NULL,NULL
24x6ge,NULL,NULL
NABZyp,"National chain (e.g. Starbucks, Dunkin)",NULL
jB9Vk6,NULL,NULL
VZ16y6,Drive-thru,NULL
VZ16y6,Specialty coffee shop,NULL
pLP24V,Drive-thru,NULL
6dQBM5,NULL,NULL
24x6lA,NULL,NULL
rlrZQo,NULL,NULL
42NbNO,NULL,NULL
jB9VY1,NULL,NULL
RzB9kP,NULL,NULL
24x67b,NULL,NULL
YZzAZJ,NULL,NULL
zKQ6Za,NULL,NULL
g5NogM,Specialty coffee shop,NULL
g5NogM,Local cafe,NULL
VZ16MJ,Specialty coffee shop,NULL
pLP2Pb,NULL,NULL
LdM2NJ,NULL,NULL
bl4JOL,NULL,NULL
bl4Jy7,NULL,NULL
NABZv0,"National chain (e.g. Starbucks, Dunkin)",NULL
NABZv0,Specialty coffee shop,NULL
42NbLk,NULL,NULL
9dJKvp,NULL,NULL
6dQB4o,NULL,NULL
kYRPO6,NULL,NULL
ZdRBy5,NULL,NULL
oAVj01,NULL,NULL
AlbX8D,"National chain (e.g. Starbucks, Dunkin)",NULL
VZ16Mv,NULL,NULL
pLP261,NULL,NULL
vNx9Vg,NULL,NULL
vNx9K8,NULL,NULL
qbElBG,Drive-thru,NULL
qbElBG,"National chain (e.g. Starbucks, Dunkin)",NULL
7d9kj6,NULL,NULL
KMBjkK,NULL,NULL
vNx9z8,NULL,NULL
zKQ6Ja,NULL,NULL
AlbXOy,NULL,NULL
PABqr0,NULL,NULL
dY2yXr,NULL,NULL
jB9VrQ,Drive-thru,NULL
GrBPq2,NULL,NULL
7d9k52,NULL,NULL
0EjW5A,NULL,NULL
KMBjGK,NULL,NULL
vNx9gX,NULL,NULL
bl4J4o,NULL,NULL
24x6Rb,Deli or supermarket,NULL
24x6Rb,"National chain (e.g. Starbucks, Dunkin)",NULL
dY2ygD,NULL,NULL
ylqar8,"National chain (e.g. Starbucks, Dunkin)",NULL
ylqar8,Specialty coffee shop,NULL
DVvG9l,NULL,NULL
RzB92v,"National chain (e.g. Starbucks, Dunkin)",NULL
RzB92v,Local cafe,NULL
jB9V7x,NULL,NULL
EPbO6L,NULL,NULL
jB9VB4,NULL,NULL
xdNWv9,Specialty coffee shop,NULL
xdNWv9,Local cafe,NULL
xdNWv9,"National chain (e.g. Starbucks, Dunkin)",NULL
5dqApP,"National chain (e.g. Starbucks, Dunkin)",NULL
5dqApP,Local cafe,NULL
LdM2k2,NULL,NULL
vNx9Lv,NULL,NULL
zKQ64k,NULL,NULL
5dqAko,Specialty coffee shop,NULL
5dqAko,Local cafe,NULL
5dqAko,Deli or supermarket,NULL
pLP2zE,NULL,NULL
NABZQp,NULL,NULL
lNlE5V,NULL,NULL
VZ16Nl,NULL,NULL
0EjWyA,NULL,NULL
EPbOel,NULL,NULL
OABNKa,NULL,NULL
8dplAA,NULL,NULL
oAVjpN,NULL,NULL
1r2agg,NULL,NULL
EPbOgA,NULL,NULL
lNlEZX,NULL,NULL
5dqAgN,NULL,NULL
RzB9z9,NULL,NULL
5dqADQ,NULL,NULL
24x6ze,NULL,NULL
jB9V21,NULL,NULL
0EjWGP,NULL,NULL
aBrMxB,NULL,NULL
KMBjAg,NULL,NULL
AlbXGl,NULL,NULL
9dJKR1,NULL,NULL
LdM2E1,NULL,NULL
6dQBzA,NULL,NULL
dY2yKz,Local cafe,NULL
dY2yKz,Specialty coffee shop,NULL
dY2yKz,"National chain (e.g. Starbucks, Dunkin)",NULL
MAdxdX,"National chain (e.g. Starbucks, Dunkin)",NULL
MAdxdX,Specialty coffee shop,NULL
6dQByN,NULL,NULL
dY2y1V,NULL,NULL
42NbAb,NULL,NULL
rlrZlN,NULL,NULL
VZ16xN,NULL,NULL
OABNdK,Deli or supermarket,NULL
OABNdK,"National chain (e.g. Starbucks, Dunkin)",NULL
OABNdK,Local cafe,NULL
OABNdK,Specialty coffee shop,NULL
VZ16oa,NULL,NULL
zKQ6zR,NULL,NULL
NABZJQ,NULL,NULL
lNlE8N,NULL,NULL
PABqqe,NULL,NULL
ylqa8X,NULL,NULL
KMBj2X,NULL,NULL
KMBjbA,NULL,NULL
kYRP2R,NULL,NULL
jB9VRa,NULL,NULL
aBrMLB,NULL,NULL
YZzAAJ,"National chain (e.g. Starbucks, Dunkin)",NULL
YZzAAJ,Local cafe,NULL
VZ16Ra,NULL,NULL
DVvGGZ,NULL,NULL
GrBPVL,NULL,NULL
9dJK05,NULL,NULL
24x6G9,NULL,NULL
rlrZQ2,NULL,NULL
YZzA1B,NULL,NULL
xdNW7d,"National chain (e.g. Starbucks, Dunkin)",NULL
xdNW7d,Specialty coffee shop,NULL
xdNW7d,Local cafe,NULL
ylqaBg,NULL,NULL
jB9V84,NULL,NULL
vNx95D,NULL,NULL
LdM22p,NULL,NULL
NABZ2j,NULL,NULL
RzB9yj,NULL,NULL
qbElqg,NULL,NULL
GrBPPk,NULL,NULL
DVvGQq,NULL,NULL
EPbOpX,NULL,NULL
6dQBgk,NULL,NULL
VZ16Wy,"National chain (e.g. Starbucks, Dunkin)",NULL
VZ16Wy,Local cafe,NULL
VZ16Wy,Specialty coffee shop,NULL
VZ16Wy,Drive-thru,NULL
GrBP8o,NULL,NULL
MAdxWM,NULL,NULL
J2k4Po,NULL,NULL
GrBP2o,NULL,NULL
1r2a1W,NULL,NULL
AlbXXz,NULL,NULL
lNlExk,NULL,NULL
EPbRko,NULL,NULL
g5NoBl,NULL,NULL
LdM2A1,NULL,NULL
24x6QL,Drive-thru,NULL
24x6QL,"National chain (e.g. Starbucks, Dunkin)",NULL
24x6QL,Local cafe,NULL
bl4pZ2,NULL,NULL
oAVj4V,NULL,NULL
QABQ6p,Specialty coffee shop,NULL
XeBbbY,Specialty coffee shop,NULL
XeBbbY,Local cafe,NULL
XeBbbY,"National chain (e.g. Starbucks, Dunkin)",NULL
XeBbbY,Drive-thru,NULL
KMBjKV,Local cafe,NULL
KMBjKV,Specialty coffee shop,NULL
24x62j,NULL,NULL
oAVjrV,NULL,NULL
aBrMWv,NULL,NULL
9dJK8Q,NULL,NULL
rlrZZR,NULL,NULL
pLP2pB,NULL,NULL
24x6qV,NULL,NULL
EPbRKq,NULL,NULL
KMBEYM,NULL,NULL
qbElrG,"National chain (e.g. Starbucks, Dunkin)",NULL
qbElrG,Drive-thru,NULL
1r2aol,NULL,NULL
RzB9XJ,NULL,NULL
rlrZ8R,NULL,NULL
5dq7BM,NULL,NULL
5dq7KM,NULL,NULL
oAVP61,NULL,NULL
1r2ajQ,Specialty coffee shop,NULL
5dq7bP,Local cafe,NULL
5dq7bP,"National chain (e.g. Starbucks, Dunkin)",NULL
DVv8kp,Specialty coffee shop,NULL
BGbRPN,"National chain (e.g. Starbucks, Dunkin)",NULL
BGbRPN,Local cafe,NULL
BGbRPN,Specialty coffee shop,NULL
BGbRPN,Deli or supermarket,NULL
YZzABW,NULL,NULL
zKQ6pq,NULL,NULL
zKQ9E8,NULL,NULL
vNxZPX,NULL,NULL
EPbRzo,Specialty coffee shop,NULL
EPbRzo,Local cafe,NULL
EPbRzo,"National chain (e.g. Starbucks, Dunkin)",NULL
9dJkGG,NULL,NULL
dY2yyK,NULL,NULL
42N6r5,NULL,NULL
eBxXOl,"National chain (e.g. Starbucks, Dunkin)",NULL
eBxXOl,Local cafe,NULL
7d9krR,NULL,NULL
PABxD0,NULL,NULL
24x6qp,NULL,NULL
ZdR7OA,NULL,NULL
pLPEBP,NULL,NULL
YZzA85,Specialty coffee shop,NULL
AlbgPB,NULL,NULL
GrBPEL,NULL,NULL
OABNO7,NULL,NULL
dY2M0N,NULL,NULL
oAVP25,NULL,NULL
VZ1eGE,NULL,NULL
jB9RlY,NULL,NULL
6dQBXB,NULL,NULL
rlrZzv,Specialty coffee shop,NULL
J2kPqY,NULL,NULL
EPbOGB,NULL,NULL
eBxJ5E,NULL,NULL
ylqQJ6,"National chain (e.g. Starbucks, Dunkin)",NULL
ylqQJ6,Specialty coffee shop,NULL
ylqQJ6,Local cafe,NULL
QABZ2g,NULL,NULL
EPbRPl,NULL,NULL
bl4JPg,NULL,NULL
vNxZGA,NULL,NULL
YZz6ZN,NULL,NULL
0Ej9d0,"National chain (e.g. Starbucks, Dunkin)",NULL
AlbgBo,NULL,NULL
0Ej9BQ,NULL,NULL
1r2eXO,NULL,NULL
VZ16WM,NULL,NULL
vNx9oQ,NULL,NULL
GrBGvj,NULL,NULL
g5Nl9M,NULL,NULL
qbEl89,NULL,NULL
9dJkdE,Specialty coffee shop,NULL
VZ162v,NULL,NULL
bl4pVe,NULL,NULL
lNlG7v,NULL,NULL
aBrM8q,NULL,NULL
RzBNoP,NULL,NULL
EPbRQ2,NULL,NULL
ZdR7dV,NULL,NULL
8dpBdl,Local cafe,NULL
xdNqrJ,NULL,NULL
GrBGlQ,NULL,NULL
ZdRB40,NULL,NULL
7d9AW2,NULL,NULL
PABqMQ,Specialty coffee shop,NULL
PABqMQ,Drive-thru,NULL
PABqMQ,Deli or supermarket,NULL
jB9RGa,NULL,NULL
0Ej9V0,NULL,NULL
g5Nl5P,Specialty coffee shop,NULL
g5Nl5P,Local cafe,NULL
Albgdl,NULL,NULL
42N6Ak,NULL,NULL
zKQ9ME,NULL,NULL
DVv85N,NULL,NULL
VZ1e8M,NULL,NULL
aBrLEb,NULL,NULL
24x6Wj,NULL,NULL
pLPEL1,NULL,NULL
qbErYG,NULL,NULL
6dQlWP,NULL,NULL
OAB2Aa,NULL,NULL
OAB2b7,Specialty coffee shop,NULL
vNxZMd,NULL,NULL
eBxXVe,NULL,NULL
DVvG6Z,NULL,NULL
QABQqX,NULL,NULL
ZdR7Dy,Local cafe,NULL
ZdR7Dy,Specialty coffee shop,NULL
ZdR7Dy,Deli or supermarket,NULL
GrBGXp,NULL,NULL
rlr4PX,NULL,NULL
LdMr0l,"National chain (e.g. Starbucks, Dunkin)",NULL
LdMr0l,Local cafe,NULL
LdMr0l,Specialty coffee shop,NULL
LdMr0l,Deli or supermarket,NULL
eBxJ00,NULL,NULL
zKQ90R,NULL,NULL
J2kPVo,NULL,NULL
42N6jr,"National chain (e.g. Starbucks, Dunkin)",NULL
42N6jr,Deli or supermarket,NULL
qbErd5,NULL,NULL
8dpBAO,NULL,NULL
DVv81l,NULL,NULL
PABxBV,NULL,NULL
5dq7jb,NULL,NULL
1r2ePM,NULL,NULL
1r2e7b,NULL,NULL
ZdR71z,NULL,NULL
LdMrWJ,Local cafe,NULL
LdMrWJ,"National chain (e.g. Starbucks, Dunkin)",NULL
LdMrWJ,Specialty coffee shop,NULL
6dQlOJ,NULL,NULL
KMBEyk,Local cafe,NULL
KMBEyk,"National chain (e.g. Starbucks, Dunkin)",NULL
bl4pNL,NULL,NULL
xdNq0r,NULL,NULL
eBxJYO,NULL,NULL
VZ162J,Deli or supermarket,NULL
VZ162J,Local cafe,NULL
rlr4p5,NULL,NULL
6dQl1k,NULL,NULL
aBrLk9,NULL,NULL
jB9R0a,NULL,NULL
5dq786,NULL,NULL
zKQ92a,NULL,NULL
42N6zO,NULL,NULL
1r2erg,NULL,NULL
LdMrq2,NULL,NULL
MAd4VX,NULL,NULL
42N69k,NULL,NULL
PABxYe,NULL,NULL
GrBGy2,Local cafe,NULL
EPbRb4,NULL,NULL
ZdR7ya,NULL,NULL
bl4Jbo,NULL,NULL
lNlG96,NULL,NULL
ZdR7ga,NULL,NULL
xdNWOy,NULL,NULL
42N6Ro,NULL,NULL
zKQ9BZ,NULL,NULL
5dq7GE,Specialty coffee shop,NULL
5dq7GE,Local cafe,NULL
g5NlDN,NULL,NULL
42N6Do,NULL,NULL
WApWXL,NULL,NULL
AlbgaB,Specialty coffee shop,Online through roasters
AlbgaB,Other,Online through roasters
AlbgaB,Local cafe,Online through roasters
xdNqlo,NULL,NULL
KMBE2z,NULL,NULL
5dq7xv,NULL,NULL
QABZZY,NULL,NULL
MAdx0p,NULL,NULL
WApWgP,NULL,NULL
eBxJ8J,NULL,NULL
42N6Ob,NULL,NULL
WApWkQ,NULL,NULL
KMBEEg,NULL,NULL
6dQldA,NULL,NULL
rlr40N,NULL,NULL
DVv8QN,NULL,NULL
WApW6L,Local cafe,NULL
g5NlBD,NULL,NULL
QABZOp,NULL,NULL
KMBEgk,NULL,NULL
VZ1eAl,NULL,NULL
YZz62W,"National chain (e.g. Starbucks, Dunkin)",NULL
YZz62W,Local cafe,NULL
OAB2Yg,NULL,NULL
8dpBBl,NULL,NULL
VZ1e6j,NULL,NULL
WApWWe,Drive-thru,NULL
rlr4e2,NULL,NULL
6dQlqY,NULL,NULL
8dpB2A,NULL,NULL
NABj2p,NULL,NULL
oAVPaM,NULL,NULL
DVv89p,NULL,NULL
jB9RLJ,NULL,NULL
rlrZXl,NULL,NULL
XeBbpg,NULL,NULL
ZdR7e0,NULL,NULL
WApWQJ,NULL,NULL
XeBaWz,NULL,NULL
xdNqzG,NULL,NULL
WApWxv,NULL,NULL
AlbgoD,NULL,NULL
dY2MBK,NULL,NULL
aBrROv,"National chain (e.g. Starbucks, Dunkin)",NULL
jB9jDa,NULL,NULL
jB9RO4,Local cafe,NULL
jB9RO4,Specialty coffee shop,NULL
EPbRj4,"National chain (e.g. Starbucks, Dunkin)",NULL
EPbRj4,Drive-thru,NULL
8dpX1O,NULL,NULL
OAB6l8,NULL,NULL
J2kPNR,NULL,NULL
ylqBN4,NULL,NULL
LdMrQp,NULL,NULL
42N6WX,NULL,NULL
RzBAWd,NULL,NULL
oAVq21,NULL,NULL
BGbyPK,Specialty coffee shop,NULL
OAB648,NULL,NULL
KMB9Q8,NULL,NULL
rlr4zR,NULL,NULL
5dq7WE,NULL,NULL
eBxV50,NULL,NULL
vNxlyd,NULL,NULL
LdMePG,NULL,NULL
EPbRyr,NULL,NULL
vNxZ70,NULL,NULL
9dJ8D1,NULL,NULL
WApLzP,NULL,NULL
NABaJp,NULL,NULL
9dJ8Np,NULL,NULL
AlbEzk,Local cafe,NULL
AlbEzk,Specialty coffee shop,NULL
MAdWKM,NULL,NULL
EPb2PL,NULL,NULL
xdNAp9,NULL,NULL
5dqJKo,NULL,NULL
rlrejl,Specialty coffee shop,NULL
rlrejl,"National chain (e.g. Starbucks, Dunkin)",NULL
7d9yRP,NULL,NULL
rlre6L,NULL,NULL
DVvjzj,NULL,NULL
dY2Oqo,NULL,NULL
AlbE6y,NULL,NULL
pLPQP1,NULL,NULL
J2kQlJ,NULL,NULL
EPb20A,NULL,NULL
BGbrD1,Drive-thru,NULL
RzBABK,NULL,NULL
oAVqB5,Specialty coffee shop,NULL
oAVqB5,"National chain (e.g. Starbucks, Dunkin)",NULL
ylqB9p,"National chain (e.g. Starbucks, Dunkin)",NULL
ylqB9p,Specialty coffee shop,NULL
xdNAQE,NULL,NULL
1r2LM4,NULL,NULL
rlredX,Specialty coffee shop,NULL
rlredX,Local cafe,NULL
rlredX,"National chain (e.g. Starbucks, Dunkin)",NULL
vNxlql,NULL,NULL
XeBplg,NULL,NULL
EPb2do,Drive-thru,NULL
24xW0D,"National chain (e.g. Starbucks, Dunkin)",NULL
oAVqvP,NULL,NULL
J2kQMR,NULL,NULL
lNlxDk,NULL,NULL
ylqBx6,NULL,NULL
GrBZqL,NULL,NULL
lNlxzk,NULL,NULL
ZdRMve,NULL,NULL
jB9jga,NULL,NULL
aBrRzB,NULL,NULL
oAVq0b,NULL,NULL
XeBpQg,NULL,NULL
pLPQ48,Local cafe,NULL
8dpXyx,Specialty coffee shop,NULL
oAVqaV,NULL,NULL
6dQgAY,Specialty coffee shop,NULL
xdNAoy,NULL,NULL
ylqBoX,NULL,NULL
eBxV8q,NULL,NULL
oAVqa1,NULL,NULL
24xpyV,NULL,NULL
0EjKGN,Local cafe,NULL
0EjKGN,Specialty coffee shop,NULL
1r2LyW,NULL,NULL
NABavG,NULL,NULL
oAVq6P,NULL,NULL
YZz1bq,NULL,NULL
EPb2gX,NULL,NULL
PAB78B,NULL,NULL
8dpX8r,NULL,NULL
WApLda,NULL,NULL
0EjKy6,NULL,NULL
YZz1A0,NULL,NULL
g5NEKJ,NULL,NULL
xdNA59,NULL,NULL
dY2Ooz,NULL,NULL
NABaRj,NULL,NULL
QABbZl,NULL,NULL
5dqJoM,Specialty coffee shop,NULL
5dqJoM,"National chain (e.g. Starbucks, Dunkin)",NULL
5dqJoM,Local cafe,NULL
rlreXp,NULL,NULL
8dpXYA,NULL,NULL
KMB9AM,NULL,NULL
WApLLL,NULL,NULL
AlbEVy,NULL,NULL
vNxl7g,NULL,NULL
GrBZNe,NULL,NULL
YZz18v,NULL,NULL
AlbkLk,NULL,NULL
7d9yy6,"National chain (e.g. Starbucks, Dunkin)",NULL
7d9yy6,Specialty coffee shop,NULL
ylqB1g,Specialty coffee shop,NULL
ylqB1g,"National chain (e.g. Starbucks, Dunkin)",NULL
ylqB1g,Local cafe,NULL
PAB7M1,NULL,NULL
zKQVxM,NULL,NULL
lNlx8p,NULL,NULL
5dqNjo,NULL,NULL
GrBMKZ,Specialty coffee shop,NULL
GrBMKZ,"National chain (e.g. Starbucks, Dunkin)",NULL
GrBMKZ,Local cafe,NULL
jB9j11,NULL,NULL
5dqJYM,"National chain (e.g. Starbucks, Dunkin)",NULL
