submission_id,purchase,purchase_other
7d4NML,NULL,NULL
24Or0b,NULL,NULL
QA80QA,NULL,NULL
KM80XK,Specialty coffee shop,NULL
KM80XK,Local cafe,NULL
8djGNl,NULL,NULL
oAlOxx,Local cafe,NULL
oAlOxx,Specialty coffee shop,NULL
oAloDO,NULL,NULL
OA80vA,NULL,NULL
Rz8L7Q,NULL,NULL
0EoLb0,Specialty coffee shop,NULL
GrYLqQ,NULL,NULL
KM8Lgg,Specialty coffee shop,NULL
KM8Lgg,Local cafe,NULL
KM8Lgg,Deli or supermarket,NULL
KM8Lgg,Drive-thru,NULL
KM8Lgg,"National chain (e.g. Starbucks, Dunkin)",NULL
zKWJ7k,Specialty coffee shop,NULL
zKWJ7k,Local cafe,NULL
dYQjYd,NULL,NULL
AlWDde,NULL,NULL
WAlYYN,NULL,NULL
5dEvMP,Local cafe,Roasting friend
5dEvMP,Other,Roasting friend
YZVYvz,NULL,NULL
dYQjpN,Other,Make a pot from home that I take with me.
EP8Dr2,NULL,NULL
NA8Y1O,NULL,NULL
OA8Yxa,NULL,NULL
42PveX,NULL,NULL
eB92Gx,Other,Roasting friend
GrYDNp,NULL,NULL
oAldrV,Specialty coffee shop,NULL
NA8Yvp,"National chain (e.g. Starbucks, Dunkin)",NULL
NA8Yvp,Specialty coffee shop,NULL
kYOWV1,NULL,NULL
qbjKvY,NULL,NULL
DV0JEj,NULL,NULL
pL472P,NULL,NULL
yleEB8,NULL,NULL
42PoWY,Specialty coffee shop,NULL
0Eo8pZ,Deli or supermarket,NULL
NA805j,NULL,NULL
jBG96E,NULL,NULL
zKWQja,NULL,NULL
42PN8B,NULL,NULL
42PN2B,NULL,NULL
GrYBJQ,NULL,NULL
WAlpBj,NULL,NULL
VZo1bM,NULL,NULL
EP8bar,Specialty coffee shop,NULL
EP8bar,"National chain (e.g. Starbucks, Dunkin)",NULL
8djpW5,NULL,NULL
kYORko,Local cafe,NULL
kYORko,"National chain (e.g. Starbucks, Dunkin)",NULL
VZo1BJ,"National chain (e.g. Starbucks, Dunkin)",NULL
VZo1BJ,Specialty coffee shop,NULL
VZo1BJ,Local cafe,NULL
J28kGo,Specialty coffee shop,NULL
J28kGo,Local cafe,NULL
vNqxbv,NULL,NULL
vNqxp0,NULL,NULL
AlWbko,NULL,NULL
0EojW0,NULL,NULL
VZo1el,NULL,NULL
lNVlPX,NULL,NULL
Ld5MLO,"National chain (e.g. Starbucks, Dunkin)",NULL
Ld5MLO,Local cafe,NULL
aBZjQZ,NULL,NULL
XeOBKz,NULL,NULL
xd90dy,NULL,NULL
jBG0la,NULL,NULL
vNq0Xl,NULL,NULL
XeORJY,NULL,NULL
6dr1OO,NULL,NULL
GrYoqQ,Local cafe,NULL
VZo946,NULL,NULL
1rGbOg,Specialty coffee shop,NULL
AlW6Nz,NULL,NULL
eB9Nlk,NULL,NULL
Rz8Z7p,NULL,NULL
PA82QV,"National chain (e.g. Starbucks, Dunkin)",NULL
VZo91E,NULL,NULL
J288qz,Specialty coffee shop,NULL
J288qz,Deli or supermarket,NULL
J288qz,Local cafe,NULL
Rz88xv,NULL,NULL
24OOAe,NULL,NULL
6drrRk,NULL,NULL
xd99Ny,NULL,NULL
J288B7,NULL,NULL
DV00VZ,NULL,NULL
MA88WM,NULL,NULL
vNqq14,NULL,NULL
xd99Gr,NULL,NULL
7d4JOR,NULL,NULL
5dE89b,NULL,NULL
VZovVj,NULL,NULL
oAlKke,NULL,NULL
42PAoA,Specialty coffee shop,NULL
42PAoA,Local cafe,NULL
YZVpBz,NULL,NULL
WAlD0e,NULL,NULL
aBZAYE,NULL,NULL
5dEeb6,Local cafe,NULL
5dEeb6,Drive-thru,NULL
5dEeb6,Specialty coffee shop,NULL
5dEeb6,"National chain (e.g. Starbucks, Dunkin)",NULL
aBZK8b,Local cafe,NULL
aBZK8b,"National chain (e.g. Starbucks, Dunkin)",NULL
7d4aDz,NULL,NULL
xd9R4v,NULL,NULL
zKWGyq,NULL,NULL
aBZAD2,NULL,NULL
BG8jLe,Specialty coffee shop,NULL
BG8jLe,Local cafe,NULL
6drWyB,Local cafe,NULL
NA8Mj0,NULL,NULL
GrYq4p,NULL,NULL
aBZAWW,NULL,NULL
jBGkaJ,NULL,NULL
8djRol,NULL,NULL
g5WkQK,NULL,NULL
vNqdzg,NULL,NULL
PA8GWe,NULL,NULL
zKWLyk,NULL,NULL
eB9v7O,NULL,NULL
YZVkOB,Specialty coffee shop,NULL
YZVkOB,Local cafe,NULL
blNvR1,NULL,NULL
lNVvz6,NULL,NULL
QA8kPp,NULL,NULL
0EoaXN,"National chain (e.g. Starbucks, Dunkin)",NULL
0EoaXN,Specialty coffee shop,NULL
0EoaXN,Drive-thru,NULL
9d24ZK,NULL,NULL
24O70L,NULL,NULL
lNVv5V,NULL,NULL
BG8eRe,NULL,NULL
Ld5oZj,Deli or supermarket,NULL
Ld5oZj,Specialty coffee shop,NULL
KM8R9z,NULL,NULL
ylegqW,NULL,NULL
jBGgEQ,"National chain (e.g. Starbucks, Dunkin)",NULL
7d4jzR,Deli or supermarket,NULL
7d4jzR,"National chain (e.g. Starbucks, Dunkin)",NULL
NA8gMW,Local cafe,NULL
NA8gMW,Drive-thru,NULL
NA8gMW,Specialty coffee shop,NULL
0EolEy,Local cafe,NULL
0EolEy,Drive-thru,NULL
vNqpVl,NULL,NULL
rl2pWX,Local cafe,NULL
rl2pWX,Drive-thru,NULL
24OZrj,NULL,NULL
24OZ99,NULL,NULL
GrYyvj,NULL,NULL
aBZo4W,NULL,NULL
GrYyv2,NULL,NULL
oAlpr1,NULL,NULL
blNyVg,NULL,NULL
kYOQN1,NULL,NULL
DV0Py5,NULL,NULL
KM8Nkg,NULL,NULL
MA82rp,Specialty coffee shop,NULL
MA82rp,Local cafe,NULL
MA82rp,Drive-thru,NULL
MA82rp,"National chain (e.g. Starbucks, Dunkin)",NULL
KM8718,NULL,NULL
DVABNq,NULL,NULL
PAvpP1,Local cafe,NULL
PAvpP1,Specialty coffee shop,NULL
aBK9lZ,NULL,NULL
7d1qYZ,Specialty coffee shop,NULL
7d1qYZ,"National chain (e.g. Starbucks, Dunkin)",NULL
7d1qYZ,Local cafe,NULL
aBK5GX,NULL,NULL
241AGA,NULL,NULL
oAK2l5,NULL,NULL
eBKaMk,NULL,NULL
g5Y9XO,Specialty coffee shop,NULL
g5Y9XO,"National chain (e.g. Starbucks, Dunkin)",NULL
g5Y9XO,Local cafe,NULL
AlAB5z,NULL,NULL
oAKGpN,NULL,NULL
zK2YQq,NULL,NULL
dYKdod,Local cafe,NULL
dYKdod,Specialty coffee shop,NULL
7d1xrR,Specialty coffee shop,NULL
7d1xrR,Local cafe,NULL
aBKYRX,NULL,NULL
oAKMjb,NULL,NULL
kYKybM,NULL,NULL
WADNek,NULL,NULL
NAM6Yp,Specialty coffee shop,NULL
NAM6Yp,Local cafe,NULL
jB5yQ9,NULL,NULL
yljly0,NULL,NULL
oAKBJe,NULL,NULL
eBKAGk,NULL,NULL
KMv6KK,"National chain (e.g. Starbucks, Dunkin)",NULL
vNE2Zl,NULL,NULL
KMvLNM,NULL,NULL
lNKWjB,Specialty coffee shop,NULL
lNKWjB,Local cafe,NULL
PAvXE5,NULL,NULL
9dpvKG,NULL,NULL
0E1vgN,"National chain (e.g. Starbucks, Dunkin)",NULL
OAdJzR,Specialty coffee shop,NULL
OAdJzR,"National chain (e.g. Starbucks, Dunkin)",NULL
OAdJzR,Local cafe,NULL
pLRWYb,NULL,NULL
5d8GLd,NULL,NULL
1rDJYl,NULL,NULL
241vE9,NULL,NULL
rlGraX,NULL,NULL
KMvJZX,NULL,NULL
BGADYN,NULL,NULL
g5YNYd,NULL,NULL
YZpzy0,NULL,NULL
OAdBMa,Specialty coffee shop,NULL
OAdBMa,Local cafe,NULL
OAdBMa,"National chain (e.g. Starbucks, Dunkin)",NULL
dYK2oV,NULL,NULL
vNE0Dd,Other,BYOC
J2XkXd,NULL,NULL
vNE0Y8,NULL,NULL
DVAXPb,NULL,NULL
EPv8WN,NULL,NULL
YZpVlq,NULL,NULL
jB5MEY,NULL,NULL
42AA2k,NULL,NULL
DVAAYl,NULL,NULL
g5YW51,NULL,NULL
WADM8v,NULL,NULL
NAMbXp,NULL,NULL
1rDDZO,NULL,NULL
qboJdg,"National chain (e.g. Starbucks, Dunkin)",NULL
0E11K6,NULL,NULL
pLRJ9y,Local cafe,NULL
pLRJ9y,Specialty coffee shop,NULL
QAvzjk,NULL,NULL
EPvZjN,Specialty coffee shop,NULL
xd4RKr,NULL,NULL
42Ap4O,NULL,NULL
0E1D5Z,NULL,NULL
g5YkOd,Local cafe,NULL
ZdvD8z,Local cafe,NULL
ZdvD8z,"National chain (e.g. Starbucks, Dunkin)",NULL
ZdvD8z,Specialty coffee shop,NULL
lNKMov,NULL,NULL
rlGJKR,NULL,NULL
RzvkQl,NULL,NULL
241oZD,NULL,NULL
aBKzLq,Specialty coffee shop,NULL
Xe1QPj,"National chain (e.g. Starbucks, Dunkin)",NULL
GrX79O,NULL,NULL
DVAW05,NULL,NULL
MAvG7g,NULL,NULL
QAv458,Local cafe,NULL
QAv458,Specialty coffee shop,NULL
KMvO2z,NULL,NULL
8dAEWk,NULL,NULL
VZvdYN,Local cafe,NULL
BGADV5,NULL,NULL
yljg5d,NULL,NULL
pLR9Z1,NULL,NULL
pLR1jb,NULL,NULL
g5YxdK,Specialty coffee shop,NULL
7d1ge9,NULL,NULL
oAKaVP,NULL,NULL
ZdvLxe,NULL,NULL
lNK9jV,NULL,NULL
PAvLGe,NULL,NULL
Xe1dzY,NULL,NULL
6dAGGe,NULL,NULL
7d1YLZ,NULL,NULL
vNEaD0,NULL,NULL
pLRNKb,NULL,NULL
zK2AN0,NULL,NULL
LdvjJ2,NULL,NULL
DVAoQj,NULL,NULL
xd4bKy,NULL,NULL
blKRbo,Specialty coffee shop,NULL
xd48r9,NULL,NULL
9dp0bY,NULL,NULL
Rzvqrp,NULL,NULL
GrXOqp,NULL,NULL
0E1qKB,NULL,NULL
GrXOXp,NULL,NULL
7d1rKL,NULL,NULL
Zdvr9y,NULL,NULL
vNE5Og,NULL,NULL
8dA45x,NULL,NULL
Xe1PKP,NULL,NULL
g5Y6KP,NULL,NULL
pLR20y,NULL,NULL
RzvqeQ,Local cafe,NULL
RzvqeQ,Specialty coffee shop,NULL
RzvqeQ,"National chain (e.g. Starbucks, Dunkin)",NULL
8dABok,NULL,NULL
8dAB1r,NULL,NULL
OAd2ZY,NULL,NULL
kYK2lj,Specialty coffee shop,NULL
kYK2lj,Local cafe,NULL
kYK2lj,Deli or supermarket,NULL
RzvADQ,Specialty coffee shop,NULL
RzvADQ,Local cafe,NULL
9dp82p,NULL,NULL
NAMaMQ,NULL,NULL
pLRElV,NULL,NULL
241pJj,NULL,NULL
jB5KdJ,NULL,NULL
eBKxvq,NULL,NULL
dYKPVN,NULL,NULL
GrYYvz,NULL,NULL
jB5Ne4,Specialty coffee shop,NULL
jB5Ne4,Deli or supermarket,NULL
5d8Rbo,NULL,NULL
7d1GbZ,NULL,NULL
OAdOL8,NULL,NULL
blK0G0,"National chain (e.g. Starbucks, Dunkin)",NULL
blK0G0,Specialty coffee shop,NULL
xd4kxy,NULL,NULL
g5YRyl,NULL,NULL
Xe1KVj,NULL,NULL
VZvREv,NULL,NULL
zK2p0M,NULL,NULL
J2XaDr,NULL,NULL
pLRj4B,NULL,NULL
yljKbW,NULL,NULL
VZvRWl,NULL,NULL
blY5eZ,NULL,NULL
Al47oW,NULL,NULL
lNYaNN,NULL,NULL
WAKOvP,NULL,NULL
8d6Nxl,NULL,NULL
jBJeBJ,NULL,NULL
QAz1z7,NULL,NULL
lNYBPN,NULL,NULL
PAbpo1,NULL,NULL
1rNdW1,NULL,NULL
oA5EQ1,Local cafe,NULL
KMW55V,NULL,NULL
Zd1Eao,Local cafe,NULL
VZbQlv,"National chain (e.g. Starbucks, Dunkin)",NULL
rlJOM2,NULL,NULL
8d6ZNA,NULL,NULL
NAbX0l,NULL,NULL
DVxplq,NULL,NULL
Xe84rd,NULL,NULL
blYW2Z,NULL,NULL
NAb78l,Other,wandering bear cold brew from home
oA5285,NULL,NULL
eB0aEx,NULL,NULL
vNJP54,Local cafe,NULL
vNJP54,"National chain (e.g. Starbucks, Dunkin)",NULL
vNJP54,Specialty coffee shop,NULL
RzbPjj,NULL,NULL
oA5GOM,"National chain (e.g. Starbucks, Dunkin)",NULL
Al4vRB,Specialty coffee shop,NULL
Al4vRB,"National chain (e.g. Starbucks, Dunkin)",NULL
Al4vRB,Local cafe,NULL
9dRQYG,NULL,NULL
24lNeL,Specialty coffee shop,NULL
24lNeL,Local cafe,NULL
9dRDjY,NULL,NULL
NAb6Pb,NULL,NULL
dY86Dq,NULL,NULL
vNJA6l,NULL,NULL
OAbzv7,Specialty coffee shop,NULL
eB0BZq,NULL,NULL
BGjXPN,NULL,NULL
9dRdbV,NULL,NULL
DVx1aR,NULL,NULL
J2eDgY,NULL,NULL
GrqJeo,NULL,NULL
Xe8YXY,Specialty coffee shop,NULL
VZbMby,NULL,NULL
RzbJ9v,NULL,NULL
VZb1Wv,NULL,NULL
qbJoAk,NULL,NULL
xdR4ro,NULL,NULL
PAbvbe,NULL,NULL
rlJGpv,Specialty coffee shop,NULL
VZbv6N,NULL,NULL
24l1RL,NULL,NULL
OAbV78,NULL,NULL
xdRgQy,NULL,NULL
5de0vv,"National chain (e.g. Starbucks, Dunkin)",NULL
5de0vv,Local cafe,NULL
g5JybJ,NULL,NULL
42p4kd,NULL,NULL
42paed,NULL,NULL
eB0ezx,Local cafe,NULL
eB0ezx,"National chain (e.g. Starbucks, Dunkin)",NULL
Ld69rj,NULL,NULL
aBaYav,NULL,NULL
DVZNMN,NULL,NULL
eBYArx,NULL,NULL
AljJve,NULL,NULL
J2WRlr,Local cafe,NULL
7dpxRz,NULL,NULL
PAGExV,NULL,NULL
PAG05P,NULL,NULL
8dRe5Y,NULL,NULL
RzVLkd,Specialty coffee shop,NULL
RzVLkd,Local cafe,NULL
Xe2EGV,Specialty coffee shop,NULL
Xe2EGV,Local cafe,NULL
42pjyB,"National chain (e.g. Starbucks, Dunkin)",NULL
42pjyB,Drive-thru,NULL
1rpMZg,NULL,NULL
GrQL1z,NULL,NULL
qbkKrG,NULL,NULL
rlkdNv,NULL,NULL
OAoB5M,NULL,NULL
bl62ee,NULL,NULL
GrQYrj,NULL,NULL
bl6Nr2,Specialty coffee shop,NULL
YZxV75,NULL,NULL
8dRAxz,Specialty coffee shop,NULL
BG2jrR,NULL,NULL
BG2j71,NULL,NULL
lNMvqk,NULL,NULL
5dpOVM,NULL,NULL
jBkEvR,NULL,NULL
ZdZWkv,NULL,NULL
dYkpxA,NULL,NULL
0EDlP0,NULL,NULL
42pdPB,NULL,NULL
zK1oKM,NULL,NULL
24Dylp,NULL,NULL
QAOaNl,NULL,NULL
KMaZGk,NULL,NULL
24DYOb,NULL,NULL
24DYpV,NULL,NULL
KMa2YK,NULL,NULL
dYkJoN,NULL,NULL
Ld6L9j,"National chain (e.g. Starbucks, Dunkin)",NULL
Ld6L9j,Specialty coffee shop,NULL
blYxP2,Specialty coffee shop,NULL
KMaj18,NULL,NULL
24DOYj,NULL,NULL
dYkydo,Specialty coffee shop,NULL
Ld68Ay,NULL,NULL
RzVOOv,NULL,NULL
yldOGB,NULL,NULL
oAkX95,NULL,NULL
Ld6lQ2,Specialty coffee shop,NULL
Ld6lQ2,Local cafe,NULL
Ld6lQ2,"National chain (e.g. Starbucks, Dunkin)",NULL
oAkXAP,NULL,NULL
aBa8l9,NULL,NULL
qbkxdk,NULL,NULL
lNMoMv,NULL,NULL
J2Wa7X,NULL,NULL
J2M1ko,Other,Bean-to-cup machine at gas station
7dMLqa,Drive-thru,NULL
7dMLqa,"National chain (e.g. Starbucks, Dunkin)",NULL
7dMLqa,Local cafe,NULL
42zJob,NULL,NULL
MAMNrY,NULL,NULL
eBvrAl,NULL,NULL
BG0pZK,NULL,NULL
VZDzDg,NULL,NULL
ZdDdjy,NULL,NULL
pLvp8J,NULL,NULL
J2M4vz,Local cafe,NULL
lNvxGB,NULL,NULL
jBv18R,NULL,NULL
42zgZb,NULL,NULL
BG0OK1,Specialty coffee shop,NULL
BG0OK1,Local cafe,NULL
24o8aA,NULL,NULL
kYzalJ,NULL,NULL
42OQ7r,NULL,NULL
NAPD6p,NULL,NULL
zKdykZ,NULL,NULL
RzjoPd,NULL,NULL
jBzo99,NULL,NULL
Grb9O2,"National chain (e.g. Starbucks, Dunkin)",NULL
g5z9gM,NULL,NULL
OAE5V7,Drive-thru,NULL
OAE5V7,"National chain (e.g. Starbucks, Dunkin)",NULL
OAE5V7,Specialty coffee shop,NULL
OAE5V7,Local cafe,NULL
5dVzNP,NULL,NULL
DVaVJ5,NULL,NULL
7dEobZ,NULL,NULL
9d4vR4,NULL,NULL
vNzL7d,NULL,NULL
GrbJYp,NULL,NULL
Al96kN,NULL,NULL
MAV78l,NULL,NULL
Al9jbl,NULL,NULL
24oDgL,NULL,NULL
blzzoL,NULL,NULL
VZNxYM,NULL,NULL
DVaWjl,Local cafe,NULL
DVaWjl,Specialty coffee shop,NULL
DVaWjl,Drive-thru,NULL
DVaWjl,"National chain (e.g. Starbucks, Dunkin)",NULL
KMGOe7,NULL,NULL
blzgY1,NULL,NULL
KMGOjK,NULL,NULL
LdOgG1,NULL,NULL
yl1GZ8,NULL,NULL
Zdegkz,Specialty coffee shop,NULL
Zdegkz,Local cafe,NULL
Zdegkz,Deli or supermarket,NULL
BGe5v5,NULL,NULL
eBz8bE,NULL,NULL
xdz8yk,NULL,NULL
oAzL9x,NULL,NULL
0EkEeB,NULL,NULL
QA4GOY,Specialty coffee shop,NULL
QA4GOY,"National chain (e.g. Starbucks, Dunkin)",NULL
QA4GOY,Local cafe,NULL
9d4eBQ,NULL,NULL
rlYNrp,Specialty coffee shop,NULL
rlYNrp,Local cafe,NULL
rlYNrp,Drive-thru,NULL
rlqy52,NULL,NULL
qbN5N7,NULL,NULL
AlQKkB,NULL,NULL
8dEazr,NULL,NULL
DVWzjb,NULL,NULL
oAxM95,NULL,NULL
lN4RDV,NULL,NULL
jBEq21,NULL,NULL
QAEpMA,"National chain (e.g. Starbucks, Dunkin)",NULL
QAEpMA,Specialty coffee shop,NULL
QAEpMA,Drive-thru,NULL
xd67ZE,NULL,NULL
WAZarR,NULL,NULL
OAVNZK,NULL,NULL
jBEVgx,NULL,NULL
aBlMgq,NULL,NULL
oAxPWX,NULL,NULL
qbN99Y,NULL,NULL
Ldo8Pz,NULL,NULL
0EAKN6,NULL,NULL
J2BN4o,"National chain (e.g. Starbucks, Dunkin)",NULL
J2BN4o,Local cafe,NULL
9dxN61,NULL,NULL
xdgr4o,NULL,NULL
LdVpav,NULL,NULL
BG67VA,NULL,NULL
Xe90az,Specialty coffee shop,NULL
1rO7Wp,NULL,NULL
dYzkGz,NULL,NULL
kYgAej,NULL,NULL
1rOvvQ,NULL,NULL
1rOvMQ,NULL,NULL
Rz2JQv,NULL,NULL
ZdWzBV,NULL,NULL
24VxvM,NULL,NULL
pL54N8,NULL,NULL
QAjOAg,NULL,NULL
42EpEY,NULL,NULL
PA44VP,NULL,NULL
vNgpPD,NULL,NULL
g5ggRM,"National chain (e.g. Starbucks, Dunkin)",NULL
g5ggRM,Drive-thru,NULL
g5ggRM,Local cafe,NULL
g5ggRM,Specialty coffee shop,NULL
rlgbDN,NULL,NULL
0EGYe9,NULL,NULL
