submission_id,additions
XeBaWz,No - just black
xdNqzG,"No - just black, Sugar or sweetener, Flavor syrup"
WApWxv,No - just black
AlbgoD,No - just black
dY2MBK,No - just black
aBrROv,No - just black
jB9jDa,"Flavor syrup, No - just black, Milk, dairy alternative, or coffee creamer"
jB9RO4,"No - just black, Milk, dairy alternative, or coffee creamer"
EPbRj4,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
8dpX1O,No - just black
OAB6l8,"Milk, dairy alternative, or coffee creamer"
J2kPNR,No - just black
ylqBN4,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
LdMrQp,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
42N6WX,No - just black
RzBAWd,No - just black
oAVq21,No - just black
BGbyPK,"Milk, dairy alternative, or coffee creamer"
OAB648,"Milk, dairy alternative, or coffee creamer, No - just black"
KMB9Q8,No - just black
rlr4zR,No - just black
5dq7WE,"Milk, dairy alternative, or coffee creamer"
eBxV50,"Milk, dairy alternative, or coffee creamer"
vNxlyd,"Milk, dairy alternative, or coffee creamer"
LdMePG,No - just black
EPbRyr,No - just black
vNxZ70,No - just black
9dJ8D1,No - just black
WApLzP,"No - just black, Milk, dairy alternative, or coffee creamer"
NABaJp,No - just black
9dJ8Np,"Milk, dairy alternative, or coffee creamer"
AlbEzk,No - just black
MAdWKM,"Milk, dairy alternative, or coffee creamer"
EPb2PL,"Milk, dairy alternative, or coffee creamer"
xdNAp9,"Milk, dairy alternative, or coffee creamer"
5dqJKo,No - just black
rlrejl,No - just black
7d9yRP,No - just black
rlre6L,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
DVvjzj,"Milk, dairy alternative, or coffee creamer"
dY2Oqo,"Milk, dairy alternative, or coffee creamer"
AlbE6y,No - just black
pLPQP1,"Milk, dairy alternative, or coffee creamer"
J2kQlJ,No - just black
EPb20A,No - just black
BGbrD1,"Milk, dairy alternative, or coffee creamer"
RzBABK,No - just black
oAVqB5,"No - just black, Milk, dairy alternative, or coffee creamer"
ylqB9p,"Milk, dairy alternative, or coffee creamer"
xdNAQE,No - just black
1r2LM4,No - just black
rlredX,"Milk, dairy alternative, or coffee creamer"
vNxlql,No - just black
XeBplg,"No - just black, Milk, dairy alternative, or coffee creamer"
EPb2do,"No - just black, Milk, dairy alternative, or coffee creamer"
24xW0D,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
oAVqvP,"Milk, dairy alternative, or coffee creamer"
J2kQMR,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
lNlxDk,"No - just black, Milk, dairy alternative, or coffee creamer, Other"
ylqBx6,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
GrBZqL,No - just black
lNlxzk,No - just black
ZdRMve,"Milk, dairy alternative, or coffee creamer"
jB9jga,No - just black
aBrRzB,"Milk, dairy alternative, or coffee creamer"
oAVq0b,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
XeBpQg,No - just black
pLPQ48,"Milk, dairy alternative, or coffee creamer"
8dpXyx,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
oAVqaV,"No - just black, Milk, dairy alternative, or coffee creamer"
6dQgAY,No - just black
xdNAoy,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
ylqBoX,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
eBxV8q,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
oAVqa1,No - just black
24xpyV,"Milk, dairy alternative, or coffee creamer"
0EjKGN,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup"
1r2LyW,"No - just black, Milk, dairy alternative, or coffee creamer"
NABavG,No - just black
oAVq6P,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
YZz1bq,"Milk, dairy alternative, or coffee creamer"
EPb2gX,No - just black
PAB78B,No - just black
8dpX8r,No - just black
WApLda,No - just black
0EjKy6,No - just black
YZz1A0,"Milk, dairy alternative, or coffee creamer"
g5NEKJ,"Milk, dairy alternative, or coffee creamer"
xdNA59,"No - just black, Milk, dairy alternative, or coffee creamer"
dY2Ooz,No - just black
NABaRj,No - just black
QABbZl,"Milk, dairy alternative, or coffee creamer"
5dqJoM,"Milk, dairy alternative, or coffee creamer"
rlreXp,No - just black
8dpXYA,No - just black
KMB9AM,No - just black
WApLLL,No - just black
AlbEVy,No - just black
vNxl7g,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
GrBZNe,No - just black
YZz18v,No - just black
AlbkLk,
7d9yy6,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
ylqB1g,"Milk, dairy alternative, or coffee creamer"
PAB7M1,No - just black
zKQVxM,No - just black
lNlx8p,"No - just black, Milk, dairy alternative, or coffee creamer"
5dqNjo,No - just black
GrBMKZ,"Milk, dairy alternative, or coffee creamer, No - just black"
jB9j11,No - just black
5dqJYM,"Milk, dairy alternative, or coffee creamer, No - just black"
kYR2Dr,No - just black
zKQV7a,"Milk, dairy alternative, or coffee creamer"
8dp9Nz,"Milk, dairy alternative, or coffee creamer, Flavor syrup, No - just black"
vNxlRX,No - just black
9dJe7p,No - just black
VZ1Kkj,"Milk, dairy alternative, or coffee creamer"
WAp48j,No - just black
MAdWMA,No - just black
xdNGXv,No - just black
PABo6b,"No - just black, Milk, dairy alternative, or coffee creamer"
OAB6OM,No - just black
6dQqO5,
kYR2Ld,No - just black
0Ej4MZ,No - just black
BGbvpQ,No - just black
8dp9L5,No - just black
8dp9po,
EPbpKr,No - just black
MAd0AX,No - just black
DVvLzq,No - just black
XeBjEd,"No - just black, Milk, dairy alternative, or coffee creamer"
OABRPK,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
qbEyL9,"Milk, dairy alternative, or coffee creamer"
AlbkDW,No - just black
bl4axo,"Milk, dairy alternative, or coffee creamer"
DVvLV5,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
8dp9jk,No - just black
24x2LA,No - just black
GrBM1j,"Milk, dairy alternative, or coffee creamer"
1r2L1g,"Milk, dairy alternative, or coffee creamer"
9dJelG,"Milk, dairy alternative, or coffee creamer"
xdNG0E,"No - just black, Milk, dairy alternative, or coffee creamer"
24x2vA,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer, No - just black, Flavor syrup"
LdM8M2,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
MAd0Ml,"Milk, dairy alternative, or coffee creamer"
jB9KW6,"Milk, dairy alternative, or coffee creamer, No - just black"
NABz8N,No - just black
bl4aL2,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
J2ky8z,No - just black
ZdRxV0,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
PABo0Q,No - just black
g5NBYM,"Milk, dairy alternative, or coffee creamer"
0Ej4lB,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
QABGxl,No - just black
24x2DM,"Milk, dairy alternative, or coffee creamer"
MAd0qA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
ZdRxgB,No - just black
lNlp2B,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
42NZeo,
RzBOa9,No - just black
GrBMjZ,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
YZz2Ad,"Milk, dairy alternative, or coffee creamer"
dY274o,"No - just black, Milk, dairy alternative, or coffee creamer"
PABoP1,No - just black
GrBMEp,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
24x2qb,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
NABz2Q,No - just black
g5NB6d,No - just black
aBrWJv,No - just black
42NZA5,No - just black
RzBOyJ,No - just black
lNlp8B,"Milk, dairy alternative, or coffee creamer"
EPbp2o,"Milk, dairy alternative, or coffee creamer"
VZ1rGy,"Milk, dairy alternative, or coffee creamer"
kYRqad,No - just black
0Ej4X0,No - just black
eBxbko,No - just black
lNlQrN,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
bl4P96,No - just black
MAd0WY,No - just black
9dJe8G,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
vNxkjX,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
VZ1rXg,"No - just black, Milk, dairy alternative, or coffee creamer"
zKQVV8,No - just black
QABGgl,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
EPb9ll,No - just black
24x26V,No - just black
AlbZBe,No - just black
ylqLXd,"Milk, dairy alternative, or coffee creamer"
qbEyyd,No - just black
KMBbM8,"Milk, dairy alternative, or coffee creamer"
9dJVXE,"Milk, dairy alternative, or coffee creamer"
zKQl7M,"Milk, dairy alternative, or coffee creamer"
pLParP,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
VZ1g0g,No - just black
GrBW9e,No - just black
aBrWpq,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
8dpOeO,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
5dqRxZ,"Milk, dairy alternative, or coffee creamer"
jB9Ne1,No - just black
KMBbo8,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
DVvQKl,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
dY2rYo,"No - just black, Milk, dairy alternative, or coffee creamer"
24x2Jb,No - just black
KMBbkK,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, No - just black"
ylqL9x,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
BGbNGQ,No - just black
g5N2AO,"Milk, dairy alternative, or coffee creamer"
eBx4zJ,"Milk, dairy alternative, or coffee creamer"
eBx4lx,"No - just black, Sugar or sweetener"
VZ1gxN,No - just black
EPb9Y2,No - just black
XeBX9e,"Milk, dairy alternative, or coffee creamer, Other"
oAVWQN,No - just black
6dQoVo,No - just black
vNxkK8,No - just black
NABzGb,No - just black
EPb9El,"Milk, dairy alternative, or coffee creamer"
pLPgv1,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
24x2lM,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
OABRKR,"No - just black, Milk, dairy alternative, or coffee creamer"
24xpWb,No - just black
lNlxeW,"No - just black, Milk, dairy alternative, or coffee creamer"
OAB6ER,"No - just black, Other"
DVvQbX,No - just black
jB9jR9,No - just black
KMBbAX,No - just black
rlr7bo,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
RzBppJ,
J2k7jK,"Milk, dairy alternative, or coffee creamer"
ZdR0bB,No - just black
bl4P1Z,"Milk, dairy alternative, or coffee creamer"
bl4Pag,No - just black
1r28gg,No - just black
BGbNr5,No - just black
42NeXb,No - just black
GrBWAZ,"No - just black, Milk, dairy alternative, or coffee creamer"
xdNKWr,No - just black
9dJVkQ,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
OABvZY,Other
42NeJo,No - just black
ylqV46,No - just black
pLP8oy,No - just black
5dqW9v,No - just black
NABG0O,No - just black
ylqVl8,No - just black
0EjNE9,No - just black
kYRMEZ,No - just black
8dp7Zk,No - just black
WApxEL,Other
EPbyLB,No - just black
GrB8Qo,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
xdNOZv,No - just black
24x02L,"No - just black, Milk, dairy alternative, or coffee creamer"
WApxeN,"Milk, dairy alternative, or coffee creamer"
J2k5Vo,"Milk, dairy alternative, or coffee creamer"
VZ129g,"Milk, dairy alternative, or coffee creamer"
NABGBl,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
VZ12oJ,No - just black
J2k5Md,No - just black
EPbyvX,No - just black
VZ12yl,No - just black
oAVXgX,No - just black
qbE0ek,No - just black
g5NKXM,No - just black
EPbyOl,
24xQRp,No - just black
dY2BOd,"Milk, dairy alternative, or coffee creamer"
PABVoe,No - just black
xdNO19,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
zKQPLq,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
vNxoVX,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
24xQGe,"Milk, dairy alternative, or coffee creamer, No - just black, Sugar or sweetener"
eBxkrJ,No - just black
rlrzbp,No - just black
xdNOWd,"No - just black, Milk, dairy alternative, or coffee creamer"
qbE09g,No - just black
VZ12rM,No - just black
pLPlyV,No - just black
GrB8jz,"Milk, dairy alternative, or coffee creamer"
pLPlbq,No - just black
24xM8L,"Milk, dairy alternative, or coffee creamer"
QABP67,No - just black
6dQaoJ,"Milk, dairy alternative, or coffee creamer"
PABVZx,"No - just black, Milk, dairy alternative, or coffee creamer"
RzB7Pp,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
QAB6Mg,"Milk, dairy alternative, or coffee creamer"
OABWXK,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
ylqWYp,"Milk, dairy alternative, or coffee creamer"
VZ1kGv,No - just black
bl40qo,No - just black
NABelG,No - just black
5dqy9M,No - just black
kYRVEJ,"No - just black, Milk, dairy alternative, or coffee creamer"
Alb1GN,"Milk, dairy alternative, or coffee creamer"
rlrxo5,No - just black
OABW5A,No - just black
zKQPpR,"No - just black, Milk, dairy alternative, or coffee creamer"
WApvYR,No - just black
xdNOlo,No - just black
NABe7W,No - just black
aBr8zB,No - just black
MAd98k,No - just black
xdNel5,No - just black
xdNe6r,No - just black
42NgdO,No - just black
5dqyVo,No - just black
QAB6JY,"Milk, dairy alternative, or coffee creamer"
DVvl9b,No - just black
DVvlbq,No - just black
qbE2M2,No - just black
5dqyoM,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
24xMzp,No - just black
42NgEk,"Milk, dairy alternative, or coffee creamer"
XeBKAd,No - just black
RzB7Qp,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
GrB2GQ,No - just black
MAd9WE,No - just black
oAV4YX,No - just black
g5NRxN,No - just black
42NgM5,No - just black
lNlPqW,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
aBr8JE,No - just black
42Ne8r,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup"
LdMQxO,No - just black
XeBK0d,"Milk, dairy alternative, or coffee creamer"
8dp00l,No - just black
ZdRpqV,"Milk, dairy alternative, or coffee creamer"
24xM5V,"No - just black, Milk, dairy alternative, or coffee creamer"
24xqAj,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
OABWqp,No - just black
9dJzzE,"Milk, dairy alternative, or coffee creamer"
7d9809,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
dY258K,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
YZzEjJ,"No - just black, Milk, dairy alternative, or coffee creamer"
PABMpV,No - just black
xdNkX5,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
LdMA7v,No - just black
1r2Zb4,
XeBKZP,"Milk, dairy alternative, or coffee creamer"
jB9dPx,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
42NWaY,No - just black
KMBq7X,"Milk, dairy alternative, or coffee creamer"
oAVry1,No - just black
QABgJk,No - just black
DVvl6p,"Milk, dairy alternative, or coffee creamer"
8dpveY,No - just black
DVvrvp,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
ylqKZX,No - just black
EPbjYr,"Flavor syrup, Sugar or sweetener"
VZ1RYl,No - just black
rlrNpR,No - just black
vNx710,No - just black
DVvrMl,No - just black
bl4B20,"Milk, dairy alternative, or coffee creamer"
WApGZk,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
7d9BgZ,Sugar or sweetener
PABaYx,No - just black
GrBNyk,"Milk, dairy alternative, or coffee creamer"
vNx7pD,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
24xqzL,No - just black
XeBVpd,No - just black
J2kayY,No - just black
jB9O5J,No - just black
aBrbpq,No - just black
XeBVZV,"No - just black, Milk, dairy alternative, or coffee creamer"
rlrx85,"Milk, dairy alternative, or coffee creamer"
eBxdOE,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
BGbO2e,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
NABKaW,No - just black
g5NyOD,"No - just black, Milk, dairy alternative, or coffee creamer"
ylqKLW,"No - just black, Milk, dairy alternative, or coffee creamer"
ylqK54,No - just black
ZdR4pA,No - just black
jB9dOY,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
1r2ZLO,No - just black
qbYZaO,No - just black
AlboEW,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
BGL4dR,"Milk, dairy alternative, or coffee creamer"
jB0DlJ,"Milk, dairy alternative, or coffee creamer"
eBNZDx,No - just black
J2VKAR,No - just black
jB0DQ4,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
0Ebr79,"Milk, dairy alternative, or coffee creamer"
qbYZR9,No - just black
yl0ZDB,No - just black
xd0xPo,No - just black
XeRlWY,"Sugar or sweetener, Flavor syrup, Milk, dairy alternative, or coffee creamer"
eBNZA0,No - just black
6d1J4N,
J2VKgX,
aBjN4X,No - just black
VZ9EVv,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
yl0Zep,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
7dJlza,No - just black
XeRlQe,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
WAe90j,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
dYZqdK,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
Al6PLz,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
eBNZzJ,No - just black
J2VKGX,No - just black
PABaAP,No - just black
YZoDgv,No - just black
24b8Y9,
ZdG5yV,No - just black
RzZK14,No - just black
LdE14p,Other
QAx2qG,No - just black
bl2Vy6,No - just black
Grovo2,No - just black
0Ebry9,No - just black
PA2jNB,"Milk, dairy alternative, or coffee creamer, No - just black"
VZ9Eyj,No - just black
lN0DEk,"Milk, dairy alternative, or coffee creamer"
WAe9GJ,No - just black
eBNZdq,"Milk, dairy alternative, or coffee creamer"
pL0xab,No - just black
BGL4r5,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
KMPQ9A,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer, No - just black"
1rbP1M,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
6d18jo,"No - just black, Milk, dairy alternative, or coffee creamer"
EPBkqq,No - just black
MArKXl,No - just black
24bEBg,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
yl0PXW,"Milk, dairy alternative, or coffee creamer"
zK0xYg,No - just black
RzZG44,"No - just black, Milk, dairy alternative, or coffee creamer"
42142r,"No - just black, Milk, dairy alternative, or coffee creamer"
BGLzXe,No - just black
MAreLA,No - just black
OAjDGM,No - just black
rl0jGl,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
jB0aW4,No - just black
xd0Xy5,"Milk, dairy alternative, or coffee creamer"
dYZWjK,No - just black
pLPjdJ,No - just black
EPBkPl,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
0EbQbN,"Milk, dairy alternative, or coffee creamer"
yl0PeB,No - just black
Grox5j,"No - just black, Milk, dairy alternative, or coffee creamer"
8dJ1rA,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
4214qo,No - just black
aBjQgW,No - just black
aBjQyy,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
jB0ap9,No - just black
7dJRez,No - just black
BGLz71,No - just black
NA4p5W,Sugar or sweetener
6d18eo,No - just black
lNlQkv,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
8dJoAY,No - just black
6d18yo,No - just black
OAjD6g,"Flavor syrup, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
dYZWer,"Milk, dairy alternative, or coffee creamer"
YZo58J,No - just black
8dJ175,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
XeRxKg,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup"
oA09eX,
rl0jRp,No - just black
MAr1DY,No - just black
rl0DO5,No - just black
bl2Z70,No - just black
QAxoJY,
421a7B,"Milk, dairy alternative, or coffee creamer"
vN0XBX,No - just black
yl0XYW,"Milk, dairy alternative, or coffee creamer"
NA4q0p,No - just black
7dJXK9,No - just black
WAeJek,No - just black
Al6rdo,No - just black
rl0DvN,No - just black
yl0Xdg,"Milk, dairy alternative, or coffee creamer, No - just black"
KMPpk8,Other
rl0DJN,"No - just black, Milk, dairy alternative, or coffee creamer"
6d1DWJ,No - just black
zK0EJk,"Milk, dairy alternative, or coffee creamer"
8dJNGr,"No - just black, Milk, dairy alternative, or coffee creamer"
XeR5zg,"Milk, dairy alternative, or coffee creamer"
bl25aZ,"No - just black, Milk, dairy alternative, or coffee creamer"
VZ9pXE,No - just black
DVXqPb,No - just black
xd0Vgo,"Milk, dairy alternative, or coffee creamer"
9d6NaY,No - just black
g5QbLJ,No - just black
OAjQg8,"No - just black, Milk, dairy alternative, or coffee creamer"
PA2RWQ,"No - just black, Milk, dairy alternative, or coffee creamer"
PA2RLd,"Milk, dairy alternative, or coffee creamer"
qbY58k,Sugar or sweetener
J2V17r,No - just black
LdEDeJ,"Milk, dairy alternative, or coffee creamer"
g5QbEJ,"Milk, dairy alternative, or coffee creamer"
xd0VLG,No - just black
RzZWAQ,No - just black
kY0bMr,No - just black
YZojoW,Sugar or sweetener
6d1L8J,"Milk, dairy alternative, or coffee creamer"
0EbV9P,No - just black
oA09Xb,No - just black
MArXNp,No - just black
bl2ZB1,"Milk, dairy alternative, or coffee creamer"
jB0ZZa,No - just black
dYZENo,"Milk, dairy alternative, or coffee creamer"
7dJqKP,"Milk, dairy alternative, or coffee creamer"
aBj94v,No - just black
pL0ryq,No - just black
qbYLA2,No - just black
24bX4p,"Milk, dairy alternative, or coffee creamer"
oA0E9P,"Milk, dairy alternative, or coffee creamer"
PA2pOb,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
eBNMEE,"No - just black, Milk, dairy alternative, or coffee creamer"
XeRLLg,No - just black
yl0Mjd,Sugar or sweetener
NA4rNQ,
1rbXOl,No - just black
Al6zN0,No - just black
24bXgj,No - just black
EPBK7o,No - just black
YZoPDW,"No - just black, Milk, dairy alternative, or coffee creamer"
lN0BYo,No - just black
yl0Mgx,No - just black
dYZEVo,"Flavor syrup, Milk, dairy alternative, or coffee creamer"
EPBKpL,No - just black
jB0Z4E,"Milk, dairy alternative, or coffee creamer, No - just black"
Al6zgW,No - just black
9d6BKG,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
vN0rj4,"Milk, dairy alternative, or coffee creamer"
LdEZRv,No - just black
RzZxOP,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
dYZELD,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
oA0D9b,No - just black
DVXKql,"No - just black, Milk, dairy alternative, or coffee creamer"
MArXjX,"No - just black, Milk, dairy alternative, or coffee creamer"
7dJbL0,"Milk, dairy alternative, or coffee creamer"
OAjlzR,No - just black
0Eb7MN,No - just black
qbYaBY,No - just black
aBjeBv,No - just black
RzZd4d,"No - just black, Milk, dairy alternative, or coffee creamer"
yl0Nx4,"Milk, dairy alternative, or coffee creamer"
VZ9j8J,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
XeRrBO,"Milk, dairy alternative, or coffee creamer"
ZdG8b0,"Milk, dairy alternative, or coffee creamer, No - just black"
XeRrOd,No - just black
6d1eA5,"Milk, dairy alternative, or coffee creamer"
24bBlb,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
kY09zd,No - just black
9d6XPV,
6d1epo,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
zK0NRM,No - just black
bl29y1,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
lN0qY6,"No - just black, Milk, dairy alternative, or coffee creamer"
RzZd2Q,No - just black
eBND8k,No - just black
lN0BDN,No - just black
24bXyj,No - just black
RzZdlK,No - just black
YZoR15,No - just black
g5QeBd,Other
kY09M6,"No - just black, Other"
XeRJxV,No - just black
EPBddA,"Milk, dairy alternative, or coffee creamer"
kY0eNZ,No - just black
VZ9QGl,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
vN0eAl,No - just black
EPBdQl,"No - just black, Milk, dairy alternative, or coffee creamer"
1rbd4b,"Milk, dairy alternative, or coffee creamer, No - just black"
DVXkeZ,No - just black
RzZM8d,No - just black
QAxe0G,No - just black
RzZMvJ,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
8dJapO,No - just black
dYZaZq,"No - just black, Milk, dairy alternative, or coffee creamer"
pL0y5E,No - just black
8dJa6x,"No - just black, Milk, dairy alternative, or coffee creamer"
7dJLP9,No - just black
DVXkPX,"No - just black, Milk, dairy alternative, or coffee creamer"
ZdGEWv,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
6d1jYN,"No - just black, Milk, dairy alternative, or coffee creamer"
EPBde2,No - just black
WAeEMN,"Milk, dairy alternative, or coffee creamer"
PA21Nx,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
jB06VJ,"No - just black, Milk, dairy alternative, or coffee creamer"
OAj46g,Sugar or sweetener
VZ9Qvv,No - just black
KMP57A,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup"
oA0RGM,No - just black
42178d,No - just black
bl2j0g,Flavor syrup
PA29Rb,"No - just black, Milk, dairy alternative, or coffee creamer, Other, Flavor syrup"
KMPxY7,No - just black
9d6ZDK,No - just black
aBj4EZ,No - just black
zK0M20,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
MAra58,"Milk, dairy alternative, or coffee creamer, Flavor syrup, No - just black"
jB0ovx,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
dYZ08o,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
PA29Pb,No - just black
xd0Dlr,No - just black
J2VlWo,"No - just black, Milk, dairy alternative, or coffee creamer"
dYZ0pA,"Milk, dairy alternative, or coffee creamer, Flavor syrup"
aBj40Z,"Milk, dairy alternative, or coffee creamer"
7dJKYz,No - just black
MAraqY,No - just black
WAeRaL,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
XeRoaz,"No - just black, Milk, dairy alternative, or coffee creamer"
VZ9Pya,"Milk, dairy alternative, or coffee creamer"
24bAoL,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
6d1KqA,No - just black
EPBlyl,No - just black
WAeRxk,No - just black
5dl90b,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup"
OAjXOY,No - just black
RzZojd,No - just black
24bA0e,No - just black
421KXY,No - just black
EPBxlN,
oA026x,No - just black
8dJZzO,No - just black
OAj7zK,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup"
8dJZN5,"Milk, dairy alternative, or coffee creamer"
YZo4r0,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
EPBxxN,No - just black
6d1Zx5,"No - just black, Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
lN060X,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
421K15,No - just black
WAeRVL,No - just black
zK07oa,No - just black
vN0Pp0,"Milk, dairy alternative, or coffee creamer, Other"
oA02LX,
7dJN5Z,"Sugar or sweetener, Milk, dairy alternative, or coffee creamer"
VZ9z7v,No - just black
J2VOgo,"No - just black, Milk, dairy alternative, or coffee creamer"
eBNRqx,"Milk, dairy alternative, or coffee creamer"
9d67bK,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
421r7Y,"Milk, dairy alternative, or coffee creamer, No - just black"
WAezOe,No - just black
YZoajN,"No - just black, Milk, dairy alternative, or coffee creamer"
EPBWPX,"No - just black, Milk, dairy alternative, or coffee creamer"
24bX0b,No - just black
LdEPgv,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener"
BGL7D7,"Milk, dairy alternative, or coffee creamer"
QAxRll,No - just black
LdEpLj,No - just black
