submission_id,brew
Ld51Vj,Coffee brewing machine (e.g. Mr. Coffee)
QA82OG,Espresso
vNqjz0,"Pour over, Espresso, Cold brew"
vNqj6d,Pour over
J28KbJ,Espresso
kYOaKo,Pod/capsule machine (e.g. Keurig/Nespresso)
blNVJE,Other
1rGP7O,"Pour over, Espresso, Other"
OA81vM,"Espresso, Bean-to-cup machine, Cold brew"
OA81RM,"French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
YZVD76,Espresso
OA81MA,"Espresso, Bean-to-cup machine"
PA8jVx,Other
zKWXB8,
MA8K0E,
qbjZNG,"Pour over, French press, Espresso"
42PXe5,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
8djo9k,Espresso
xd9x9d,"Pour over, French press"
zKWXVZ,Pour over
6dr82B,Pour over
OA8Dag,"Pour over, Espresso"
5dEBbE,"Espresso, Instant coffee, Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
QA8KBk,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)"
oAlbEx,"Pour over, French press, Espresso"
42PXVo,"Other, Espresso"
eB9qre,"Pour over, Espresso"
eB9qxo,Pour over
dYQWYA,"French press, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Espresso"
g5WD9l,"Espresso, Pour over"
Ld51Zj,Other
NA8pBb,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso, Instant coffee"
42P41o,Other
AlW7Qe,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
OA8DVY,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee"
PA8dEQ,"French press, Cold brew"
VZoLb6,
aBZQA2,"Pour over, Espresso"
OA8Dka,Coffee brewing machine (e.g. Mr. Coffee)
g5WDkJ,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
oAlb5N,"Espresso, Pour over"
8dj16r,"Pour over, Espresso"
QA8KkY,"Pour over, Cold brew"
rl2jYo,"Pour over, Espresso"
EP8kYr,Pour over
ylePpg,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
GrYx7e,
8dj1jk,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
6dr8pN,"Pour over, Espresso"
PA8dLV,Pour over
DV04PZ,
9d2qaV,Other
PA8jy5,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over"
XeOxkY,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
AlW7kW,Espresso
g5WDB1,Coffee brewing machine (e.g. Mr. Coffee)
VZoLrE,Pour over
QA8Kgl,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)"
YZVjaW,Pour over
24OEMb,Other
Rz8GXv,
vNqjL4,"Instant coffee, Espresso"
zKWxaE,"Pour over, Espresso"
aBZQ8y,Pour over
NA8q7O,Pour over
eB955Q,Coffee brewing machine (e.g. Mr. Coffee)
dYQb6K,
aBZNLW,"French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew"
jBGe9E,"Pour over, Cold brew"
rl2y5l,"Pour over, Cold brew"
KM8plV,Pour over
ZdP9R0,Pod/capsule machine (e.g. Keurig/Nespresso)
rl2DLl,"Espresso, Pour over"
aBZOZ9,Pour over
pL4eJZ,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pour over"
42Pazo,
9d2N4K,"Espresso, Pour over"
XeO52V,"Pour over, Espresso, Other"
EP8qA2,Coffee extract (e.g. Cometeer)
EP8zro,"Pour over, Espresso, Cold brew"
AlWPgo,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew, Other"
AlWrjN,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
aBZOvy,"Espresso, Pour over, Cold brew"
xd9xzr,Pour over
VZopvE,"Espresso, Pour over, Coffee extract (e.g. Cometeer)"
eB9ZWo,
24Ojye,"Pour over, Espresso"
8djNDz,Pod/capsule machine (e.g. Keurig/Nespresso)
eB95oJ,
J281Po,"Pour over, French press"
Rz8Wyj,"Espresso, Pour over, Other"
PA8RQB,Pour over
blN5jL,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)"
5dEXJ6,"Pour over, French press"
xd9x8J,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
vNqX5D,Coffee brewing machine (e.g. Mr. Coffee)
XeO56Y,Espresso
xd9Vbv,Coffee extract (e.g. Cometeer)
pL4eYB,Pour over
NA8qGQ,"Pour over, Espresso"
0EoV9y,"Pour over, Other"
J281Nd,"Pour over, Espresso"
DV0q8R,Coffee brewing machine (e.g. Mr. Coffee)
QA8oy1,Coffee brewing machine (e.g. Mr. Coffee)
6drDoB,"Pour over, Other"
VZopRa,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
aBZ95W,
9d2GA1,
GrY6x2,Pour over
g5WaaK,Coffee brewing machine (e.g. Mr. Coffee)
BG8EjA,"Pour over, Instant coffee, Cold brew"
aBZ9GX,"Pour over, Espresso"
aBZOMB,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, French press, Instant coffee"
AlWzdy,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Espresso"
jBGZ74,Pour over
rl2Djp,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee), French press, Instant coffee, Cold brew"
zKWjyE,Pour over
9d2BvV,
KM8za7,Espresso
GrY6re,"Pour over, Espresso"
OA8aLg,"Pour over, Espresso"
NA8rA0,"Instant coffee, Other"
5dEbDb,Espresso
jBGZBQ,"French press, Pour over"
GrY6JZ,"Pour over, Other"
yleXOB,French press
OA8akK,"Pour over, Espresso"
jBGZvR,"Espresso, Pour over"
GrY6Xp,"Pour over, Espresso"
zKWjd1,"Instant coffee, Espresso"
Ld59k1,"Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer)"
MA81dX,"Pour over, French press, Espresso, Cold brew, Other"
J28qao,"Espresso, Pour over, Other"
5dEbNZ,Espresso
VZoGry,"Pour over, French press, Instant coffee, Cold brew"
6drDqP,"Pour over, Espresso, French press, Coffee extract (e.g. Cometeer), Cold brew"
1rGXe1,"Pour over, Coffee extract (e.g. Cometeer), Espresso"
PA8pVV,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
AlWKzk,"Espresso, Pour over"
lNVBok,"Pour over, Other"
PA8pVe,French press
zKWNxa,"Pour over, Espresso"
0Eo7O0,Pour over
9d2XD4,Pour over
VZojZl,Cold brew
NA8DVN,Cold brew
7d4bx9,Pour over
qbjab8,"Pour over, Other"
jBGby9,"Pour over, Espresso"
zKWNKE,
Ld5zz1,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Other"
XeOrQg,
dYQN8K,
rl2Bgl,"Espresso, Pour over, Cold brew"
5dE4eE,"French press, Espresso, Other, Pour over"
QA8Mk7,"Pour over, Espresso"
g5WD6d,Coffee brewing machine (e.g. Mr. Coffee)
jBGaVR,"Coffee extract (e.g. Cometeer), Pour over, Other"
Rz8dZK,
42PBdO,"Pour over, French press, Espresso"
GrYxZ2,Coffee brewing machine (e.g. Mr. Coffee)
GrYKgp,Espresso
NA8Ddl,Other
DV0Kbq,"Pour over, Espresso"
oAlDkx,"Pour over, Espresso"
kYOb9r,
OA8lg7,"Pour over, Espresso"
VZoGJ6,
VZojqJ,Other
42PQRd,"Pour over, French press, Espresso"
qbja4Y,"Pour over, French press, Cold brew"
Rz8KWd,Espresso
VZoL46,Pour over
WAl9ee,"Espresso, Pour over"
PA8Dq0,
YZVR8v,Pod/capsule machine (e.g. Keurig/Nespresso)
5dE4Ab,"Pour over, French press, Other"
oAlD8M,
1rGk8b,Pour over
rl2BZL,"Pour over, Espresso"
vNqer0,Cold brew
PA815b,Coffee brewing machine (e.g. Mr. Coffee)
WAlEEN,Pod/capsule machine (e.g. Keurig/Nespresso)
kYOe7j,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
pL4y0y,Espresso
NA8lDl,"Pour over, French press, Espresso"
qbjDWk,Espresso
XeOJMV,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
1rGdKM,Cold brew
WAlrbP,"Pour over, French press, Instant coffee, Cold brew, Other"
7d4L12,"Espresso, French press"
J28p8z,Bean-to-cup machine
pL4y4y,"Pour over, French press"
oAle1P,
DV0kER,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
AlW2vk,"Other, Pour over"
MA8N0g,Pour over
EP8dVX,Pour over
oAleL1,"Bean-to-cup machine, Cold brew"
9d2ZNX,
NA8l2Q,Pour over
8djaYO,"Pour over, Espresso"
6drjXo,"Pour over, Other"
PA81MP,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
EP8d7o,Bean-to-cup machine
1rGdqL,"Pour over, Espresso"
xd9Dxk,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
BG8pae,Bean-to-cup machine
pL4y8E,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
24OABe,"Coffee extract (e.g. Cometeer), Cold brew"
rl2Bzo,"French press, Espresso"
ZdPO2B,"French press, Other"
kYOGdZ,Pour over
zKWy91,"Pour over, Other"
eB9rLO,"Pour over, Espresso"
9d2Z6G,Pod/capsule machine (e.g. Keurig/Nespresso)
pL4or1,Other
dYQ0DA,Coffee brewing machine (e.g. Mr. Coffee)
1rG4xb,Other
5dE9EP,"Bean-to-cup machine, Coffee extract (e.g. Cometeer), Espresso, Other, Coffee brewing machine (e.g. Mr. Coffee)"
9d2ZjQ,
24OALV,Espresso
pL4o2J,
8djLyl,"Espresso, Pour over"
0Eo859,Pour over
9d2Zp1,Pour over
oAlRqe,Espresso
6drK0J,Espresso
lNVO4V,"Pour over, Espresso"
AlWp9o,Coffee brewing machine (e.g. Mr. Coffee)
EP8lO4,Pour over
g5Wqll,"Espresso, Coffee extract (e.g. Cometeer)"
8djL45,"French press, Other"
VZoPrv,"Pour over, Espresso"
rl2oD5,"French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
XeO40z,"Espresso, Cold brew"
oAl26X,Espresso
DV07Bp,Pour over
NA87DN,French press
MA8Ezl,"Espresso, Pour over, Other"
5dE9DN,Pod/capsule machine (e.g. Keurig/Nespresso)
jBGlx4,"Pour over, Cold brew, Pod/capsule machine (e.g. Keurig/Nespresso)"
blNWNg,"Pour over, Cold brew"
GrYRLk,Coffee brewing machine (e.g. Mr. Coffee)
GrYR0k,"Pour over, Espresso"
MA8EAk,"Pour over, Espresso, Coffee extract (e.g. Cometeer)"
OA8787,Other
24OKL9,"Pour over, Cold brew, Instant coffee"
pL4D9E,"Pour over, Cold brew, Instant coffee"
VZozlM,Espresso
vNqPqv,"Pour over, Other"
kYONrJ,"Pour over, Espresso, Cold brew"
aBZ2lE,"Pour over, Espresso, French press"
BG8xbQ,Espresso
AlWB5N,"Pour over, Espresso"
DV076l,Pour over
Rz8D9K,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)"
jBGl1a,Pour over
AlWB1D,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
24OK29,"Bean-to-cup machine, Other"
24OPPA,Pour over
g5WGdN,Espresso
7d4xXA,Pour over
ZdPaNA,"Pour over, Other"
ZdPadA,"Cold brew, Coffee brewing machine (e.g. Mr. Coffee), Espresso, Instant coffee, Bean-to-cup machine"
eB9R6J,Pour over
VZoJ4g,Espresso
ZdPaGe,Other
zKWYR1,Pour over
1rGV6p,"Espresso, Coffee extract (e.g. Cometeer), Instant coffee, Other"
BG87r1,Coffee brewing machine (e.g. Mr. Coffee)
PA8OJ0,"Espresso, Pour over, French press"
QA8V6X,"Pour over, Espresso"
WAlzbQ,"Pour over, Espresso"
vNqyev,
aBZY5v,"French press, Espresso, Other, Pour over"
8djQeY,Pour over
9d2D11,
PA8595,"Espresso, Other"
XeOWRe,"Pour over, Cold brew"
qbjAN9,
42PxP5,"Espresso, French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
oAlMgx,"Espresso, Pour over"
lNVdxp,Pour over
6dr2Be,Pour over
42PxMB,"Pour over, Espresso"
0Eo6NQ,Other
zKWDg0,Other
6dr2lO,Pour over
EP8WgN,"Espresso, Pour over"
Ld5WAz,
MA8bXl,"Pour over, Cold brew"
jBGQK9,"Espresso, Pour over"
7d4Ng6,
NA86q0,Pour over
Rz80oj,"Pour over, Espresso"
GrYz6e,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
rl2AgR,
NA86AB,
24Oeej,Pour over
DV0Nvb,"Espresso, Pour over"
zKWD61,Coffee brewing machine (e.g. Mr. Coffee)
Ld5b5O,"Pour over, French press"
24OerL,"Bean-to-cup machine, Pod/capsule machine (e.g. Keurig/Nespresso)"
QA8DA8,Pour over
Rz80VP,Pour over
AlWd4N,"Pour over, Espresso"
8djKEr,"Pour over, Coffee extract (e.g. Cometeer), Other, Espresso"
24OeoM,Instant coffee
yle6oW,
NA8oKO,"Pour over, French press"
5dEzOQ,"Pour over, Espresso, French press, Other"
0Eox59,"Bean-to-cup machine, Pod/capsule machine (e.g. Keurig/Nespresso)"
Rz80kv,Pour over
7d4WYR,French press
oAlyxN,"Pour over, Espresso"
OA8zZg,"French press, Espresso"
1rGlOb,Espresso
OA8zpp,"Pour over, Espresso"
GrYz2j,"Pour over, Espresso"
PA8Add,Pour over
dYQ6Jo,"Pour over, Espresso"
aBZBNE,
jBGB6Y,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew"
ylelXW,
AlWdeD,
VZoZYg,"Espresso, Pour over"
ylelvg,"French press, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)"
VZoZvv,
qbjbj7,Other
Rz8zrp,
oAlALb,Espresso
ylelyX,Espresso
42P20r,"Espresso, Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
1rGVNl,Pour over
ylelbd,Pod/capsule machine (e.g. Keurig/Nespresso)
YZVORq,"Espresso, Bean-to-cup machine, Cold brew, Pour over"
24OkKb,"Pour over, French press, Espresso, Cold brew"
ZdPV6A,Coffee brewing machine (e.g. Mr. Coffee)
jBGM04,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
0EoMMA,Pour over
dYQAjr,"Pour over, Espresso"
YZVOYN,Pour over
rl2Kql,Pour over
DV010Z,"Espresso, Coffee extract (e.g. Cometeer), Other"
KM8oBX,"Espresso, French press"
g5WA1N,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
8djkWx,Espresso
GrY142,Pour over
Ld5GRl,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
PA8Exx,"Espresso, Pour over, Other"
7d4ZRR,Other
xd9ZYo,Espresso
GrY1GO,"Pour over, Espresso, Other"
0EoPBN,"French press, Espresso, Cold brew"
eB9EEo,
24OrLb,Pour over
YZVdVv,
PA80Pe,"Pour over, Other"
J280BR,"Pour over, French press, Espresso, Cold brew"
oAlO1e,"Pour over, French press, Espresso"
zKWe98,Pour over
xd9Z7o,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
yleDb4,"Espresso, Pour over, Other"
7d4NML,"French press, Cold brew, Espresso"
24Or0b,Coffee brewing machine (e.g. Mr. Coffee)
QA80QA,Pour over
KM80XK,"Pour over, Other"
8djGNl,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
oAlOxx,Pour over
oAloDO,
OA80vA,Other
Rz8L7Q,Pour over
0EoLb0,"Pour over, French press"
GrYLqQ,Other
KM8Lgg,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
zKWJ7k,"Pour over, Cold brew, French press"
dYQjYd,"Pour over, French press, Espresso"
AlWDde,"Espresso, Pour over"
WAlYYN,
5dEvMP,"Pour over, French press, Espresso"
YZVYvz,Pour over
dYQjpN,"Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
EP8Dr2,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
NA8Y1O,Coffee brewing machine (e.g. Mr. Coffee)
OA8Yxa,"Pour over, Espresso, Cold brew"
42PveX,"Espresso, Other"
eB92Gx,"Pour over, Espresso"
GrYDNp,Pour over
oAldrV,Coffee brewing machine (e.g. Mr. Coffee)
NA8Yvp,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Other, French press"
kYOWV1,"Pour over, Other"
qbjKvY,"Pour over, French press"
DV0JEj,
pL472P,"Espresso, French press, Pour over"
yleEB8,Espresso
42PoWY,"Espresso, Other"
0Eo8pZ,
NA805j,"Espresso, Pour over"
jBG96E,Pour over
zKWQja,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
42PN8B,"Pour over, Espresso"
42PN2B,Espresso
GrYBJQ,Coffee brewing machine (e.g. Mr. Coffee)
WAlpBj,
VZo1bM,"French press, Other"
EP8bar,Pour over
8djpW5,Pour over
kYORko,Other
VZo1BJ,"French press, Other"
J28kGo,Pour over
vNqxbv,"Espresso, Pour over, Other"
vNqxp0,Pour over
AlWbko,
0EojW0,Pour over
VZo1el,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
lNVlPX,Coffee brewing machine (e.g. Mr. Coffee)
Ld5MLO,"Instant coffee, Other"
aBZjQZ,"Pour over, Espresso, Cold brew"
XeOBKz,"Pour over, Other"
xd90dy,
jBG0la,Coffee brewing machine (e.g. Mr. Coffee)
vNq0Xl,Other
XeORJY,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
6dr1OO,
GrYoqQ,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
VZo946,
1rGbOg,Pour over
AlW6Nz,"Pour over, Other"
eB9Nlk,"French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Bean-to-cup machine"
Rz8Z7p,
PA82QV,"Other, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)"
VZo91E,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), French press, Espresso"
J288qz,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
Rz88xv,
24OOAe,"Other, Cold brew, Pour over"
6drrRk,"Pour over, Cold brew"
xd99Ny,Pour over
J288B7,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
DV00VZ,Other
MA88WM,"Pour over, French press, Cold brew, Pod/capsule machine (e.g. Keurig/Nespresso)"
vNqq14,"Pour over, Espresso, Other, Instant coffee"
xd99Gr,"Pour over, Coffee extract (e.g. Cometeer), Other"
7d4JOR,"Pour over, French press, Espresso"
5dE89b,"Pour over, Espresso"
VZovVj,Other
oAlKke,Pour over
42PAoA,"Pour over, Espresso, Instant coffee"
YZVpBz,Other
WAlD0e,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
aBZAYE,"French press, Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
5dEeb6,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
aBZK8b,Coffee brewing machine (e.g. Mr. Coffee)
7d4aDz,"Pour over, Espresso"
xd9R4v,"Pour over, Other"
zKWGyq,
aBZAD2,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
BG8jLe,"Pour over, Espresso"
6drWyB,
NA8Mj0,Other
GrYq4p,Other
aBZAWW,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
jBGkaJ,
8djRol,Pour over
g5WkQK,"Pour over, Espresso"
vNqdzg,"Espresso, Instant coffee"
PA8GWe,"Pour over, Other"
zKWLyk,"Pour over, Other"
eB9v7O,"French press, Pour over, Other"
YZVkOB,Pod/capsule machine (e.g. Keurig/Nespresso)
blNvR1,"Pour over, Espresso"
lNVvz6,"Pour over, French press, Other"
QA8kPp,"Pour over, Espresso, Other"
0EoaXN,"Other, Pour over"
9d24ZK,
24O70L,
lNVv5V,"Pour over, Espresso, Coffee extract (e.g. Cometeer), French press"
BG8eRe,Pour over
Ld5oZj,"Pour over, French press, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine"
KM8R9z,"French press, Espresso"
ylegqW,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
jBGgEQ,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
7d4jzR,"Coffee brewing machine (e.g. Mr. Coffee), Instant coffee"
NA8gMW,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew"
0EolEy,"Espresso, Cold brew, Other"
vNqpVl,
rl2pWX,"Espresso, Other"
24OZrj,"Coffee brewing machine (e.g. Mr. Coffee), Other"
24OZ99,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
GrYyvj,Coffee brewing machine (e.g. Mr. Coffee)
aBZo4W,Coffee brewing machine (e.g. Mr. Coffee)
GrYyv2,Coffee brewing machine (e.g. Mr. Coffee)
oAlpr1,"Pour over, Espresso"
blNyVg,"Pour over, Cold brew"
kYOQN1,Espresso
DV0Py5,"Pour over, Espresso"
KM8Nkg,
MA82rp,"Pour over, Espresso, Cold brew"
KM8718,"Pour over, Espresso"
DVABNq,Pod/capsule machine (e.g. Keurig/Nespresso)
PAvpP1,"Espresso, Pour over"
aBK9lZ,Espresso
7d1qYZ,"Other, Pour over"
aBK5GX,"Pour over, French press"
241AGA,Coffee brewing machine (e.g. Mr. Coffee)
oAK2l5,"Pour over, Espresso"
eBKaMk,Coffee brewing machine (e.g. Mr. Coffee)
g5Y9XO,French press
AlAB5z,"Espresso, Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)"
oAKGpN,French press
zK2YQq,"Pour over, French press, Bean-to-cup machine"
dYKdod,"Pour over, French press, Espresso, Cold brew"
7d1xrR,"Pour over, Other"
aBKYRX,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
oAKMjb,"Pour over, Espresso"
kYKybM,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
WADNek,
NAM6Yp,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
jB5yQ9,French press
yljly0,"Pour over, Espresso"
oAKBJe,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
eBKAGk,Pour over
KMv6KK,Cold brew
vNE2Zl,"Pour over, Coffee extract (e.g. Cometeer), Other, Espresso"
KMvLNM,"Pour over, Espresso, Cold brew"
lNKWjB,"Espresso, Other"
PAvXE5,Pour over
9dpvKG,Espresso
0E1vgN,Pod/capsule machine (e.g. Keurig/Nespresso)
OAdJzR,"Pod/capsule machine (e.g. Keurig/Nespresso), Espresso"
pLRWYb,"Pour over, Other, Cold brew"
5d8GLd,Espresso
1rDJYl,Espresso
241vE9,"Espresso, Pour over"
rlGraX,"Pour over, Coffee extract (e.g. Cometeer)"
KMvJZX,"Espresso, Pour over"
BGADYN,"Pour over, Espresso"
g5YNYd,"Pour over, French press"
YZpzy0,"Pour over, Espresso"
OAdBMa,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), French press, Other"
dYK2oV,"Pour over, Other"
vNE0Dd,Other
J2XkXd,Espresso
vNE0Y8,Pour over
DVAXPb,"French press, Cold brew"
EPv8WN,"Pour over, Other, French press"
YZpVlq,Coffee brewing machine (e.g. Mr. Coffee)
jB5MEY,"Pour over, Other"
42AA2k,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
DVAAYl,"Espresso, Other"
g5YW51,"Pour over, Other"
WADM8v,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), Cold brew, Other"
NAMbXp,
1rDDZO,Pour over
qboJdg,Pour over
0E11K6,Coffee brewing machine (e.g. Mr. Coffee)
pLRJ9y,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee)"
QAvzjk,"Pour over, Other"
EPvZjN,"Pour over, Espresso, Cold brew"
xd4RKr,"Pour over, Espresso, Other"
42Ap4O,"Espresso, Other, Coffee brewing machine (e.g. Mr. Coffee)"
0E1D5Z,Pour over
g5YkOd,"Pour over, Instant coffee"
ZdvD8z,Pour over
lNKMov,"Espresso, Pour over"
rlGJKR,"Espresso, Other"
RzvkQl,"Pour over, Cold brew"
241oZD,Coffee brewing machine (e.g. Mr. Coffee)
aBKzLq,Coffee brewing machine (e.g. Mr. Coffee)
Xe1QPj,"Coffee brewing machine (e.g. Mr. Coffee), French press"
GrX79O,Coffee brewing machine (e.g. Mr. Coffee)
DVAW05,Coffee brewing machine (e.g. Mr. Coffee)
MAvG7g,"Pour over, Espresso"
QAv458,
KMvO2z,Espresso
8dAEWk,"Pour over, Espresso, Coffee extract (e.g. Cometeer)"
VZvdYN,Espresso
BGADV5,"Pour over, Espresso, French press"
yljg5d,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
pLR9Z1,"Pour over, French press"
pLR1jb,Pour over
g5YxdK,"Espresso, Coffee extract (e.g. Cometeer)"
7d1ge9,Espresso
oAKaVP,Coffee brewing machine (e.g. Mr. Coffee)
ZdvLxe,Espresso
lNK9jV,"Pour over, French press, Other"
PAvLGe,"French press, Coffee brewing machine (e.g. Mr. Coffee)"
Xe1dzY,"Pour over, French press, Espresso, Cold brew"
6dAGGe,"Pour over, French press, Coffee extract (e.g. Cometeer), Espresso"
7d1YLZ,Pour over
vNEaD0,Cold brew
pLRNKb,
zK2AN0,Pour over
LdvjJ2,"Pour over, Cold brew, Other"
DVAoQj,Pour over
xd4bKy,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Other, Instant coffee, Cold brew"
blKRbo,Espresso
xd48r9,"Pour over, Espresso"
9dp0bY,Pour over
Rzvqrp,
GrXOqp,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Coffee extract (e.g. Cometeer), Cold brew, Other"
0E1qKB,Pour over
GrXOXp,"Pour over, French press, Espresso"
7d1rKL,Coffee brewing machine (e.g. Mr. Coffee)
Zdvr9y,Pour over
vNE5Og,"Pour over, Espresso"
8dA45x,Coffee brewing machine (e.g. Mr. Coffee)
Xe1PKP,Other
g5Y6KP,"Pour over, Cold brew, Espresso"
pLR20y,
RzvqeQ,"Instant coffee, Coffee brewing machine (e.g. Mr. Coffee)"
8dABok,Other
8dAB1r,"Espresso, Pour over"
OAd2ZY,Pour over
kYK2lj,Pour over
RzvADQ,Coffee brewing machine (e.g. Mr. Coffee)
9dp82p,"Pour over, Espresso"
NAMaMQ,
pLRElV,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
241pJj,Pour over
jB5KdJ,Pour over
eBKxvq,"Espresso, Cold brew"
dYKPVN,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
GrYYvz,"Pour over, French press, Cold brew"
jB5Ne4,Pour over
5d8Rbo,Pour over
7d1GbZ,Pour over
OAdOL8,"Espresso, Pour over"
blK0G0,French press
xd4kxy,Pour over
g5YRyl,"Pour over, Espresso"
Xe1KVj,"Pour over, Espresso"
VZvREv,"French press, Coffee brewing machine (e.g. Mr. Coffee), Espresso"
zK2p0M,"Cold brew, Espresso, Other"
J2XaDr,"Pour over, Espresso"
pLRj4B,Other
yljKbW,"Espresso, Pour over"
VZvRWl,"Espresso, Other"
blY5eZ,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
Al47oW,"French press, Pour over"
lNYaNN,"Espresso, Cold brew, Pour over, French press"
