submission_id,brew
6dQEoO,"Espresso, Pour over"
24xG6V,"Other, Pod/capsule machine (e.g. Keurig/Nespresso)"
lNlkkB,Espresso
oAVL8e,"Pour over, French press, Cold brew, Coffee extract (e.g. Cometeer), Instant coffee, Other"
rlrMz5,"Pour over, Coffee extract (e.g. Cometeer), Cold brew, Other"
42NV0k,"Pour over, Espresso"
MAdpZp,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, Espresso, Cold brew, Other"
eBxW4E,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, French press"
rlrM4v,Pour over
OABMx7,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
OABMZR,"Coffee brewing machine (e.g. Mr. Coffee), Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
GrBAPo,"Pour over, French press, Espresso, Instant coffee, Cold brew"
PABJxQ,Pour over
jB9AKR,"French press, Coffee brewing machine (e.g. Mr. Coffee)"
QABl98,Pour over
xdN55y,"Pour over, Espresso"
lNlk8B,Pour over
NAB1kW,
PABJQ5,Pour over
dY2eOz,Pod/capsule machine (e.g. Keurig/Nespresso)
LdML8G,Coffee brewing machine (e.g. Mr. Coffee)
ylq5O0,Pod/capsule machine (e.g. Keurig/Nespresso)
9dJjAp,"Espresso, French press, Other"
NAB1GW,"Pour over, Instant coffee"
GrBAGo,Pour over
7d9rG9,Pour over
24xGWV,"Pour over, Other"
5dqPRP,"French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
KMBK9M,"Pour over, Cold brew"
kYRB26,"Pour over, Espresso"
ZdRrry,"Coffee brewing machine (e.g. Mr. Coffee), Espresso, Cold brew"
g5N6ld,Other
DVv6Qj,Pour over
aBrqW9,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee"
MAdpxX,"Pour over, Espresso"
rlrM9l,"Pour over, Espresso"
7d9r0P,"Pour over, Espresso"
BGbWRN,"Other, Espresso"
BGbWNA,Cold brew
xdN5Wo,"Pour over, French press, Espresso"
9dJjb1,"Pour over, Espresso, Instant coffee"
bl4Q1g,Other
9dJjeG,Espresso
J2kvPd,Other
EPb7oX,Pour over
RzByAl,"Pour over, Espresso, French press"
PABJKd,Pour over
42NVZb,"Pour over, French press, Espresso, Other"
QABlZg,Coffee brewing machine (e.g. Mr. Coffee)
kYRBBM,Pour over
qbE1r2,
vNx55Q,"Pour over, French press, Espresso"
YZzll5,"Pour over, French press, Cold brew, Other"
QABlQp,"Pour over, Espresso"
jB9ARE,"Pour over, Espresso, Other, Coffee extract (e.g. Cometeer)"
EPb7Ro,"Pour over, Espresso, French press, Cold brew"
9dJjz4,Other
qbElL5,Pour over
RzBy7P,
pLPpjE,French press
jB9AO6,Pod/capsule machine (e.g. Keurig/Nespresso)
BGbWMA,"Pour over, Espresso"
dY2yqN,Pour over
ylqaNd,"Pour over, Espresso"
zKQ5P8,Pour over
24xGqb,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
MAdpog,"French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
YZzAPv,
NAB1Kb,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
qbE1xk,
PABqjP,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
rlrMx5,Espresso
oAVj6M,"Pour over, French press"
rlrZ5X,"Espresso, Pour over, Other"
OABN4a,"French press, Espresso"
aBrMNW,Pour over
ZdRrpv,"Pour over, French press, Espresso"
VZ16zj,"Espresso, Pour over"
0EjWQP,"Pour over, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)"
24x6Eg,"Coffee brewing machine (e.g. Mr. Coffee), Bean-to-cup machine"
zKQ6jg,Pour over
24x6XM,"Bean-to-cup machine, Pour over, Espresso"
5dqAXv,"Pour over, Espresso"
bl4Jq7,"Pour over, Espresso, Cold brew"
OABMpA,"Coffee brewing machine (e.g. Mr. Coffee), French press"
qbElGO,"Pour over, Espresso"
WAp79L,Espresso
PABq11,Other
eBxWdo,"Espresso, Other"
QABlgk,Pod/capsule machine (e.g. Keurig/Nespresso)
NABZrp,Pour over
8dp4vo,"Coffee brewing machine (e.g. Mr. Coffee), Other"
oAVL4M,Pour over
8dplLl,Coffee brewing machine (e.g. Mr. Coffee)
MAdxD8,Pour over
VZ16pN,"Pour over, French press, Espresso"
jB9VDY,Coffee brewing machine (e.g. Mr. Coffee)
bl4J97,Espresso
zKQ6xZ,
6dQEb5,Other
0EjWrQ,"Pour over, French press, Espresso, Cold brew"
ZdRBOV,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
MAdxeE,Other
VZ16p6,Pour over
lNlEBX,"Espresso, Pour over"
dY2eLN,Pod/capsule machine (e.g. Keurig/Nespresso)
rlrZOo,Espresso
Albe1W,"Pour over, Other"
1r2o1L,"Pour over, Espresso"
VZ16G6,"Espresso, Pour over"
zKQ6YM,"Espresso, French press"
BGbRde,"Coffee brewing machine (e.g. Mr. Coffee), Other"
rlrMNL,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
LdMLA2,"Pour over, Espresso"
42NbKA,Pour over
lNlEbV,Pour over
pLP2rP,French press
DVv6rp,"Espresso, Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
lNlko6,Other
eBxW1o,"Pour over, Espresso, Other"
VZ16El,"Pour over, Espresso"
BGbWPY,"Espresso, Cold brew, Pour over"
AlbX7o,"Pod/capsule machine (e.g. Keurig/Nespresso), French press"
oAVLrM,Pour over
1r2aW4,"Espresso, Pour over, Cold brew"
RzB9Kv,"Pour over, French press, Other"
5dqAzE,Pour over
1r2oqO,"Pour over, French press, Other"
42NbKr,"Coffee brewing machine (e.g. Mr. Coffee), French press"
24x6PD,"French press, Coffee extract (e.g. Cometeer), Espresso, Pour over"
OABNlM,Other
8dp47Y,Pour over
RzB9WQ,Pour over
jB9VZ1,Other
oAVj2b,"Pour over, Espresso, French press, Coffee extract (e.g. Cometeer)"
jB9VlQ,"Pour over, Other"
GrBA2z,Pour over
9dJKQ5,"French press, Cold brew"
aBrMdX,Coffee brewing machine (e.g. Mr. Coffee)
EPbOWB,"Espresso, Pour over"
OABNQk,"Pour over, Coffee extract (e.g. Cometeer)"
dY2yEV,Espresso
vNx9Yl,"Pour over, Espresso"
dY2yWD,Espresso
bl4J50,"Pour over, Espresso"
WAp7OL,"Pour over, French press"
zKQ6yk,"Pour over, French press, Instant coffee, Cold brew"
DVvGKE,Espresso
MAdxRk,Cold brew
YZzlN6,Cold brew
zKQ6Ng,Espresso
pLP2ey,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
KMBjeD,"Pour over, Espresso, Cold brew, French press"
KMBjzD,
5dqAKb,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
vNx9eg,"Pour over, Other, French press, Cold brew"
aBrM4Z,Pour over
EPb74L,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer)"
kYRPbd,Other
PABq91,"Pour over, French press, Espresso"
RzB9oK,Pour over
jB9Vb1,Pod/capsule machine (e.g. Keurig/Nespresso)
qbE12k,Other
J2k4dX,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
zKQ6DM,Coffee brewing machine (e.g. Mr. Coffee)
7d9kl6,Other
8dplQz,Coffee brewing machine (e.g. Mr. Coffee)
QABQeY,
6dQB8o,"French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
MAdxEk,"Pour over, French press, Other"
6dQB7J,
9dJK9E,Pour over
XeBb0L,Other
AlbX2y,"Pour over, French press, Espresso"
QABQ5G,"Pour over, Espresso"
GrBPdk,Coffee brewing machine (e.g. Mr. Coffee)
kYRPEo,"Pour over, Espresso"
VZ165y,Pour over
7d9kWR,"Pour over, Espresso"
xdNWMd,"Espresso, Pour over"
24x6jM,
DVvGkl,"Pour over, Espresso"
7d9kx0,Espresso
aBrMYb,
XeBboP,Pour over
oAVj9N,"Pour over, French press"
lNlEeo,Coffee brewing machine (e.g. Mr. Coffee)
LdM2zJ,Pour over
YZzARv,"Bean-to-cup machine, French press"
bl4Je6,
lNlEOo,
rlrZDX,Espresso
g5NoGD,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
vNx9Dg,Other
dY2yar,"Pour over, French press"
PABqj0,"Espresso, Cold brew"
42Nb7r,Pour over
VZ16zM,"Pour over, French press, Coffee extract (e.g. Cometeer)"
8dplzr,
g5N6RK,Other
EPbO52,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
g5NoqP,Pour over
KMBj1X,"Espresso, Cold brew"
jB9VQJ,Pour over
24xGMA,
6dQBLN,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
xdNWav,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
ylqaYX,French press
KMBjVX,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
8dplKP,Other
oAVjb5,French press
rlrZao,Pod/capsule machine (e.g. Keurig/Nespresso)
EPbOQr,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Other"
OABN1k,"Pour over, Instant coffee"
WAp75v,Espresso
QABQVX,"Espresso, Pour over"
OABMOp,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
VZ1ORl,Instant coffee
oAVj65,"Pour over, Cold brew"
YZzlE0,French press
aBrMQW,
rlrZA2,"Pour over, French press"
ylqa28,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
OABNQM,"Pour over, Instant coffee"
6dQBjA,French press
BGbRxR,Coffee brewing machine (e.g. Mr. Coffee)
xdNWDd,Pour over
pLPplE,
eBxXZJ,"Pour over, French press, Espresso, Bean-to-cup machine"
BGbR7R,Cold brew
EPbOxB,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
qbElA9,Espresso
0EjW6B,"French press, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)"
xdNWx9,"Espresso, Pour over, French press"
PABJad,Pour over
BGbRpe,"Pour over, Cold brew, French press"
WAp7Ee,Coffee brewing machine (e.g. Mr. Coffee)
DVvGdN,"Pour over, French press"
EPbOqA,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
42NbXo,"Coffee extract (e.g. Cometeer), Pour over, French press, Cold brew"
qbElDO,"Coffee brewing machine (e.g. Mr. Coffee), Other, Cold brew"
kYRBDj,Espresso
lNlkJp,Coffee brewing machine (e.g. Mr. Coffee)
24x68b,Coffee brewing machine (e.g. Mr. Coffee)
VZ16j6,Other
1r2aA4,Coffee extract (e.g. Cometeer)
xdNWa5,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew"
8dplNk,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
BGbRXK,"Pour over, French press, Espresso"
J2k4AK,Other
NABZWj,"Pour over, Other"
1r2a91,
42NbB5,"Pour over, Espresso"
aBrM5Z,Coffee extract (e.g. Cometeer)
0EjRN0,"Cold brew, Espresso, Pour over, French press"
oAVjDN,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over"
pLP2dP,Coffee brewing machine (e.g. Mr. Coffee)
VZ16Qj,Pod/capsule machine (e.g. Keurig/Nespresso)
PABJa0,"Espresso, Pour over"
g5N6yK,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
NABZl0,Pour over
AlbXve,"Pour over, Espresso"
GrBP6O,Pour over
NABZoO,"Espresso, French press, Cold brew"
KMBj5g,Coffee brewing machine (e.g. Mr. Coffee)
lNlErN,"French press, Coffee brewing machine (e.g. Mr. Coffee), Espresso"
42NbxA,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Espresso"
OABN7a,
DVvGBE,"Cold brew, Pour over, French press"
LdMLRO,
6dQBeN,Espresso
5dqPWP,"Espresso, Other"
ZdRBEV,"Espresso, Pour over, Cold brew"
8dploo,
0EjW7A,Espresso
0EjWOB,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, Instant coffee, Cold brew"
xdNWJd,"Espresso, Other, French press"
dY2yNV,"Pour over, Espresso, Other"
0EjR2Q,
qbEla5,Espresso
YZzAaW,"Pour over, French press, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)"
AlbXlz,
OABNAg,Other
NABZVl,French press
0EjWj6,Pour over
24x649,Coffee brewing machine (e.g. Mr. Coffee)
dY2yYK,Pour over
0EjWLN,Espresso
DVvGNZ,Espresso
MAdx5M,"Espresso, Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
zKQ6eR,Pour over
NABZ0l,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
vNx920,"Pour over, Instant coffee, Espresso"
RzB9zj,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), French press"
EPbOJX,"Espresso, Instant coffee"
oAVjvM,
9dJK1Q,"Espresso, Pour over"
EPbOPr,"Pour over, Coffee extract (e.g. Cometeer)"
J2k42R,
ylqaq4,"Pour over, French press"
8dplpx,"Pour over, Other"
rlrZLl,Coffee brewing machine (e.g. Mr. Coffee)
eBxX20,Coffee brewing machine (e.g. Mr. Coffee)
DVvGDq,"Pour over, Espresso"
42NboO,
dY2yPo,Pour over
GrBPJo,Coffee brewing machine (e.g. Mr. Coffee)
zKQ6W1,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
EPbOJN,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
eBxXL0,"Pour over, French press"
EPbO04,Pour over
PABql5,Bean-to-cup machine
1r2aEp,Pour over
1r2avQ,Other
aBrMrq,"Pour over, French press"
5dqAEM,Espresso
rlrZdl,Pour over
aBrMGB,
kYRP51,Other
PABqX5,Pour over
ylqaop,Other
5dqAeP,Espresso
aBrMK9,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
aBrMEv,"Pour over, Espresso"
MAdxOM,Other
PABqbd,
ZdRBP0,Coffee brewing machine (e.g. Mr. Coffee)
g5NoJ1,Other
VZ16bE,Coffee brewing machine (e.g. Mr. Coffee)
VZ168g,"Pour over, Espresso"
xdNWPy,Espresso
oAVjyx,Pour over
ZdRBYz,Pour over
6dQBOB,Other
QABQr7,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
aBrM0v,Other
bl4J62,"Pour over, Espresso"
ZdRBRy,"Pour over, French press, Other"
DVvGJq,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
42Nb1b,"Pour over, French press"
qbElY2,"Pour over, Espresso"
ZdRBZa,"Pour over, Espresso"
OABNzg,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
xdNW0o,"Pour over, Espresso"
xdNWPo,
kYRPZR,
J2k4D4,Coffee brewing machine (e.g. Mr. Coffee)
9dJKo1,"Pour over, Espresso, Coffee extract (e.g. Cometeer)"
kYRPpd,"Pour over, Espresso"
BGbRD5,"Coffee brewing machine (e.g. Mr. Coffee), French press"
rlrZlR,Coffee brewing machine (e.g. Mr. Coffee)
AlbXqk,"French press, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
rlrZKN,"Pour over, Espresso"
MAdxAA,"French press, Coffee brewing machine (e.g. Mr. Coffee)"
AlbXWB,
MAdxYp,"Pour over, Espresso"
oAVjKX,Bean-to-cup machine
rlrZ2M,Other
YZzAx6,Espresso
bl4JY2,"Pour over, Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)"
OABNdp,"Pour over, Espresso"
oAVjBP,"Pour over, Cold brew"
WAp70N,Espresso
LdM20v,"Pour over, Espresso, Cold brew, Other"
lNlE46,"Espresso, Pour over, Cold brew"
DVvGbX,Pour over
lNlE0W,"Bean-to-cup machine, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
KMBj08,Pour over
jB9VJ6,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew"
YZzAVq,"Espresso, Cold brew"
jB9Vz9,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso), Other"
0EjWPy,"French press, Coffee brewing machine (e.g. Mr. Coffee)"
42NbpB,Pod/capsule machine (e.g. Keurig/Nespresso)
42NbGd,
1r2aNO,Espresso
PABq2b,"Pour over, Espresso, French press, Coffee extract (e.g. Cometeer), Cold brew"
NABZBQ,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)"
NABZLB,Coffee brewing machine (e.g. Mr. Coffee)
lNlENv,Pour over
WAp7Pj,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
rlrZqL,
kYRPxZ,Instant coffee
24x6JL,Coffee brewing machine (e.g. Mr. Coffee)
AlbX9N,
VZ16Zy,"Pour over, Espresso"
9dJK44,Pour over
YZzAzd,Pour over
RzB9gQ,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
XeBbB4,"Espresso, Cold brew, Pour over, French press, Other"
24x67A,Coffee brewing machine (e.g. Mr. Coffee)
zKQ6G8,Pour over
qbElE7,Pour over
PABqGd,Espresso
qbElN8,Espresso
9dJKWV,Pour over
rlrZgp,"Pour over, French press"
ylqa04,"Pour over, French press"
0EjWZ0,Pour over
lNlEyv,Espresso
g5Nok1,Pod/capsule machine (e.g. Keurig/Nespresso)
1r2a6L,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
g5NoNd,
LdM2qy,"French press, Pour over, Instant coffee"
DVvGYX,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
zKQ6OZ,"Pour over, French press, Bean-to-cup machine, Coffee extract (e.g. Cometeer), Cold brew"
bl4JE6,Espresso
xdNWLd,
zKQ6gZ,Other
QABQkk,Other
OABNL7,Pour over
24x6ge,Pour over
NABZyp,Coffee brewing machine (e.g. Mr. Coffee)
jB9Vk6,
VZ16y6,"Pour over, Other"
pLP24V,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
6dQBM5,Other
24x6lA,Pod/capsule machine (e.g. Keurig/Nespresso)
rlrZQo,"Pour over, French press"
42NbNO,
jB9VY1,French press
RzB9kP,
24x67b,"Espresso, Pour over, French press"
YZzAZJ,Pour over
zKQ6Za,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over"
g5NogM,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Instant coffee"
VZ16MJ,"Pour over, Espresso"
pLP2Pb,"Other, Pour over"
LdM2NJ,Espresso
bl4JOL,
bl4Jy7,"Pour over, Espresso"
NABZv0,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), French press"
42NbLk,"Espresso, Pour over"
9dJKvp,"Pour over, French press, Espresso"
6dQB4o,Pod/capsule machine (e.g. Keurig/Nespresso)
kYRPO6,"Pour over, French press, Espresso, Cold brew, Instant coffee"
ZdRBy5,"French press, Pod/capsule machine (e.g. Keurig/Nespresso)"
oAVj01,"Pour over, Espresso"
AlbX8D,"Espresso, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
VZ16Mv,"Pour over, French press, Other"
pLP261,Pour over
vNx9Vg,"Pour over, Espresso"
vNx9K8,"Pour over, Espresso, Cold brew"
qbElBG,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
7d9kj6,Pour over
KMBjkK,Pour over
vNx9z8,"Cold brew, Pour over, French press, Espresso"
zKQ6Ja,"Pour over, French press, Espresso, Instant coffee"
AlbXOy,Other
PABqr0,"Pour over, French press, Espresso"
dY2yXr,Bean-to-cup machine
jB9VrQ,Coffee extract (e.g. Cometeer)
GrBPq2,French press
7d9k52,"Pour over, Espresso"
0EjW5A,"Pour over, French press, Cold brew"
KMBjGK,"Espresso, Pour over"
vNx9gX,"French press, Espresso"
bl4J4o,"Pour over, Espresso"
24x6Rb,"Instant coffee, Cold brew"
dY2ygD,"Pour over, Espresso"
ylqar8,"Espresso, French press, Cold brew"
DVvG9l,"Pour over, French press, Instant coffee, Cold brew"
RzB92v,
jB9V7x,Coffee brewing machine (e.g. Mr. Coffee)
EPbO6L,
jB9VB4,"Pour over, French press"
xdNWv9,"Pour over, Espresso, Other, Pod/capsule machine (e.g. Keurig/Nespresso)"
5dqApP,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
LdM2k2,Pour over
vNx9Lv,"Cold brew, Pour over"
zKQ64k,"Pour over, Other"
5dqAko,"Coffee brewing machine (e.g. Mr. Coffee), Espresso, French press"
pLP2zE,"Pour over, Espresso"
NABZQp,Coffee brewing machine (e.g. Mr. Coffee)
lNlE5V,Pour over
VZ16Nl,Pour over
0EjWyA,French press
EPbOel,"Coffee brewing machine (e.g. Mr. Coffee), Pour over, French press"
OABNKa,Espresso
8dplAA,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Instant coffee"
oAVjpN,Pour over
1r2agg,Coffee brewing machine (e.g. Mr. Coffee)
EPbOgA,"Pour over, Espresso"
lNlEZX,Other
5dqAgN,"Pour over, Espresso, French press"
RzB9z9,"Pour over, Instant coffee"
5dqADQ,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
24x6ze,Pour over
jB9V21,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
0EjWGP,"Pour over, Coffee extract (e.g. Cometeer)"
aBrMxB,"Pour over, Espresso"
KMBjAg,Pour over
AlbXGl,"Coffee brewing machine (e.g. Mr. Coffee), Pour over"
9dJKR1,"Pour over, Espresso, Cold brew"
LdM2E1,Pour over
6dQBzA,
dY2yKz,Pour over
MAdxdX,"Pour over, French press, Espresso, Instant coffee"
6dQByN,"Pour over, Other"
dY2y1V,"Pour over, Other"
42NbAb,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Other"
rlrZlN,Pod/capsule machine (e.g. Keurig/Nespresso)
VZ16xN,Pour over
OABNdK,"Pour over, French press, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer), Cold brew"
VZ16oa,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Other"
zKQ6zR,Coffee brewing machine (e.g. Mr. Coffee)
NABZJQ,Other
lNlE8N,
PABqqe,"Pour over, French press, Espresso, Cold brew"
ylqa8X,"Pour over, Coffee extract (e.g. Cometeer)"
KMBj2X,"Pour over, Espresso"
KMBjbA,
kYRP2R,Espresso
jB9VRa,Espresso
aBrMLB,Coffee brewing machine (e.g. Mr. Coffee)
YZzAAJ,"Pour over, Espresso, Cold brew"
VZ16Ra,
DVvGGZ,Espresso
GrBPVL,French press
9dJK05,Espresso
24x6G9,"Cold brew, Espresso"
rlrZQ2,Coffee brewing machine (e.g. Mr. Coffee)
YZzA1B,"Pour over, Espresso"
xdNW7d,"Espresso, Pour over"
ylqaBg,"Pour over, Espresso"
jB9V84,"Pour over, Espresso"
vNx95D,"Pour over, Espresso"
LdM22p,"Pour over, Other"
NABZ2j,"Espresso, Other"
RzB9yj,"Coffee extract (e.g. Cometeer), French press"
qbElqg,"Pour over, French press, Other"
GrBPPk,Espresso
DVvGQq,Espresso
EPbOpX,"Pour over, Other"
6dQBgk,"Pour over, Other, French press"
VZ16Wy,Espresso
GrBP8o,"Pour over, Other"
MAdxWM,Coffee brewing machine (e.g. Mr. Coffee)
J2k4Po,"Pour over, Espresso, Cold brew"
GrBP2o,
1r2a1W,Pour over
AlbXXz,"Pour over, Espresso"
lNlExk,"Pour over, Other"
EPbRko,Instant coffee
g5NoBl,"Pour over, Espresso"
LdM2A1,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew"
24x6QL,
bl4pZ2,Espresso
oAVj4V,"Coffee extract (e.g. Cometeer), Espresso, Pour over"
QABQ6p,Other
XeBbbY,French press
KMBjKV,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)"
24x62j,"Pour over, Cold brew"
oAVjrV,Pod/capsule machine (e.g. Keurig/Nespresso)
aBrMWv,"Pour over, Other"
9dJK8Q,Pour over
rlrZZR,Espresso
pLP2pB,
24x6qV,Espresso
EPbRKq,Pour over
KMBEYM,Other
qbElrG,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, Cold brew"
1r2aol,"Pod/capsule machine (e.g. Keurig/Nespresso), Bean-to-cup machine, Pour over"
RzB9XJ,Other
rlrZ8R,"Pour over, French press, Cold brew"
5dq7BM,Espresso
5dq7KM,Other
oAVP61,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
1r2ajQ,Pour over
5dq7bP,Other
DVv8kp,Coffee brewing machine (e.g. Mr. Coffee)
BGbRPN,"Cold brew, Pod/capsule machine (e.g. Keurig/Nespresso)"
YZzABW,Espresso
zKQ6pq,Other
zKQ9E8,Espresso
vNxZPX,"Pour over, Cold brew"
EPbRzo,"Espresso, Pour over"
9dJkGG,Espresso
dY2yyK,Other
42N6r5,"Espresso, Pour over, Coffee extract (e.g. Cometeer)"
eBxXOl,"French press, Espresso, Cold brew"
7d9krR,"Bean-to-cup machine, Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)"
PABxD0,Cold brew
24x6qp,"Pour over, Other"
ZdR7OA,Pour over
pLPEBP,Pour over
YZzA85,"Pour over, Espresso"
AlbgPB,Other
GrBPEL,"Coffee brewing machine (e.g. Mr. Coffee), Instant coffee"
OABNO7,Cold brew
dY2M0N,Espresso
oAVP25,"Pour over, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso)"
VZ1eGE,"Pour over, Other"
jB9RlY,Pour over
6dQBXB,"Pour over, Espresso"
rlrZzv,Pour over
J2kPqY,"French press, Espresso, Other"
EPbOGB,"Pour over, Espresso"
eBxJ5E,Other
ylqQJ6,Pour over
QABZ2g,"Espresso, Other"
EPbRPl,French press
bl4JPg,"French press, Cold brew"
vNxZGA,"Pour over, Espresso, Other"
YZz6ZN,Pour over
0Ej9d0,French press
AlbgBo,Espresso
0Ej9BQ,"Espresso, Bean-to-cup machine, Cold brew"
1r2eXO,French press
VZ16WM,"Pour over, Other"
vNx9oQ,"Pour over, Espresso, Instant coffee"
GrBGvj,"Coffee brewing machine (e.g. Mr. Coffee), Espresso"
g5Nl9M,"Pour over, Espresso"
qbEl89,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)"
9dJkdE,
VZ162v,"Pour over, French press"
bl4pVe,Coffee brewing machine (e.g. Mr. Coffee)
lNlG7v,Coffee brewing machine (e.g. Mr. Coffee)
aBrM8q,Pour over
RzBNoP,"Pour over, Espresso"
EPbRQ2,"Pour over, Espresso"
ZdR7dV,Coffee extract (e.g. Cometeer)
8dpBdl,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, French press"
xdNqrJ,
GrBGlQ,Pour over
ZdRB40,"Espresso, Other"
7d9AW2,Pour over
PABqMQ,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew"
jB9RGa,
0Ej9V0,"Espresso, Instant coffee"
g5Nl5P,Pour over
Albgdl,"Bean-to-cup machine, Cold brew"
42N6Ak,"Pour over, Espresso"
zKQ9ME,
DVv85N,"Pour over, Espresso"
VZ1e8M,Pod/capsule machine (e.g. Keurig/Nespresso)
aBrLEb,"Pour over, Espresso"
24x6Wj,"Pour over, Other"
pLPEL1,"Espresso, Instant coffee"
qbErYG,Espresso
6dQlWP,"Pour over, Espresso"
